bill_id,congress_term,introduced_at,policy_area,subjects,official_title,short_title
s2765-113,113,2014-07-31,Finance and Financial Sector,Banking and financial institutions regulation|Business investment and capital|Financial services and investments|Licensing and registrations|Small business|State and local government operations,A bill to amend the Investment Advisers Act of 1940 to prevent duplicative regulation of advisers of small business investment companies.,SBIC Advisers Relief Act of 2014
s3215-114,114,2016-07-14,Finance and Financial Sector,Banking and financial institutions regulation|Business records|Consumer credit|Housing finance and home ownership,"A bill to amend the Home Mortgage Disclosure Act of 1975 to specify which depository institutions are subject to the maintenance of records and disclosure requirements of such Act, and for other purposes.",Home Mortgage Disclosure Adjustment Act
hr3655-112,112,2011-12-13,Finance and Financial Sector,Accounting and auditing|Corporate finance and management|Financial services and investments|Securities|Small business,To amend the Sarbanes-Oxley Act of 2002 to provide additional exemptions from the internal control auditing requirements for smaller and newer public companies.,Small Business Access to Capital Act of 2011
hr1731-108,108,2003-04-10,Crime and Law Enforcement,"Administrative procedure|Ammunition|Authorization|Bank fraud|Bank records|Citizenship|Counterfeiting|Credit cards|Criminal investigation|Deportation|EBB Terrorism|Embezzlement|Employee benefit plans|Firearms|Firearms control|Fraud|Health care fraud|Identification devices|Identity theft|Illegal aliens|Larceny|Medicaid|Medicare|Old age, survivors and disability insurance|Passports|Pension funds|Probation|Prosecution|Right of privacy|Sentences (Criminal procedure)|Sentencing guidelines|Social security numbers|Terrorism|U.S. Sentencing Commission|Visas|Welfare fraud","To amend title 18, United States Code, to establish penalties for aggravated identity theft, and for other purposes.",Identity Theft Penalty Enhancement Act
hr974-107,107,2001-03-13,Finance and Financial Sector,Administrative procedure|Automated teller machines|Bank deposits|Bank records|Bank reserves|Checking accounts|Checks|Congressional reporting requirements|Corporate finance|Credit cards|Dividends|Electronic funds transfers|Federal Reserve System|Fees|Government paperwork|Interest|Monetary policy|Money supply|NOW accounts|Savings accounts|Surveys,"To repeal the prohibition on the payment of interest on demand deposits, to increase the number of interaccount transfers which may be made from business accounts at depository institutions, to authorize the Board of Governors of the Federal Reserve System to pay interest on reserves, and for other purposes.",Small Business Interest Checking Act of 2001
hr4067-106,106,2000-03-23,Finance and Financial Sector,Bank deposits|Bank reserves|Checking accounts|Corporate finance|Dividends|Interest|Monetary policy|Money supply|Savings accounts|Savings and loan associations,"To repeal the prohibition on the payment of interest on demand deposits, and for other purposes.",Business Checking Modernization Act
s534-113,113,2013-03-12,Finance and Financial Sector,Consumer affairs|Criminal justice information and records|Government corporations and government-sponsored enterprises|Insurance industry and regulation|Licensing and registrations|State and local government operations,"A bill to reform the National Association of Registered Agents and Brokers, and for other purposes.",National Association of Registered Agents and Brokers Reform Act of 2013
s630-116,116,2019-02-28,Law,"Alternative dispute resolution, mediation, arbitration|Civil actions and liability|Consumer affairs|Consumer credit|Digital media|Financial services and investments|Internet and video services",A bill to amend the Consumer Financial Protection Act of 2010 with respect to arbitration.,Arbitration Fairness for Consumers Act
hr3357-107,107,2001-11-28,Finance and Financial Sector,Administrative procedure|Auditing|Building leases|Business income tax|Business insurance|Business losses|Capital|Capital formation|Casualty insurance|Civil actions and liability|Claims|Collection of accounts|Compensation (Law)|Congressional investigations|Congressional reporting requirements|Corporate finance|Damages|Department of the Treasury|Disaster relief|Disasters|District courts|EBB Terrorism|Expropriation|Federal preemption|Federal-state relations|Fees|Fines (Penalties)|Government paperwork|Income tax|Insurance companies|Insurance premiums|Insurance rates|Interest|Jurisdiction|Legal fees|Life insurance|Presidential commissions|Property insurance|Punitive damages|Railroads|Reinsurance|Rent|Self-insurance|Small business|Standards|State laws|State-sponsored terrorism|Tax deductions|Terrorism|Transportation insurance|Trucking,"To ensure the continued financial capacity of insurers to provide coverage for risks from terrorism, and for other purposes.",Terrorism Risk Protection Act
hr3100-115,115,2017-06-28,Finance and Financial Sector,"Banking and financial institutions regulation|Congressional oversight|Criminal investigation, prosecution, interrogation|Foreign and international banking|Fraud offenses and financial crimes|Intergovernmental relations|International organizations and cooperation|Terrorism","To require the President to develop a national strategy for combating the financing of terrorism and related forms of illicit finance, and for other purposes.",
hr5724-114,114,2016-07-11,Finance and Financial Sector,"Banking and financial institutions regulation|Credit and credit markets|Interest, dividends, interest rates","To amend the Revised Statutes of the United States and the Federal Deposit Insurance Act to require the rate of interest on certain loans remain unchanged after transfer of the loan, and for other purposes.",Protecting Consumers' Access to Credit Act of 2016
hr4311-109,109,2005-11-14,Law,Federal employees|Financial disclosure|Freedom of information|Government ethics|Judges|Judicial officers|Protection of officials|Supreme Court justices,To amend section 105(b)(3) of the Ethics in Government Act of 1978 (5 U.S.C. App).,
hr56-116,116,2019-01-03,Finance and Financial Sector,"Advanced technology and technological innovations|Computer security and identity theft|Computers and information technology|Congressional oversight|Crime prevention|Criminal investigation, prosecution, interrogation|Currency|Fraud offenses and financial crimes|Government trust funds|Research administration and funding|Research and development|Terrorism","To establish an Independent Financial Technology Task Force to Combat Terrorism and Illicit Financing, to provide rewards for information leading to convictions related to terrorist use of digital currencies, to establish a Fintech Leadership in Innovation and Financial Intelligence Program to encourage the development of tools and programs to combat terrorist and illicit use of digital currencies, and for other purposes.",Financial Technology Protection Act
hr3240-113,113,2013-10-03,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Federal Reserve System|Government studies and investigations|Monetary policy","To instruct the Comptroller General of the United States to study the impact of Regulation D, and for other purposes.",Regulation D Study Act
hr268-103,103,1993-01-05,Finance and Financial Sector,Bank capital|Bank failures|Dividends|Government corporations|Resolution Trust Corporation|Savings and loan associations|Trusts and trustees,"To provide additional funding for the Resolution Trust Corporation, to reduce the amount of losses of such Corporation through the establishment of the supervisory goodwill buy-back program, and for other purposes.",Resolution Trust Corporation Loss Reduction and Funding Act of 1993
hr3651-112,112,2011-12-13,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Consumer credit|Housing finance and home ownership","To amend the Truth in Lending Act to exempt certain creditors from the escrow account requirement for higher-priced mortgage loans, and for other purposes.",
hr442-116,116,2019-01-10,Finance and Financial Sector,"Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer credit|Interest, dividends, interest rates|Military personnel and dependents",To amend the Consumer Financial Protection Act of 2010 to extend the supervisory authority of the Bureau of Consumer Financial Protection to include assessing compliance with the Military Lending Act.,Financial Protection for Our Military Families Act
hr2136-113,113,2013-05-23,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Securities|Small business,"To ensure small businesses in rural America have access to credit to promote economic growth and job creation, and for other purposes.",Small Business Credit Availability Act
s1176-110,110,2007-04-20,Finance and Financial Sector,Administrative procedure|Consumer education|Counseling|Credit cards|Debt|Debtor and creditor|Federal Reserve System|Federal Trade Commission|Financial services|Independent regulatory commissions|Interest|Interest rates|Nonprofit organizations|Telephone,"A bill to require enhanced disclosure to consumers regarding the consequences of making only minimum required payments in the repayment of credit card debt, and for other purposes.",Credit Card Minimum Payment Warning Act of 2007
hr3886-106,106,2000-03-09,Finance and Financial Sector,Accounting|Administrative procedure|Bank accounts|Bank directors|Bank employees|Bank examination|Bank records|Congressional reporting requirements|Correspondent banks|Criminal justice information|Department of the Treasury|Elite (Social sciences)|Employee selection|Federal advisory bodies|Financial institutions|Fines (Penalties)|Foreign banks and banking|Foreign leaders|Government paperwork|Income tax|Informers|International competitiveness|International cooperation|Legislation|Liability (Law)|Misconduct in office|Money laundering|Personnel records|Public corruption|Tax havens|Taxation of foreign income,"To combat international money laundering, and for other purposes.",International Counter-Money Laundering and Foreign Anticorruption Act of 2000
s1964-111,111,2009-10-28,Finance and Financial Sector,Administrative law and regulatory procedures|Congressional oversight|Financial services and investments|Government studies and investigations|Marketing and advertising|Securities|Securities and Exchange Commission (SEC),"A bill to require disclosure of financial relationships between brokers and dealers and mutual fund companies, and of certain commissions paid by mutual fund companies.",Mutual Fund Transparency Act of 2009
s170-115,115,2017-01-17,Finance and Financial Sector,"Arab-Israeli relations|Employee benefits and pensions|Financial services and investments|Government employee pay, benefits, personnel management|Government information and archives|Israel|Middle East|Sanctions|State and local finance|State and local government operations|Trade restrictions|U.S. and foreign investments","A bill to provide for nonpreemption of measures by State and local governments to divest from entities that engage in commerce-related or investment-related boycott, divestment, or sanctions activities targeting Israel, and for other purposes.",Combating BDS Act of 2017
hr928-109,109,2005-02-17,Finance and Financial Sector,Administrative procedure|Automated clearing houses|Automated teller machines|Bank accounts|Bank loans|Caribbean area|Congressional investigations|Congressional reporting requirements|Consumer education|Consumer protection|Credit unions|Department of the Treasury|Developing countries|Development credit institutions|Economic assistance|Economic development|Economic statistics|El Salvador|Electronic funds transfers|Electronic government information|English language|Federal Deposit Insurance Corporation|Federal Reserve System|Federal preemption|Fees|Financial institutions|Financial services|Foreign banks and banking|Foreign exchange|Foreign loans|Government paperwork|Government publicity|Housing finance|Jamaica|Language and languages|Latin America|Licenses|Mexico|Mortgage banks|Mortgages|National Credit Union Administration|Public service advertising|Small business|Standards|State laws,"To amend the Electronic Fund Transfer Act to extend certain consumer protections to international remittance transfers of funds originating in the United States, and for other purposes.",International Remittance Consumer Protection Act of 2005
hr910-115,115,2017-02-07,Finance and Financial Sector,Administrative law and regulatory procedures|Financial services and investments|Securities|Securities and Exchange Commission (SEC),"To direct the Securities and Exchange Commission to provide a safe harbor related to certain investment fund research reports, and for other purposes.",Fair Access to Investment Research Act of 2017
hr979-111,111,2009-02-11,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Corporate finance and management|Employee benefits and pensions|Financial crises and stabilization|Wages and earnings","To limit excessive and luxury expenses by recipients of assistance under the Emergency Economic Stabilization Act of 2008, and for other purposes.",STOP Act
s592-116,116,2019-02-28,Finance and Financial Sector,Administrative law and regulatory procedures|Computer security and identity theft|Financial services and investments|Government information and archives|Securities|Securities and Exchange Commission (SEC),A bill to amend the Securities and Exchange Act of 1934 to promote transparency in the oversight of cybersecurity risks at publicly traded companies.,Cybersecurity Disclosure Act of 2019
hr6482-110,110,2008-07-14,Finance and Financial Sector,Administrative procedure|Business records|Derivative securities|Government paperwork|Governmental investigations|Independent regulatory commissions|Information disclosure (Securities law)|Loan defaults|Risk|Securities|Securities and Exchange Commission|Securities industry|Securities regulation,To direct the Securities and Exchange Commission to establish both a process by which asset-backed instruments can be deemed eligible for NRSRO ratings and an initial list of such eligible asset-backed instruments.,
hr3616-103,103,1993-11-22,Finance and Financial Sector,"Anniversaries|Capitol (Washington, D.C.)|Cemeteries and funerals|Civil War|Coins and coinage|Commemorations|Copper|District of Columbia|Federal aid to museums|Financial statements|Forests and forestry|Foundations|Georgia|Government paperwork|Government trust funds|Historic sites|History|House rules and procedure|Infrastructure|Legislation|Money|Museums|National monuments|Prisoners of war|Senate rules and procedure|Silver|Vietnam veterans|Virginia|Women|Women soldiers|Women veterans","To require the Secretary of the Treasury to mint coins in commemoration of the 250th anniversary of the birth of Thomas Jefferson, Americans who have been prisoners of war, the Vietnam Veterans Memorial on the occasion of the 10th anniversary of the Memorial, and the Women in Military Service for America Memorial, and for other purposes.",Bicentennial of the United States Capitol Commemorative Coin Act
hr1064-113,113,2013-03-12,Finance and Financial Sector,Consumer affairs|Criminal justice information and records|Government corporations and government-sponsored enterprises|Insurance industry and regulation|Licensing and registrations|State and local government operations,"To reform the National Association of Registered Agents and Brokers, and for other purposes.",National Association of Registered Agents and Brokers Reform Act of 2013
hr1577-107,107,2001-04-24,Crime and Law Enforcement,"Administrative procedure|Administrative remedies|Advice and consent of the Senate|Alternative dispute resolution|Citizen participation|Classified defense information|Community-based corrections|Compensation for victims of crime|Compensatory education|Competitive bidding|Congressional investigations|Congressional reporting requirements|Construction industries|Construction workers|Corporate profits|Corporation directors|Department of Justice|Elementary and secondary education|Elementary education|Ex-offenders|Executive reorganization|Federal Prison Industries, Inc.|Financial statements|Fines (Penalties)|Forfeiture|Garnishment|Gifts|Government and business|Government contractors|Government corporations|Government paperwork|Government procurement|Government publications|Government publicity|Government statistics|Government trust funds|Imports|Job hunting|Labor statistics|Labor unions|New products|Occupational health and safety|Official secrets|Payroll deductions|Presidential appointments|Prison administration|Prison labor|Profit|Public meetings of administrative bodies|Rehabilitation of criminals|Right of privacy|Secondary education|Service industries|Small business|Subcontractors|Support of dependents|Trade associations|Unemployment|Victims of crimes|Vocational and technical education|Wages","To amend title 18, United States Code, to require Federal Prison Industries to compete for its contracts minimizing its unfair competition with non-inmate workers and the firms that employ them and increasing the likelihood that Federal agencies get the best value for taxpayers dollars, to require that Federal Prison Industries fully and timely perform its Government contracts by empowering Federal contracting officers with the contract administration tools generally available to assure full and timely performance of other Government contracts, to enhance the opportunities for effective public participation in decisions to expand the activities of Federal Prison Industries, to provide to Federal agencies temporary preferential contract award authority to ease the transition of Federal Prison Industries to obtaining inmate work opportunites through other than its mandatory source status, to provide additional work opportunities for Federal inmates by authorizing Federal Prison Industries to provide inmate workers to nonprofit entities with protections against commercial activities, and for other purposes.",Federal Prison Industries Competition in Contracting Act of 2002
hr2674-115,115,2017-05-25,Finance and Financial Sector,"Adult education and literacy|Education programs funding|Elementary and secondary education|Financial literacy|Higher education|Research administration and funding|Teaching, teachers, curricula","To establish a grant program in the Bureau of Consumer Financial Protection to fund the establishment of centers of excellence to support research, development and planning, implementation, and evaluation of effective programs in financial literacy education for young people and families ages 8 through 24 years old, and for other purposes.",Young Americans Financial Literacy Act
hr3551-105,105,1998-03-25,Crime and Law Enforcement,Administrative remedies|Bank fraud|Bank records|Compensation for victims of crime|Congressional reporting requirements|Conspiracy|Consumer credit|Consumer protection|Counterfeiting|Credit cards|Criminal investigation|Criminal justice information|Criminal statistics|Debit cards|Debtor and creditor|Electronic funds transfers|Electronic surveillance|Fines (Penalties)|Forfeiture|Fraud|Government paperwork|Identification devices|Legal fees|Legislation|Liens|Prosecution|Right of privacy|Secret service,"To amend title 18, United States Code, relating to identity fraud, and for other purposes.",Identity Piracy Act of 1998
s1797-104,104,1996-05-23,Crime and Law Enforcement,"Buy American|Corrections|Diversification in industry|Federal Prison Industries, Inc.|Government corporations|Government paperwork|Government procurement|New products|Prison labor|Product development","A bill to revise the requirements for procurement of products of Federal Prison Industries to meet needs of Federal agencies, and for other purposes.",
s636-109,109,2005-03-16,Law,Business ethics|Claims|Congressional reporting requirements|Corporate accountability|Damages|Department of Justice|Fines (Penalties)|Fraud|Government contractors|Government liability|Inspectors general|Medicaid|Parties to actions,A bill to direct the Inspector General of the Department of Justice to submit semi-annual reports regarding settlements relating to false claims and fraud against the Federal Government.,
hr1372-108,108,2003-03-20,Finance and Financial Sector,Accounting|Congressional reporting requirements|Earnings|Economic impact statements|Employee motivation|Employee ownership|Employee stock options|Executive compensation|Financial statements|High technology|Independent regulatory commissions|Industrial research|Information disclosure (Securities law)|International competitiveness|Investors|Product development|Recruiting of employees|Securities and Exchange Commission|Skilled labor|Standards|Technological innovations,"To direct the Securities and Exchange Commission to require enhanced disclosures of employee stock options, and to require a study on the economic impact of broad-based employee stock option plans, and for other purposes.",Broad-Based Stock Option Plan Transparency Act of 2003
hr4893-106,106,2000-07-19,Finance and Financial Sector,Administrative procedure|Affiliated corporations|Affordable housing|Agricultural credit|Annuities|Automobile insurance|Bank examination|Bank holding companies|Bank loans|Bank marketing|Bank mergers|Bank records|Brokers|Business losses|Business records|Casualty insurance|Civil actions and liability|Community development|Community development banking|Community development corporations|Consent decrees|Consumer credit|Corporate mergers|Data banks|Department of Housing and Urban Development|Department of the Treasury|Deposit insurance|Depressed areas|Discrimination in consumer credit|Discrimination in insurance|Discrimination in mortgage loans|Electronic data interchange|Farm income|Federal Reserve System|Federally-guaranteed loans|Financial services|Fines (Penalties)|Freedom of information|Government paperwork|Government publicity|Government securities|Home equity loans|Home ownership|Housing discrimination|Housing finance|Infrastructure|Injunctions|Insurance|Insurance agents|Insurance companies|Insurance premiums|Insurance rates|Investment advisers|Investments|Job creation|Loans|Low-income housing|Marketing|Minorities|Minority business enterprises|Moderate income housing|Mortgage banks|Mortgage guaranty insurance|Mortgage interest rates|Mortgage loans|Mutual funds,"To enhance the availability of capital and credit for all citizens and communities, to ensure that community reinvestment keeps pace as banks, securities firms, and other financial service providers become affiliates as a result of the enactment of the Gramm-Leach-Bliley Act, and for other purposes.",Community Reinvestment Modernization Act of 2000
hr1098-112,112,2011-03-15,Finance and Financial Sector,"Criminal investigation, prosecution, interrogation|Currency|Fraud offenses and financial crimes|Metals|Sales and excise taxes|State and local taxation","To repeal the legal tender laws, to prohibit taxation on certain coins and bullion, and to repeal superfluous sections related to coinage.",Free Competition in Currency Act of 2011
hr3807-107,107,2002-02-27,Finance and Financial Sector,Administrative procedure|Commercial arbitration|Consumer complaints|Consumer credit|Consumer education|Consumer protection|Contractors|Debtor and creditor|Department of Housing and Urban Development|Discrimination in consumer credit|Employee training|Employment tests|Federal Reserve System|Federal Trade Commission|Federal aid to community development|Federally-assisted loans|Federally-guaranteed loans|Fees|Financial services|Fines (Penalties)|Government lending|Independent regulatory commissions|Infrastructure|Internet|Labeling|Licenses|Mortgage banks|Mortgage guaranty insurance|Mortgage interest rates|Mortgage loans|Mortgages|Restrictive trade practices|Subcontractors|Urban affairs|World Wide Web,To protect home buyers from predatory lending practices.,Predatory Mortgage Lending Practices Reduction Act
s3731-110,110,2008-12-10,Finance and Financial Sector,Advice and consent of the Senate|Auditing|Bank failures|Congressional oversight|Congressional reporting requirements|Economic stabilization|Federal employees|Financial crises|Financial services|Government publicity|Governmental investigations|Inspectors general|Presidential appointments,"A bill to amend the Emergency Economic Stabilization Act of 2008 (division A of Public Law 110-343) to provide the Special Inspector General with additional authorities and responsibilities, and for other purposes.",Special Inspector General for the Troubled Asset Relief Program Act of 2008
hr2779-112,112,2011-08-01,Finance and Financial Sector,Banking and financial institutions regulation|Commodities markets|Financial services and investments|Government information and archives|Securities,To exempt inter-affiliate swaps from certain regulatory requirements put in place by the Dodd-Frank Wall Street Reform and Consumer Protection Act.,
hr2657-111,111,2009-06-02,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Federal Deposit Insurance Corporation (FDIC)|Financial crises and stabilization","To amend the Federal Deposit Insurance Act to limit the authority of the Federal Deposit Insurance Corporation to engage in activities relating to systemic risk without a congressional declaration of a financial emergency, and for other purposes.",Depositor Protection Act of 2009
hr7189-110,110,2008-09-27,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization|Government buildings, facilities, and property|Housing finance and home ownership|Public-private cooperation|Real estate business","To ensure that any troubled assets relief program of the Treasury provides for purchase of vacant properties backing such troubled assets by regional public-private partnerships to retain the value of such real estate, stabilize communities, and minimize the fiscal impact on taxpayers.",Public-Private Partnerships Community Stabilization Act of 2008
s3637-112,112,2012-11-26,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation","A bill to temporarily extend the transaction account guarantee program, and for other purposes.",
hr2225-112,112,2011-06-16,Finance and Financial Sector,Banking and financial institutions regulation|Family relationships|Financial services and investments,To amend the Investment Advisers Act of 1940 to add a definition of family office.,
hr3626-115,115,2017-07-28,Finance and Financial Sector,Banking and financial institutions regulation|Government information and archives|State and local government operations,"To amend the Bank Service Company Act to provide improvements with respect to State banking agencies, and for other purposes.",Bank Service Company Examination Coordination Act of 2017
s2820-107,107,2002-07-30,Finance and Financial Sector,Bankruptcy|Civil actions and liability|Corporate collapse|Corporate governance|Corporation directors|Debtor and creditor|Employee benefit plans|Employee pensions|Executive compensation|Leave of absence|Pension funds|Salaries|Sales personnel|Severance pay|Sick leave|Wages,"A bill to increase the priority dollar amount for unsecured claims, and for other purposes.",
hr1031-115,115,2017-02-14,Finance and Financial Sector,Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Executive agency funding and structure,"To eliminate the Bureau of Consumer Financial Protection by repealing title X of the Dodd-Frank Wall Street Reform and Consumer Protection Act, commonly known as the Consumer Financial Protection Act of 2010.",
hr4568-113,113,2014-05-06,Finance and Financial Sector,Business records|Corporate finance and management|Government information and archives|Licensing and registrations|Securities|Small business,"To enhance the ability of smaller reporting companies to access the public securities markets by allowing forward incorporation by reference on Form S-1, to add listing and registration of a class of common equity securities on a national securities exchange as an additional basis for satisfying the requirements of General Instruction I.B.1. of Form S-3, and to remove such listing and registration as a requirement of General Instruction I.B.6. of such form.",Small Business Freedom to Grow Act of 2014
hr5314-114,114,2016-05-24,Crime and Law Enforcement,Drug trafficking and controlled substances|Fraud offenses and financial crimes|Government information and archives|Health personnel|Health promotion and preventive care|Prescription drugs,"To provide for the development and dissemination of programs and materials for training pharmacists, health care providers, and patients on the circumstances under which a pharmacist may decline to fill a prescription for a controlled substance because the pharmacist suspects the prescription is fraudulent, forged, or otherwise indicative of abuse or diversion, and for other purposes.",Empowering Pharmacists in the Fight Against Opioid Abuse Act
s12-108,108,2004-11-19,Law,Appellate courts|Appellate procedure|Bank holding companies|Charitable contributions|Class actions (Civil procedure)|Congressional reporting requirements|Damages|District courts|Evidence (Law)|Expert witnesses|Foreign banks and banking|Government paperwork|Injunctions|Judicial opinions|Jurisdiction|Legal fees|State courts|Subsidiary corporations|Supreme Court,"A bill to amend the procedures that apply to consideration of interstate class actions to assure fairer outcomes for class members and defendants, and for other purposes.",Class Action Fairness Act of 2004
hr3306-103,103,1993-10-19,Finance and Financial Sector,Annuities|Bank examination|Brokers|Confidential communications|Consumer education|Consumer protection|Deceptive advertising|Deposit insurance|Electronic funds transfers|Employee training|Government paperwork|Information disclosure (Securities law)|Investment advisers|Investments|Mutual funds|Securities industry|Securities regulation,"To amend the Federal Deposit Insurance Act to regulate the retail sale of nondeposit investment products by insured depository institutions to prevent customer confusion about the uninsured nature of the products, and for other purposes.",Depository Institution Retail Investment Sales and Disclosure Act
s2917-114,114,2016-05-10,Finance and Financial Sector,"Administrative law and regulatory procedures|Banking and financial institutions regulation|Business records|Commodities markets|Commodity Futures Trading Commission|Congressional oversight|Electric power generation and transmission|Employee benefits and pensions|Government information and archives|Government studies and investigations|Judicial review and appeals|Metals|Oil and gas|Public utilities and utility rates|Religion|Securities|Social work, volunteer service, charitable organizations","An original bill to reauthorize the Commodity Futures Trading Commission, to ensure protections of futures customers, to provide relief for farmers, ranchers, and end-users that manage risk to help keep consumer costs low, and for other purposes.",Commodity End-User Relief Act
hr4213-105,105,1998-07-14,Finance and Financial Sector,Administrative fees|Administrative procedure|Appropriations|Congressional reporting requirements|Independent regulatory commissions|Legislation|Securities and Exchange Commission|Securities industry|Securities regulation|Stock exchanges,To amend the Securities Exchange Act of 1934 to provide for an annual limit on the amount of certain fees which may be collected by the Securities and Exchange Commission.,Savings and Investment Relief Act of 1998
hr2424-111,111,2009-05-14,Finance and Financial Sector,"Bank accounts, deposits, capital|Business records|Congressional oversight|Credit and credit markets|Federal Reserve System|Financial crises and stabilization|Financial services and investments|Government studies and investigations","To amend title 31, United States Code, to authorize reviews by the Comptroller General of the United States of any credit facility established by the Board of Governors of the Federal Reserve System or any Federal reserve bank during the current financial crisis, and for other purposes.",Federal Reserve Credit Facility Review Act of 2009
hr4791-105,105,1998-10-10,Law,Annuities|Collection of accounts|Damages|Government securities|Medical malpractice|Medical supplies|Products liability|Vaccines,To establish rules for the payment of damage awards for future losses in certain health care liability actions.,
s633-104,104,1995-03-28,Finance and Financial Sector,Administrative procedure|Bank accounts|Bank marketing|Bank records|Brokers|Consumer education|Consumer protection|Deceptive advertising|Deposit insurance|Fees|Government paperwork|Independent regulatory commissions|Information disclosure (Securities law)|Investments|Mutual funds|Names|Restrictive trade practices|Sales promotion|Securities and Exchange Commission|Securities industry|Securities regulation|Signs and symbols,"A bill to amend the Federal Deposit Insurance Act to provide certain consumer protections if a depository institution engages in the sale of nondeposit investment products, and for other purposes.",Bank Customer Confidentiality and Protection Act of 1995
hr4250-116,116,2019-09-09,Finance and Financial Sector,"Commodities markets|Financial services and investments|Social work, volunteer service, charitable organizations","To amend the Commodity Exchange Act to exempt certain charitable organizations from regulation as commodity pool operators, and for other purposes.",
hr2822-111,111,2009-06-11,Crime and Law Enforcement,"Crimes against property|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Department of Justice|District of Columbia|Evidence and witnesses|Fraud offenses and financial crimes|Government ethics and transparency, public corruption|Law enforcement officers|Organized crime",To help Federal prosecutors and investigators combat public corruption by strengthening and clarifying the law.,Public Corruption Prosecution Improvements Act
s209-113,113,2013-02-04,Finance and Financial Sector,"Accounting and auditing|Bank accounts, deposits, capital|Congressional oversight|Federal Reserve System|Government studies and investigations|Housing finance and home ownership","A bill to require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States, and for other purposes.",Federal Reserve Transparency Act of 2013
hr2387-109,109,2005-05-17,Finance and Financial Sector,Affiliated corporations|Bank records|Confidential communications|Financial institutions|Local laws|Professional ethics|Right of privacy|State laws,To provide an exemption from certain requirements under the Gramm-Leach-Bliley Act.,Privacy Protection Act of 2005
hr3140-109,109,2005-06-30,Finance and Financial Sector,Administrative procedure|Bank accounts|Bank records|Computer security measures|Confidential communications|Consumer credit|Consumer education|Consumer protection|Criminal investigation|Criminal justice information|Data banks|Department of the Treasury|Driver licenses|Electronic data interchange|Encryption|Federal Deposit Insurance Corporation|Federal Reserve System|Federal Trade Commission|Financial institutions|Financial statements|Fraud|Government paperwork|Identification devices|Identity theft|Independent regulatory commissions|Information services|National Credit Union Administration|Right of privacy|Securities and Exchange Commission|Security measures|Social security numbers|Standards|Telephone|Victims of crimes,"To expand the protections for sensitive personal information in Federal law to cover the information collection and sharing practices of unregulated information brokers, to enhance information security requirements for consumer reporting agencies and information brokers, and to require consumer reporting agencies, financial institutions, and other entities to notify consumers of data security breaches involving sensitive consumer information, and for other purposes.",Consumer Data Security and Notification Act of 2005
hr183-103,103,1993-01-05,Finance and Financial Sector,Arkansas|Bank holding companies|Community development corporations|Congressional delegations|Federal advisory bodies|Federal aid to community development|Federal incorporation|Federal-state relations|Illinois|Kentucky|Louisiana|Mississippi|Missouri|Presidential appointments|Regional economic development|South Central States|Tennessee,"To promote economic development in the Lower Mississippi Delta by establishing the Lower Mississippi Delta Development Financing Corporation, and for other purposes.",Lower Mississippi Delta Development Financing Corporation Act
s737-113,113,2013-04-16,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Credit and credit markets|Department of the Treasury|Economic performance and conditions|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial services and investments|Government studies and investigations|Housing finance and home ownership","A bill to require the Federal banking agencies to conduct a quantitative impact study on the cumulative effect of the Basel III framework devised by the Basel Committee on Banking Supervision before issuing final rules amending the agencies' general risk-based capital requirements for determining risk-weighted assets, as proposed in the Advanced Approaches Risk-Based Capital Rules Notice of Proposed Rulemaking, the Standardized Approach for Risk-Weighted Assets Notice of Proposed Rulemaking, and the Implementation of Basel III, Minimum Regulatory Capital Ratios Notice of Proposed Rulemaking issued in June 2012, and for other purposes.",Basel III Impact Study Act
s1896-107,107,2002-01-24,Finance and Financial Sector,Accounting|Accounting and auditing|Administrative procedure|Auditing|Auditing and auditors|Conflict of interests|Corporate collapse|Independent regulatory commissions|Information technology|Management audit|Management consultants|Marketing|Securities and Exchange Commission|Securities regulation,"A bill to prohibit accounting firms from providing management consulting services for the companies they audit and any other non-audit related services that could result in a potential conflict of interest or otherwise impair the independence of the auditor, and for other purposes.",Auditor Independence Act of 2002
