bill_id,congress_term,introduced_at,official_title,short_title,policy_area,subjects,category_ids,category_labels,summary,,is_related,bill_type,reason
hr4219-115,115,11/2/2017,To amend the Employee Retirement Income Security Act of 1974 to include a voluntary option for qualified flexible workplace arrangements.,Workflex in the 21st Century Act,Labor and Employment,Employee benefits and pensions|Employee leave|Employment discrimination and employee rights|Federal preemption|Labor-management relations|State and local government operations|Temporary and part-time employment,1,Wage Hour & Benefits,"Workflex in the 21st Century Act 

This bill amends the Employee Retirement Income Security Act of 1974 (ERISA) to establish a voluntary workflex option under which employers who provide flexible workplace arrangement plans that include a combination of paid leave and flexible work options are exempt from certain state and local laws regarding employee benefits.

A flexible workplace arrangement plan must provide all employees with a minimum amount of paid leave per year that ranges from 12-20 days, depending on the size of the employer and the tenure of the employee.

The plan must also provide employees that meet certain service requirements with at least one of the following flexible work options:

 a biweekly work program, a compressed work schedule, a telework program, a job sharing program, flexible scheduling, or predictable scheduling. The bill also specifies various requirements for paid leave and the flexible work options.",,True,other,"The bill establishes a voluntary compliance framework for private employers to offer flexible workplace arrangements, affecting employee benefits and work hours, and exempts them from certain state and local laws."
hr3820-115,115,9/25/2017,To permit occupational therapists to conduct the initial assessment visit and complete the comprehensive assessment under a Medicare home health plan of care for certain rehabilitation cases.,Medicare Home Health Flexibility Act of 2017,Health,"Allied health services|Hearing, speech, and vision care|Home and outpatient care|Medicare",1,Wage Hour & Benefits,"Medicare Home Health Flexibility Act of 2017

This bill establishes circumstances under which an occupational therapist may conduct an initial or comprehensive assessment for an individual who is eligible for home health services under Medicare. Specifically, an occupational therapist may conduct the assessment if the physician's referral order does not include skilled nursing care but does include: (1) occupational therapy, and (2) physical therapy or speech language pathology.",,False,,"The bill pertains to Medicare home health services and the role of occupational therapists, not private employer obligations on employee wages, hours, or benefits."
s2097-114,114,9/29/2015,A bill to amend title XIX of the Social Security Act to provide for payment for Medicaid services furnished by Ryan White part C grantees under a cost-based prospective payment system.,HIV Clinical Services Improvement Act,Health,HIV/AIDS|Health care quality|Health information and medical records|Health programs administration and funding|Home and outpatient care|Medicaid,1,Wage Hour & Benefits,"HIV Clinical Services Improvement Act

This bill amends title XIX (Medicaid) of the Social Security Act to require payment under the Medicaid program for services furnished by recipients of Ryan White Part C grants, which support comprehensive primary care in outpatient settings for individuals living with HIV.

Providers must be paid an amount equivalent to the prior average costs of providing these services. However, a state plan may establish an alternative payment methodology that: (1) is agreed to by the state and the grantee, and (2) results in payment to the grantee that at least equals the amount otherwise required to be paid to the grantee under the bill.

As a condition of receiving payment under the bill, a grantee shall be subject to specified quality management and reporting requirements.",,False,,"The bill pertains to Medicaid payment rates for services provided by Ryan White Part C grantees, which are healthcare providers, not private employers. It does not address private employer obligations on employee wages, hours, or benefits."
hr4151-110,110,11/9/2007,"To expand the public awareness of science, technology, engineering, and math and encourage Americans to study and enter those fields as a matter of strategic importance for the United States.",STEM Promotion Act of 2007,Education,Blacks|Elementary and secondary education|Elementary education|Engineering|Engineers|Higher education|Hispanic Americans|Indian education|Mathematics|Minorities|Minority education|Public service advertising|Recruiting of employees|Scientific education|Scientists|Secondary education|Teacher supply and demand|Teachers|Technical education|Women|Women's education,1,Wage Hour & Benefits,"STEM Promotion Act of 2007 - Authorizes the Secretary of Education to contract with successful advertising firms to implement a campaign to expand the population of qualified individuals in STEM (science, technology, engineering, and mathematics) fields by encouraging young Americans to enter those fields. Requires that such a campaign be designed to: (1) enhance the image of education and professions in the STEM fields and promote participation in such fields; (2) hold as a high priority making specific appeals to Latinos, Native Americans, African-Americans, and women in order to increase their numbers in STEM fields; and (3) include a narrowly focused effort to attract current professionals in STEM fields into teaching in elementary and secondary schools.",,False,,"The bill focuses on promoting STEM education and careers, not on private employer obligations related to employee wages, hours, or benefits."
hr2381-113,113,6/14/2013,"To provide for youth jobs, and for other purposes.",Youth Jobs Act,Labor and Employment,Adult education and literacy|Education of the disadvantaged|Employee hiring|Employment and training programs|Government trust funds|Performance measurement|State and local government operations|Temporary and part-time employment|Unemployment|Youth employment and child labor,1,Wage Hour & Benefits,"Youth Jobs Act - Establishes in the Treasury the Youth Jobs Fund, with an initial appropriation of $3 billion for FY2014.

Requires the Secretary of Labor to make certain Fund allocations to each state with an approved workforce investment system plan modification, other specified requests for funds, and Native American program grantees to provide summer and year-round employment opportunities to low-income youth.

Requires the Secretary to award allocations and competitive grants to local entities for work-based training and other work-related and educational strategies and activities of demonstrated effectiveness to provide unemployed, low-income young adults and low-income youths with skills that will lead to employment.

Subjects activities funded under this Act to federal labor standards and nondiscrimination protections.",,False,,"The bill primarily focuses on government-funded employment and training programs for youth, not on private employer obligations related to employee wages, hours, or benefits."
hr4798-107,107,5/22/2002,"To amend title 38, United States Code, to provide an increase in the maximum annual rates of pension payable to surviving spouses of veterans of a period of war, and for other purposes.",Widows of Wartime Veterans Assistance Act,Armed Forces and National Security,Cost of living adjustments|Medicaid|Survivors' benefits|Veterans' pensions|Welfare eligibility,1,Wage Hour & Benefits,Widows of Wartime Veterans Assistance Act - Increases the maximum annual rates of pensions for surviving spouses of veterans of a period of war. Amends the Social Security Act to require that the amount of such rate increases not be included in a surviving spouse's income for purposes of Medicaid (title XIX) eligibility.,,False,,"The bill pertains to increasing pensions for surviving spouses of veterans, which is a government obligation, not a private employer obligation."
hr531-112,112,2/8/2011,To amend the Public Health Service Act to direct the Secretary of Health and Human Services to establish a Frontline Providers Loan Repayment Program.,Access to Frontline Health Care Act of 2011,Health,Education programs funding|Health personnel|Health programs administration and funding|Medical education|Student aid and college costs,1,Wage Hour & Benefits,"Access to Frontline Health Care Act of 2011 - Amends the Public Health Service Act to direct the Secretary of Health and Human Services (HHS) to establish and carry out a Frontline Providers Loan Repayment Program under which the Secretary agrees to make student loan repayments in exchange for a health professional providing frontline care services for two years in a frontline care scarcity area. Defines ""frontline care services"" as health care services in the fields of general surgery, optometry, ophthalmology, chiropractic, physical therapy, audiology, speech language pathology, pharmacies, public health, podiatric medicine, dietetics, occupational therapy, general pediatrics, respiratory therapy, medical technology, otolaryngology, or radiologic technology.",,False,,"The bill establishes a loan repayment program for health professionals, which is not related to private employer obligations on employee wages, hours, or benefits."
hr3971-111,111,10/29/2009,"To amend the Internal Revenue Code of 1986 to expand the permissible use of health savings accounts to include health insurance payments and to increase the dollar limitation for contributions to health savings accounts, and for other purposes.",Health Savings Account Expansion Act of 2009,Taxation,Employee benefits and pensions|Health care costs and insurance|Income tax deductions|Income tax exclusion|Self-employed,1,Wage Hour & Benefits,"Health Savings Account Expansion Act of 2009 - Amends Internal Revenue Code provisions relating to health savings accounts (HSAs) to: (1) eliminate the high deductible health plan coverage requirement for HSA participants; (2) eliminate the prohibition against purchasing health insurance from an HSA; and (3) increase to $8,000 the maximum dollar amount of the tax deduction for payments to an HSA. Eliminates after 2009 the tax exclusions for employee benefits under an employer-provided accident or health plan and the tax deductions for the health insurance costs of self-employed individuals, for medical and dental expenses, and for employer payments for employee medical care.",,False,,"The bill primarily addresses tax provisions related to health savings accounts and does not directly involve private employer obligations on employee wages, hours, or benefits."
hr1067-111,111,2/13/2009,"To amend title II of the Social Security Act to allow workers who attain age 65 after 1981 and before 1992 to choose either lump sum payments over four years totalling $5,000 or an improved benefit computation formula under a new 10-year rule governing the transition to the changes in benefit computation rules enacted in the Social Security Amendments of 1977, and for other purposes.",Notch Fairness Act of 2009,Social Welfare,Social security and elderly assistance,1,Wage Hour & Benefits,"Notch Fairness Act of 2009 - Amends title II (Old Age, Survivors and Disability Insurance) (OASDI) of the Social Security Act to revise the formula for the computation of minimum Old Age Insurance benefits for individuals who reached age 65 in or after 1979, and to whom applies the 15-year transition period for the changes in benefit computation rules enacted in the Social Security Amendments of 1977. Sets forth a schedule of additional benefit increases for such beneficiaries (and related beneficiaries), with percentages declining from 55% to 5% and keyed to the year an individual became eligible for such benefits between 1979 and 1988. Allows such beneficiaries, in the alternative, to receive lump sum payments over four years totaling $5,000.",,False,,"The bill pertains to amendments in the Social Security Act affecting benefit computations for individuals, which is a public assistance program, not obligations owed by private employers."
hr2500-116,116,5/2/2019,"To authorize appropriations for fiscal year 2020 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes.",National Defense Authorization Act for Fiscal Year 2020,Armed Forces and National Security,"Administrative law and regulatory procedures|Administrative remedies|Advisory bodies|Air quality|Alternative and renewable resources|Arkansas|Armed Forces Retirement Home|Arms control and nonproliferation|Asia|Assault and harassment offenses|Aviation and airports|Blood and blood diseases|California|Caribbean area|Cemeteries and funerals|Chemical and biological weapons|Child care and development|Child health|Climate change and greenhouse gases|Conflicts and wars|Congressional oversight|Congressional tributes|Correctional facilities and imprisonment|Crime victims|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Defense Nuclear Facilities Safety Board|Defense spending|Department of Defense|Department of Energy|Department of Transportation|Department of Veterans Affairs|Diego Garcia|Diplomacy, foreign officials, Americans abroad|Disaster relief and insurance|Drug trafficking and controlled substances|Educational facilities and institutions|Electric power generation and transmission|Elementary and secondary education|Employee hiring|Employee performance|Employment discrimination and employee rights|Energy efficiency and conservation|Environmental assessment, monitoring, research|Evidence and witnesses|Executive agency funding and structure|Family planning and birth control|Federal-Indian relations|Fires|Floods and storm protection|Foreign language and bilingual programs|General Services Administration|Government employee pay, benefits, personnel management|Government ethics and transparency, public corruption|Government studies and investigations|Guam|Hazardous wastes and toxic substances|Health care costs and insurance|Health personnel|Higher education|Historic sites and heritage areas|Human rights|Immigration status and procedures|Indian lands and resources rights",1;12;24,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance","National Defense Authorization Act for Fiscal Year 2020

This bill authorizes FY2020 appropriations and sets forth policies for Department of Defense (DOD) programs and activities, including military personnel strengths. It does not provide budget authority, which is provided in subsequent appropriations legislation.

The bill authorizes appropriations to DOD for

 Procurement, including aircraft, weapons and tracked combat vehicles, shipbuilding and conversion, missiles, and space procurement; Research, Development, Test, and Evaluation; Operation and Maintenance; Working Capital Funds; Chemical Agents and Munitions Destruction; Drug Interdiction and Counter-Drug Activities; the Defense Inspector General; the Defense Health Program; the Armed Forces Retirement Home; Overseas Contingency Operations; and Military Construction. The bill authorizes the FY2020 personnel strength for active duty and reserve forces and sets forth policies regarding military personnel, acquisition policy and management, international programs, and National Guard and Reserve Forces facilities.

The bill also authorizes appropriations for base realignment and closure activities.",,False,,"The bill primarily involves appropriations and policies for military activities and personnel, which do not relate to private employer obligations on employee wages, hours, or benefits."
s2632-107,107,6/18/2002,"A bill to provide an equitable formula for computing the annuities of surviving spouses of members of the uniformed services who died entitled to retired or retainer pay but before the  Survivor Benefit Plan existed or applied to the members, and for other purposes.",Forgotten Widows' Benefit Equity Act of 2002,Armed Forces and National Security,Annuities|Military dependents|Military pensions|Survivors' benefits|Widowers|Widows|Women,1,Wage Hour & Benefits,"Forgotten Widows' Benefit Equity Act of 2002 - Amends the National Defense Authorization Act for Fiscal Year 1998 to increase the monthly annuity payable to the qualified (not remarried and not otherwise annuity-eligible) surviving spouse of each member of the armed forces who: (1) died before March 21, 1974, and was entitled to retired or retainer pay on the date of death; or (2) was a member of a reserve component before October 1, 1978, and at the time of death would have been entitled to retired pay but for being under 60 years of age. Makes such amount the higher of $186 or the amount computed under the Survivor Benefit Plan for surviving spouses of members who died before or after specified dates.",,False,,"The bill pertains to annuities for surviving spouses of military members, which involves government obligations rather than private employer obligations."
hr1850-110,110,3/29/2007,"To amend the Internal Revenue Code of 1986 to provide incentives for employer-provided employee housing assistance, and for other purposes.",Housing America's Workforce Act,Taxation,Congressional investigations|Corporation taxes|Cost of living adjustments|Employee benefit plans|Federal aid to housing|Government publicity|Home ownership|Housing finance|Housing subsidies|Income tax|Indexing (Economic policy)|Mortgages|Rent|Tax credits|Tax exclusion,1,Wage Hour & Benefits,"Housing America's Workforce Act - Amends the Internal Revenue Code to allow employers a business tax credit for up to 50 percent of the qualified housing expenses paid for the benefit of their employees. Defines ""qualified housing expenses"" to include homeownership assistance and rental assistance. Limits the amount of such credit to the lesser of $10,000 or six percent of an employee's home purchase price, or up to $2,000 for rental assistance. Excludes from employee gross income the value of employer-paid housing assistance.Authorizes the Secretary of Housing and Urban Development to award grants in FY2008-FY2010, on a competitive basis, to nonprofit housing organizations or local governments for certain costs, including operating costs and technical assistance costs, of employer-assisted housing programs. Requires the Secretary to establish a national clearinghouse, including a website, to provide information about employer-assisted housing programs to federal, state, and local governments and other interested entities. Directs the Comptroller General to conduct a national evaluation of employer-assisted housing programs and provide to the Secretary an interim report by January 1, 2011, and final report by December 31, 2012.",,True,tax_credit_introduction,"The bill introduces a new tax credit for employers who provide housing assistance to employees, which is a form of employee benefit."
s138-109,109,1/24/2005,A bill to make improvements to the microenterprise programs administered by the Small Business Administration.,SBA Microenterprise Improvements Act,Commerce,Business education|Congressional reporting requirements|Employee training|Entrepreneurs|Government and business|Government lending|Government paperwork|Grants-in-aid|Indian education|Minorities|Minority business enterprises|Nonprofit organizations|Performance measurement|Poverty|Small business|Subsidies|Women|Women in business,1,Wage Hour & Benefits,"SBA Microenterprise Improvements Act - Amends the Small Business Act to revise the Small Business Administration's (SBA's) microloan program (a program under which SBA loans and grants are made to intermediaries, who then make loans to small businesses and provide to borrowers technical assistance, such as managerial and strategic advice) to: (1) revise eligibility requirements for microloan intermediaries; (2) increase from $7,500 to $10,000 the microloan small loan limit; (3) increase from 25 to 30 the percentage of a microloan grant that an intermediary may use to contract-out the provision of technical assistance by a third party; (4) remove the requirement that intermediaries make only short-term loans to small businesses; (5) require an annual report from the SBA to Congress on microloan amounts transferred to cover administrative expenses of technical assistance grants; (6) require the Administrator to develop a subsidy microloan program model that is more accurate than the current model; and (7) increase from 25 to 30 the percentage of technical assistance that an intermediary may provide to potential (rather than actual) borrowers. Amends the Riegle Community Development and Regulatory Improvement Act of 1994 to revise the Program for Investment in Microentrepreneurs (PRIME), a program to provide SBA assistance for the benefit of disadvantaged entrepreneurs through grants to qualified organizations. Authorizes a qualified organization to use grants to provide training and technical assistance to disadvantaged Native American entrepreneurs and prospective entrepreneurs. Requires each organization receiving assistance under PRIME to: (1) submit an annual activities report to the SBA; and (2) collect data on individuals counseled or trained and related information. Extends through FY 2007 the authorization of appropriations for PRIME.",,False,,"The bill focuses on improving microenterprise programs administered by the Small Business Administration, which involves loans, grants, and technical assistance to small businesses, not private employer obligations on employee wages, hours, or benefits."
hr1656-115,115,3/21/2017,To amend the Internal Revenue Code of 1986 to provide incentives for employers to establish student loan repayment programs and to make contributions to qualified tuition programs on behalf of children of employees.,HELP for Students and Parents Act,Taxation,"Bank accounts, deposits, capital|Employee benefits and pensions|Higher education|Income tax credits|Income tax exclusion|Student aid and college costs",1,Wage Hour & Benefits,"Higher Education Loan Payments for Students and Parents Act or the HELP for Students and Parents Act 

This bill amends the Internal Revenue Code to expand the tax exclusion for employer-provided educational assistance programs to exclude from the gross income of an employee: (1) employer payments of principal or interest on loans for higher education expenses incurred by an employee, and (2) any qualified dependent 529 contributions made by the employer. (Under current law, the maximum exclusion for educational assistance programs is $5,250 per year.)

A ""qualified dependent 529 contribution"" is any amount contributed by an employer to a qualified tuition program the designated beneficiary of which is an employee's child who: (1) has not attained the age of 19 at the time of the contribution, or (2) is a student who has not attained the age of 24 at the time of the contribution.

The bill also allows a business tax credit for employer-provided higher education assistance, including: (1) 50% of the student loan repayment expenditures of the taxpayer for the year, and (2) 50% of the qualified dependent 529 contributions made by the taxpayer for the year. The amount taken into account for each expenditure with respect to any employee for any taxable year may not exceed $5,250.",,True,tax_credit_introduction,"The bill introduces a new tax credit for employers who provide higher education assistance, including student loan repayments and contributions to qualified tuition programs for employees' children, which relates to private employer obligations on employee benefits."
hr4032-107,107,3/20/2002,"To amend titles V and XIX of the Social Security Act and chapter 89 of title 5, United States Code, to provide coverage for domestic violence screening and treatment under the maternal and child health block grant program, the Medicaid Program, and the Federal employees health benefits program.",Domestic Violence Screening and Treatment Act of 2002,Health,Block grants|Family violence|Federal aid to maternal health services|Federal employees|Government employees' health insurance|Government paperwork|Health counseling|Health education|Maternal health services|Medicaid|Medical records|Medical screening|Pregnant women|Wife abuse|Women|Women's health,1,Wage Hour & Benefits,"Domestic Violence Screening and Treatment Act of 2002 - Amends title XIX (Medicaid) of the Social Security Act (SSA) to require that health benefits provided include coverage of domestic violence screening and treatment.Amends Federal civil service law to require the Office of Personal Management to require all contracted carriers of health coverage for Federal employees to include coverage for domestic violence screening and treatment services.Amends SSA title V (Maternal and Child Health Services) to require States to set aside a reasonable portion of maternal and child health services block grant funds to provide for domestic violence screening and treatment services. Authorizes the Secretary of Health and Human Services, with respect to such funds retained for certain projects, to provide preference to State applicants who include training of providers in how to screen for, and treat, domestic violence.Requires the Secretary to allot funds to States to provide for a separate program for domestic violence screening and treatment.",,False,,"The bill primarily involves amendments to Medicaid, maternal and child health block grants, and federal employee health benefits, which are government programs, not obligations owed by private employers."
hr1541-113,113,4/12/2013,"To establish limitations, for fiscal years 2013, 2014, and 2015 on the total amount in awards or other discretionary monetary payments which may be paid to any Federal employee.",Common Sense in Compensation Act,Government Operations and Politics,"Government employee pay, benefits, personnel management",1,Wage Hour & Benefits,"Common Sense in Compensation Act - Prohibits any discretionary monetary payment to an employee of a federal executive agency during the period beginning on the enactment of this Act and the close of FY2013, or during FY2014 or FY2015, to the extent that such payment would cause the employee's total covered compensation (i.e., basic pay and discretionary monetary payment) to exceed 105% of the total amount of such employees basic pay (before the application of any step-increase). Defines ""discretionary monetary payment"" as any award or other monetary payment and any step-increase.",,False,,"The bill pertains to limitations on discretionary monetary payments to federal employees, not private employer obligations on employee wages, hours, or benefits."
s3397-112,112,7/18/2012,"A bill to prohibit waivers relating to compliance with the work requirements for the program of block grants to States for temporary assistance for needy families, and for other purposes.",Preserving Work Requirements for Welfare Programs Act of 2012,Social Welfare,Administrative law and regulatory procedures|Department of Health and Human Services|Employment and training programs|Intergovernmental relations|Poverty and welfare assistance,1,Wage Hour & Benefits,"Preserving Work Requirements for Welfare Programs Act of 2012 - Prohibits the Secretary of Health and Human Services (HHS) from finalizing, implementing, enforcing, or otherwise taking any action to give effect to the Information Memorandum dated July 12, 2012 (Transmittal No. TANF-ACF-IM-2012-03), or to any administrative action relating to the same subject matter or that reflects the same or similar policies. Prohibits the Secretary also from authorizing, approving, modifying, or extending any experimental, pilot, or demonstration project under the Social Security Act (SSA) that: (1) waives compliance with mandatory work requirements of SSA title IV part A (Temporary Assistance for Needy Families) (TANF), or (2) authorizes an expenditure not otherwise allowable under a state TANF program with respect to compliance with such work requirements. Rescinds and nullifies any waiver relating to the subject matter of the Information Memorandum granted before the enactment of this Act.",,False,,"The bill focuses on prohibiting waivers related to work requirements for the Temporary Assistance for Needy Families (TANF) program, which is a public assistance program, not a private employer obligation."
s863-113,113,5/6/2013,"A bill to amend title 38, United States Code, to repeal time limitations on the eligibility for use of educational assistance under All-Volunteer Force Educational Assistance Program, to improve veterans education outreach, and for other purposes.",Veterans Back to School Act of 2013,Armed Forces and National Security,"Education programs funding|Higher education|Veterans' education, employment, rehabilitation",1,Wage Hour & Benefits,"Veterans Back to School Act of 2013 - Provides that an individual's entitlement to educational assistance under the all-volunteer force veterans' educational assistance program shall not end until 10 years after the individual begins using such benefit. (Under current law, there are several more stringent time limits on the use of such assistance.)

Requires the Secretary of Veterans Affairs (VA), under specified conditions, to fund offices of veterans affairs at eligible institutions of higher learning (institutions with at least 50 veteran-enrollees) for veterans' certification, outreach, recruitment, and special education programs. Limits payments to $15,000 per institution per fiscal year.

Directs the Secretary to annually collect information about exemplary veterans educational outreach programs, and to disseminate such information to other institutions offering such programs.",,False,,"The bill focuses on veterans' educational assistance and outreach, which are government benefits, not obligations owed by private employers to their employees."
s1637-114,114,6/18/2015,"A bill to promote permanent families for children, privacy and safety for unwed mothers, responsible fatherhood, and security for adoptive parents by establishing a National Responsible Father Registry and encouraging States to enter into agreements to contribute the information contained in the State's Responsible Father Registry to the National Responsible Father Registry, and for other purposes.",Protecting Adoption and Promoting Responsible Fatherhood Act of 2015,Families,"Adoption and foster care|Family relationships|Government information and archives|Marriage and family status|Separation, divorce, custody, support|State and local government operations",1,Wage Hour & Benefits,"Protecting Adoption and Promoting Responsible Fatherhood Act of 2015 

 Amends part B (Child and Family Services) of title IV of the Social Security Act to direct the Secretary of Health and Human Services to establish and maintain an automated National Responsible Father Registry.

Requires the Registry to: (1) contain specified kinds of information sufficient to identify a possible father, and (2) provide a mechanism for men to register such identifying information directly with the Registry.

Limits access to Registry information to eligible parties, including: (1) public and licensed private adoption or child placement agencies, (2) licensed attorneys representing a party in a planned or pending adoption or in the termination of rights of one or more possible fathers, (3) state agencies or entities responsible for the placement of children, and (4) state courts.

Directs the Secretary to establish a nationwide campaign designed to inform possible fathers, unwed mothers, possible adoptive parents, and eligible parties of the National Registry, the advantages of possible fathers registering either in the National Registry or State Responsible Father Registries, or both, the rights and responsibilities of such parties with regard to a proceeding, and the role of such Registries in a proceeding.

Directs the Secretary to use all reasonable efforts to encourage states to enter into agreements to establish automated State Responsible Father Registries and centers that make registration forms easily accessible to possible fathers.

Authorizes the Secretary to make a grant to a state to establish a State Registry or modify an existing one to meet the requirements of this Act.",,False,,"The bill focuses on establishing a National Responsible Father Registry and encouraging state participation, which pertains to family law and adoption processes, not private employer obligations on employee wages, hours, or benefits."
s20-109,109,1/24/2005,"A bill to expand access to preventive health care services that help reduce unintended pregnancy, reduce the number of abortions, and improve access to women's health care.",Prevention First Act,Health,AIDS (Disease)|Access to health care|Ambulatory care|Child development|Child health|Church and social problems|Civics education|Coinsurance|Community health services|Condoms|Congressional reporting requirements|Consumer discounts|Consumer education|Contraceptives|Discrimination in insurance|Discrimination in medical care|Drugs|Elementary and secondary education|Emergency medicine|Employee health benefits|Evaluation research (Social action programs)|Family planning and birth control|Federal aid to health facilities|Generic drugs|Government publicity|Grants-in-aid|Health education|Health insurance|Hospital care|Hospitals|Human immunodeficiency viruses|Immigrant health|Insurance companies|Language and languages|Marriage|Medicaid|Medical fees|Medically uninsured|Nonprofit organizations|Prescription pricing|Preventive medicine|Public service advertising|Rebates|Religion|School health programs|School-age child care|Service learning|Sex|Sex education|Sexual abstinence|Teenage pregnancy|Victims of crimes|Welfare eligibility|Women|Youth services,1;14;23,Wage Hour & Benefits;Consumer Protection;Healthcare Fraud & Compliance,"Prevention First Act - Title X Family Planning Services Act of 2005 - Authorizes appropriations for family planning services grants and contracts under the Public Health Service Act (PHSA). Family Planning State Empowerment Act - Amends title XIX (Medicaid) of the Social Security Act to allow States to provide family planning services and supplies to certain individuals not otherwise eligible for Medicaid. Equity in Prescription Insurance and Contraceptive Coverage Act - Amends the Employee Retirement Income Security Act of 1974 (ERISA) and PHSA to prohibit a group health plan, and a health insurance issuer providing group coverage, from excluding or restricting benefits in any way for prescription contraceptive drugs, devices, and outpatient services if the plan provides benefits for other outpatient prescription drugs, devices, or outpatient services. Amends PHSA to apply those prohibitions to coverage offered in the individual market. Emergency Contraception Education Act - Directs the Secretary of Health and Human Services to develop and disseminate information on emergency contraception to the public and to health care providers. Compassionate Assistance for Rape Emergencies Act - Requires hospitals, as a condition of receiving Federal funds, to offer and to provide, upon request, emergency contraception to victims of sexual assault. Preventing Teen Pregnancy Act - Amends PHSA to authorize the Secretary to award grants to public and private entities to establish or expand teenage pregnancy prevention programs. Truth in Contraception Act - Requires that any information concerning the use of a contraceptive provided through specified federally funded education programs be medically accurate and include health benefits and failure rates.",,True,enforcement,"The bill amends ERISA to prohibit group health plans from excluding contraceptive coverage, which directly affects private employer obligations regarding employee health benefits."
hr6162-112,112,7/19/2012,"To amend the Internal Revenue Code of 1986 to permit health plans without a deductible for prenatal, labor and delivery, and postpartum care to be treated as high deductible plans with respect to health savings accounts.",Ensuring Women's Access to Free-Market Healthcare Act of 2012,Taxation,Child health|Health care costs and insurance|Income tax deductions|Sex and reproductive health|Women's health,1,Wage Hour & Benefits,"Ensuring Women's Access to Free-Market Healthcare Act of 2012 - Amends the Internal Revenue Code, with respect to the tax treatment of health savings accounts (HSAs), to allow a health plan which does not have a deductible for prenatal, labor and delivery, and postpartum care to be treated as a high deductible health plan.",,False,,"The bill modifies tax treatment for health savings accounts related to health plans, but does not directly address private employer obligations on employee wages, hours, or benefits."
hr30-114,114,1/6/2015,To amend the Internal Revenue Code of 1986 to repeal the 30-hour threshold for classification as a full-time employee for purposes of the employer mandate in the Patient Protection and Affordable Care Act and replace it with 40 hours.,Save American Workers Act of 2015,Taxation,Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes,1,Wage Hour & Benefits,"(This measure has not been amended since it was introduced. The summary of that version is repeated here.)

Save American Workers Act of 2015 

This bill amends the Internal Revenue Code to change the definition of ""full-time employee"" for purposes of the employer mandate to provide minimum essential health care coverage under the Patient Protection and Affordable Care Act from an employee who is employed on average at least 30 hours of service a week to an employee who is employed on average at least 40 hours of service a week.",,True,enforcement,"The bill changes the definition of 'full-time employee' under the employer mandate of the Affordable Care Act, affecting private employer obligations to provide health care coverage."
s157-114,114,1/13/2015,A bill to repeal the medical device tax and the employer and individual responsibility requirements of the Patient Protection and Affordable Care Act.,No Obamacare Mandate Act,Health,"Business records|Comprehensive health care|Employee benefits and pensions|Government information and archives|Health care costs and insurance|Health care coverage and access|Health technology, devices, supplies|Sales and excise taxes|Wages and earnings",1,Wage Hour & Benefits,"No Obamacare Mandate Act 

This bill repeals provisions of the Patient Protection and Affordable Care Act that impose: (1) an excise tax on medical devices, (2) a requirement that individuals obtain minimum essential health care coverage, and (3) a penalty on large employers who fail to offer health care coverage to their eligible employees.",,True,enforcement,"The bill repeals the employer mandate under the ACA, which is an enforcement mechanism requiring large employers to provide health care coverage to employees, thus directly affecting private employer obligations on employee benefits."
s1467-115,115,6/28/2017,"A bill to require the Secretary of Veterans Affairs to award grants to establish, or expand upon, master's degree programs in orthotics and prosthetics, and for other purposes.",Wounded Warrior Workforce Enhancement Act,Armed Forces and National Security,"Allied health services|Congressional oversight|Disability and paralysis|Education programs funding|Educational facilities and institutions|Health technology, devices, supplies|Higher education|Medical education|Medical research|Military medicine|Research administration and funding|Teaching, teachers, curricula|Veterans' education, employment, rehabilitation|Veterans' medical care",1,Wage Hour & Benefits,"Wounded Warrior Workforce Enhancement Act

This bill directs the Department of Veterans Affairs (VA) to award grants to eligible institutions to: (1) establish a master's degree program in orthotics and prosthetics, or (2) expand upon an existing master's degree program in such area. The VA shall give grant priority to institutions that have entered into a partnership with a medical center administered by the VA or a facility administered by the Department of Defense. An ""eligible institution"" is an educational institution that is either accredited by the National Commission on Orthotic and Prosthetic Education or that demonstrates an ability to meet such accreditation requirements if it receives a grant.

The bill requires the VA to award a grant to an institution with orthotic and prosthetic research and education experience to: (1) establish the Center of Excellence in Orthotic and Prosthetic Education; and (2) improve orthotic and prosthetic outcomes for veterans, members of the Armed Forces, and civilians by conducting orthotic and prosthetic research.",,False,,"The bill focuses on grants for educational programs in orthotics and prosthetics, primarily benefiting veterans and military personnel, and does not address private employer obligations on employee wages, hours, or benefits."
