bill_id,congress_term,introduced_at,official_title,short_title,policy_area,subjects,category_ids,category_labels,bill_type,reason,summary,gpt_categories,gpt_bill_type,gpt_reason
hr2083-114,114,2015-04-29,"To amend title XVIII of the Social Security Act to provide for patient protection by establishing safe nurse staffing levels at certain Medicare providers, and for other purposes.",Registered Nurse Safe Staffing Act of 2015,Health,Employment discrimination and employee rights|Health care quality|Health information and medical records|Health personnel|Hospital care|Medicare|Nursing,1,Wage Hour & Benefits,enforcement,"The bill requires Medicare participating hospitals to implement safe nurse staffing plans and establishes penalties for violations, directly regulating private employer (hospital) conduct related to wage and benefit obligations and working conditions.","Registered Nurse Safe Staffing Act of 2015

 Amends title XVIII (Medicare) of the Social Security Act to require each Medicare participating hospital to implement a hospital-wide staffing plan for nursing services furnished in the hospital.

Requires the plan to require that an appropriate number of registered nurses provide direct patient care in each unit and on each shift of the hospital to ensure staffing levels that: (1) address the unique characteristics of the patients and hospital units; and (2) result in the delivery of safe, quality patient care consistent with specified requirements.

Requires each participating hospital to establish a hospital nurse staffing committee which shall implement such plan.

Specifies civil monetary and other penalties for violation of the requirements of this Act.

Sets forth whistleblower protections against discrimination and retaliation involving patients or employees of the hospital for their grievances, complaints, or involvement in investigations relating to such plan.",3;4,enforcement,"The bill enforces safe nurse staffing levels at Medicare providers, addressing workplace safety and labor relations through whistleblower protections against retaliation."
hr2745-108,108,2003-07-15,To amend the Internal Revenue Code of 1986 to require a sports franchise to provide for all of the games played by the franchise to be available for local television broadcasting in order to be subject to the presumption that 50 percent of the consideration in the sale or exchange of a sports franchise is allocable to player contracts.,Baseball Fan Protection Act,Taxation,Athletes|Capital gains tax|Government paperwork|Income tax|Labor contracts|Licenses|Metropolitan areas|Television broadcasting of sports|Television stations|Urban affairs|Valuation,1,Wage Hour & Benefits,enforcement,"The bill attempts to influence the conduct of sports franchises by tying a tax benefit (the presumption of a 50% allocation of value to player contracts) to whether they make games available for local television broadcasting, which indirectly relates to player compensation and labor contracts.","Baseball Fan Protection Act - Amends the Internal Revenue Code to revise provisions concerning the basis limitation for player contracts transferred in connection with the sale of a sports franchise to provide that when a sports franchise is sold, unless local television stations are given reasonable opportunity to purchase the right to broadcast the team's games before others are allowed to make bids, there shall be a presumption that the 50 percent allocation of value to player contracts shall be zero. Applies this Act to franchise sales or exchanges after December 31, 1999.",,,"The bill addresses tax provisions related to the sale of sports franchises and local broadcasting rights, which do not involve corporate misconduct or enforcement against private employers."
hr4497-113,113,2014-04-28,"To amend the Internal Revenue Code of 1986 to provide tax relief for damages relating to federally declared disasters during September 2013, and for other purposes.",,Taxation,"Business expenses|Charitable contributions|Disaster relief and insurance|Income tax deductions|Natural disasters|Social work, volunteer service, charitable organizations",1,Wage Hour & Benefits,tax_credit_introduction,"The bill provides tax deductions for disaster-related charitable contributions made by corporations, which can incentivize positive employer conduct related to employee welfare during and after disasters.","Amends the Internal Revenue Code, with respect to tax relief for federally-declared disasters, to: (1) allow the expensing of qualified disaster expenses (i.e., for removal of debris, demolition, and repair of business-related property) for a disaster occurring during September 2013; (2) allow individual taxpayers an increased tax deduction for charitable contributions made for relief efforts related to a federally-declared disaster which occurs after August 31, 2013, if such contributions are made by December 31, 2014; and (3) allow corporations an increased tax deduction for disaster-related charitable contributions.",,,"The bill provides tax relief related to disaster expenses and charitable contributions, which does not involve corporate misconduct or enforcement against private employers."
hr4349-109,109,2005-11-16,To require Medicare providers to disclose publicly staffing and performance in order to promote improved consumer information and choice.,Patient Safety Act of 2005,Health,Accreditation (Medical care)|Ambulatory care|Case mix (Medical care)|Clinics|Congressional reporting requirements|Consumer complaints|Consumer education|Disciplining of employees|Discrimination in employment|Dismissal of employees|Drug utilization|Electronic government information|Fines (Penalties)|Government paperwork|Government publicity|Hospital care|Hospital personnel|Hours of labor|Internet|Kidney diseases|Licenses|Medicaid|Medical records|Medical statistics|Medicare|Mortality|Nurses|Occupational health and safety|Paramedical personnel|Psychiatric hospitals|Quality of care|Rural health|Surgery|Ulcers|Urology|Web sites|Whistle blowing,1;2,Wage Hour & Benefits;Employment Discrimination,enforcement,"The bill requires Medicare providers to publicly disclose staffing and performance data and prohibits adverse employment actions against employees who report dangerous conditions, directly relating to employer wage/hour issues (hours of labor) and potential discrimination/retaliation for whistleblowing.","Patient Safety Act of 2005 - Requires any provider under the Medicare program (title XVIII of the Social Security Act ), as a condition of continued participation in such program, to make publicly available information regarding nurse staffing and patient outcomes as specified by the Secretary. Requires the public availability of data regarding complaints filed with the state agency, the Centers for Medicare & Medicaid Services, or an accrediting agency, compliance with the standards of which have been deemed to demonstrate Medicare participation compliance, and data regarding investigations and findings as a result of those complaints and the findings of scheduled inspection visits.Requires the Secretary to provide for the auditing of such information for accuracy as a part of the process of determining whether a provider is eligible for continued participation in the Medicare program. Amends SSA title XVIII and XIX (Medicaid) to provide for public disclosure of accurate data on nursing facility staffing. Creates a staffing quality measure for consumers to compare nursing facilities. Prohibits adverse employment actions by Medicare providers against their employees for notifying the provider, or any federal or state agency or accreditation agency, of conditions which are dangerous or potentially dangerous to patients.",3;4,enforcement,The bill addresses labor relations by prohibiting adverse employment actions against whistleblowers and workplace safety by requiring public disclosure of staffing and patient outcomes to ensure safe conditions.
s2323-112,112,2012-04-19,"An original bill making appropriations for Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2013, and for other purposes.","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2013",Economics and Public Finance,Appropriations|Atmospheric science and weather|Department of Commerce|Department of Justice|Executive Office of the President|Executive agency funding and structure|Law enforcement administration and funding|National Aeronautics and Space Administration|National Science Foundation|Space flight and exploration,1;3;12;22,"Wage Hour & Benefits;Labor Relations;Fraud, Corruption & Criminal Conduct;Government Contracting",enforcement,"The bill appropriates funds for the Department of Justice and Department of Commerce, which includes funding for enforcement of wage and hour laws (FLSA), WARN Act, and potentially fraud-related investigations (kickbacks, contract fraud) and False Claims Act enforcement against contractors.","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2013 - Makes appropriations for FY2013 for the Departments of Commerce and Justice, for science-related programs, and related agencies. Title I: Department of Commerce - Department of Commerce Appropriations Act, 2013 - Makes appropriations for the Department of Commerce for FY2013 for: (1) the International Trade Administration; (2) the Bureau of Industry and Security; (3) the Economic Development Administration; (4) the Minority Business Development Agency; (5) economic and statistical analysis programs; (6) the Bureau of the Census; (7) the National Telecommunications and Information Administration; (8) the United States Patent and Trademark Office (USPTO); (9) the National Institute of Standards and Technology (NIST), including for the Hollings Manufacturing Extension Partnership; (10) the National Oceanic and Atmospheric Administration (NOAA); and (11) departmental management, including for the Office of Inspector General and for the renovation and modernization of Department of Commerce facilities. (Sec. 105) Adopts by reference provisions of the Commerce, Justice, Science, and Related Agencies Appropriations Act, 2012 that: (1) set forth determinations that must be made by the Under Secretary of Commerce for Oceans and Atmosphere in order for NOAA to enter a contract for development of a major program (an activity approved to proceed to implementation that has an estimated life cycle cost of more than $250 million), and (2) require the Under Secretary to annually submit a Major Program Annual Report that includes such required information for the satellite development program for which NOAA proposes to expend funds in the subsequent year. Title II: Department of Justice - Department of Justice Appropriations Act, 2013 - Makes appropriations for the Department of Justice (DOJ) for FY2013 for: (1) general administration, including for the Office of Inspector General; (2) the United States Parole Commission; (3) legal activities, including for reimbursement from the Vaccine Injury Compensation Trust Fund for processing cases under the National Childhood Vaccine Injury Act of 1986, the Offices of the United States Attorneys, the United States Trustee Program, the Foreign Claims Settlement Commission, the Community Relations Service, and the Assets Forfeiture Fund; (4) the United States Marshals Service; (5) the National Security Division; (6) interagency crime and drug enforcement; (7) the Federal Bureau of Investigation (FBI); (8) the Drug Enforcement Administration (DEA); (9) the Bureau of Alcohol, Tobacco, Firearms, and Explosives (ATF); (10) the federal prison system, including for Federal Prison Industries, Incorporated; (11) the Office on Violence Against Women for violence against women prevention and prosecution programs, including for establishment of a national clearinghouse to provide training and technical assistance on issues relating to sexual assault of American Indian and Alaska Native women; (12) Office of Justice Programs, including the Edward Byrne Memorial Justice Assistance Grant Program, the State Criminal Alien Assistance Program, a border prosecutor initiative, the Capital Litigation Improvement Grant Program, an Edward Byrne Memorial criminal justice innovation program, the National Criminal History Improvement Program, and Paul Coverdell Forensic Sciences Improvement Grants; and (13) Community Oriented Policing Services (COPS program). (Sec. 202) Prohibits the use of funds to: (1) pay for an abortion, except where the life of the mother would be endangered if the fetus were carried to term, or in the case of rape; or (2) require any person to perform or facilitate an abortion. (Sec. 217) Prohibits the use of funds by a federal law enforcement officer to facilitate the transfer of an operable firearm to an individual known or suspected to be an agent of a drug cartel, unless U.S. law enforcement personnel continuously monitor or control the firearm at all times. Title III: Science - Science Appropriations Act, 2013 - Makes appropriations for FY2013 for: (1) the Office of Science and Technology Policy; (2) the National Aeronautics and Space Administration (NASA), including for operational satellite acquisition; and (3) the National Science Foundation (NSF), including for the Office of the National Science Board. Title IV: Related Agencies - Makes appropriations for FY2013 for: (1) the Commission on Civil Rights, (2) the Equal Employment Opportunity Commission (EEOC), (3) the International Trade Commission, (4) the Legal Services Corporation, (5) the Marine Mammal Commission; (6) the Office of the United States Trade Representative, and (7) the State Justice Institute. Title V: General Provisions - (Sec. 501) Sets forth requirements, restrictions, and limitations on the use of funds appropriated by this Act. (Sec. 506) Makes any person who mislabels a product sold in or shipped to the United States as ""Made in America"" ineligible to receive any contract or subcontract funded by this Act. (Sec. 509) Prohibits the use of funds to promote the sale or export of tobacco or tobacco products or to seek the removal by any foreign country of restrictions on marketing of such products, except for restrictions which are not applied equally to all tobacco products of the same type (Sec. 517) Prohibits the use of funds to: (1) support or justify the use of torture by any official or contract employee of the U.S. government; , or (2) authorize or issue a national security letter in contravention of specified statutes authorizing the FBI to issue national security letters. (Sec. 526) Rescinds specified amounts of unobligated balances available to DOJ for specified accounts. (Sec. 530) Prohibits the use of funds under this Act to: (1) transfer or release to or within the United States Khalid Sheikh Mohammed or any other detainee who is not a U.S. citizen or a member of the U.S. Armed Forces and who is or was held on or after June 24, 2009, at the U.S. Naval Station, Guantanamo Bay, Cuba, by the Department of Defense (DOD); or (2) construct, acquire, or modify any facility in the United States, its territories, or possessions to detain or imprison such a detainee. (Sec. 532) Prohibits the distribution of funds to the Association of Community Organizations for Reform Now (ACORN) or its subsidiaries. (Sec. 538) Prohibits the use of funds to pay the salaries or expenses of personnel to deny, or fail to act on, an application for the importation of any model of shotgun if: (1) all other legal requirements with respect to the proposed importation are met; and (2) no application for the importation of such model of shotgun, in the same configuration, had been denied by the Attorney General prior to January 1, 2011, on the basis that the shotgun was not particularly suitable for or readily adaptable to sporting purposes. (Sec. 541) Prohibits the use of funds to enter into a contract or agreement with, or to make a grant or loan to, any corporation that has any unpaid federal tax liability that has been assessed, for which all judicial and administrative remedies have been exhausted, and that is not being paid in a timely manner unless an agency has considered suspension or debarment of the corporation and made a determination that this further action is not necessary to protect the interests of the government.",,,"The bill is an appropriations act for various government departments and agencies, and does not address private employer conduct or corporate misconduct enforcement."
hr2686-112,112,2011-07-28,"To amend part A of title IV of the Social Security Act to exclude child care from the determination of the 5-year limit on assistance under the temporary assistance for needy families program, and for other purposes.",Children First Act of 2011,Social Welfare,Appropriations|Business records|Child care and development|Child health|Child safety and welfare|Employment and training programs|Poverty and welfare assistance|State and local government operations,1,Wage Hour & Benefits,enforcement,"The bill excludes child care assistance from the five-year limit on TANF assistance and increases funding for child care, which relates to employer-provided benefits and potentially impacts employer obligations related to employee support.","Children First Act of 2011 - Amends part A (Temporary Assistance for Needy Families) (TANF) of the Social Security Act (SSA) to: (1) exclude child care assistance from the determination of the five-year limit on assistance under TANF, and (2) increase funding for child care. Requires the plans submitted to the Secretary of Health and Human Services (HHS) by eligible states to contain provisions for certification of procedures to ensure that child care providers comply with applicable state or local health and safety standards. Increases from 6 to 13 the maximum age allowed of a child under the care of a single custodial parent or other individual with custody who will not be subject to a reduction or termination of TANF assistance as a result of a refusal of the individual to engage in work. Subjects to the individual and case data reporting requirements of the Child Care and Development Block Grant Act of 1990 any TANF funds expended for child care, whether or not transferred to that Act, and exempts such funds from SSA reporting requirements.",,,"The bill addresses modifications to the TANF program and child care funding, which are government benefit programs and do not involve private employer obligations or corporate misconduct."
hr4259-111,111,2009-12-10,"To facilitate foreign investment by permanently reauthorizing the EB-5 regional center program, and for other purposes.",Employment Benefit Act,Immigration,Business investment and capital|Employment and training programs|Government studies and investigations|Immigration status and procedures|U.S. and foreign investments|User charges and fees|Visas and passports,1,Wage Hour & Benefits,enforcement,"The bill permanently reauthorizes the EB-5 regional center program, which involves investment requirements and potential impacts on employment, and expands eligibility criteria, directly relating to employer conduct and obligations under immigration law.","Employment Benefit Act - Amends the Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 1993 to: (1) make the alien investor visa (EB-5) regional center program permanent; (2) establish a $2,500 regional center designation fee; and (3) increase visa set-asides for such program. Amends the Immigration and Nationality Act regarding EB-5 provisions to: (1) establish a $2,500 premium processing fee; (2) establish in the Treasury the Immigrant Entrepreneur Regional Account Center; (3) permit concurrent filing for EB-5 petitions and status adjustment applications; (4) expand the definition of ""targeted employment area"" for purposes of visa set-asides; and (5) expand EB-5 eligibility to include investors who have completed investment agreements with a qualified venture capital operating company or with an ""angel investor"" (U.S. citizen- or permanent resident-owned entity or an entity that has made specified commercial enterprise investments).",,,"The bill focuses on immigration and investment procedures related to the EB-5 visa program, which does not involve enforcement against corporate misconduct or private employer obligations."
s1623-113,113,2013-10-30,A bill to amend the Fair Labor Standards Act of 1938 to provide compensatory time for employees in the private sector.,Working Families Flexibility Act of 2013,Labor and Employment,Administrative remedies|Civil actions and liability|Congressional oversight|Department of Labor|Employee leave|Employment discrimination and employee rights|Government studies and investigations|Labor standards|Labor-management relations|Wages and earnings,1,Wage Hour & Benefits,enforcement,"The bill directly relates to the FLSA and modifies the rules surrounding compensatory time off for private sector employees, affecting employer wage and hour obligations.","Working Families Flexibility Act of 2013 - Amends the Fair Labor Standards Act of 1938 to authorize private employers to provide compensatory time off to private employees at a rate of 1 1/2 hours per hour of employment for which overtime compensation is required. Authorizes an employer to provide compensatory time only if it is in accordance with an applicable collective bargaining agreement or, in the absence of such an agreement, an agreement between the employer and employee.

Prohibits an employee from accruing more than 160 hours of compensatory time. Requires an employee's employer to provide monetary compensation, after the end of a calendar year, for any unused compensatory time off accrued during the preceding year.

Requires an employer to give employees 30-day notice before discontinuing compensatory time off.

Prohibits an employer from intimidating, threatening, or coercing an employee in order to: (1) interfere with the employee's right to request or not to request compensatory time off in lieu of payment of monetary overtime compensation, or (2) require an employee to use such compensatory time.

Makes an employer who violates such requirements liable to the affected employee in the amount of the compensation rate for each hour of compensatory time accrued, plus an additional equal amount as liquidated damages, reduced for each hour of compensatory time used.

Directs the Comptroller General (GAO) to report to Congress every three years on: (1) the extent to which employers provide compensatory time off and employees opt to receive it; (2) the number of complaints filed by an employee with the Secretary of Labor alleging a violation of the requirements as well as enforcement actions commenced by the Secretary on behalf of an aggrieved employee; (3) the disposition of such complaints and actions; and (4) any unpaid wages, damages, penalties, injunctive relief, or other remedies sought by the Secretary in connection with such actions.",1,enforcement,"The bill amends the Fair Labor Standards Act to regulate private employer conduct regarding compensatory time off, directly affecting wage and hour obligations."
hr1691-107,107,2001-05-02,To amend the Service Contract Act of 1965 to provide for the responsibility in certain cases of a parent corporation of a Federal contractor to provide health care benefits to retired employees of the contractor if the contractor fails to provide such benefits.,Service Contract Health Security Act,Government Operations and Politics,Collective bargaining agreements|Government contractors|Government service contracts|Retiree health benefits|Subsidiary corporations,1;3,Wage Hour & Benefits;Labor Relations,enforcement,"The bill directly relates to employer obligations regarding retiree health benefits under service contracts and collective bargaining agreements, impacting private employer wage and benefit conduct.","Service Contract Health Security Act - Amends the Service Contract Act of 1965 to require to be included within service contract labor standards a provision specifying that if the contract or applicable collective bargaining agreement required that the contractor provide health care to contractor employees performing work under the contract and the employees retired before the contract was terminated, the parent corporation shall be responsible providing such health care coverage to such retired employees if the contractor fails to do so.",1,enforcement,"The bill enforces private employer obligations by holding parent corporations responsible for providing health care benefits to retired employees if the contractor fails to do so, aligning with wage hour and benefits misconduct."
hr351-109,109,2005-01-25,To repeal the sunset on the increased assistance pursuant to the dependent care tax credit provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001 and to make the credit refundable.,,Taxation,Adult day care|Caregivers|Costs|Day care|Disabled|Income tax|Married people|Sunset legislation|Tax credits|Tax refunds,1,Wage Hour & Benefits,tax_credit_introduction,"The bill makes the dependent care tax credit permanent and refundable, which relates to private employer wage and benefit conduct by incentivizing assistance with childcare expenses.",Amends the Economic Growth and Tax Relief Reconciliation Act of 2001 to make permanent the increases in assistance pursuant to the dependent care tax credit. Amends the Internal Revenue Code to make such credit refundable.,,,"The bill addresses tax credits for dependent care, which does not relate to corporate misconduct or private employer obligations."
hr6409-112,112,2012-09-13,To streamline the administration of whistleblower protections for private sector employees.,Private Sector Whistleblower Protection Streamlining Act of 2012,Labor and Employment,"Administrative remedies|Alternative dispute resolution, mediation, arbitration|Civil actions and liability|Congressional oversight|Department of Labor|Employment discrimination and employee rights|Evidence and witnesses|Executive agency funding and structure|Government studies and investigations|Judicial review and appeals|Right of privacy|Worker safety and health",1;3,Wage Hour & Benefits;Labor Relations,enforcement,"The bill strengthens protections for private sector employees who report violations of federal law, directly impacting employer conduct related to retaliation and discrimination, and potentially implicating FLSA, OSHA, and Sarbanes-Oxley Act-related issues.","Private Sector Whistleblower Protection Streamlining Act of 2012 - Sets forth whistleblower protections for private sector, state, and municipal employees who are retaliated or discriminated against by an employer for disclosing threats to public safety or violations of federal law. Authorizes a whistleblower who has been discharged or discriminated against by an employer to seek appropriate relief either by: (1) filing a complaint with the Secretary of Labor; or (2) bringing an action at law or equity in the appropriate U.S. district court. Prohibits restrictions on whistleblowing and relief provided under this Act. Establishes the Whistleblower Protection Office in the Department of Labor. Makes conforming whistleblower amendments to the Occupational Safety and Health Act, the Federal Mine Safety and Health Act of 1977, the federal criminal code with respect to the Sarbanes-Oxley Act of 2002, and the Energy Reorganization Act of 1974. Establishes in the Department of Labor an Administrative Review Board with jurisdiction and authority to decide appeals from administrative decisions and issue final agency decisions on behalf of the Secretary. Declares that this Board supersedes the one established by the Secretary pursuant to an administrative order.",3,enforcement,"The bill strengthens whistleblower protections for private sector employees, addressing employer retaliation against whistleblowers, which relates to labor relations and unfair labor practices."
s15-107,107,2002-11-20,"A bill to amend the Foreign Assistance Act of 1961 to increase assistance for foreign countries seriously affected by HIV/AIDS, tuberculosis, and malaria, and for other purposes.","United States Leadership Against HIV/AIDS, Tuberculosis,  and Malaria Act of 2002",International Affairs,AIDS (Disease)|Access to health care|Advice and consent of the Senate|Africa (Sub-Saharan)|Ambassadors|American economic assistance|American investments|American technical assistance|Americans employed in foreign countries|Authorization|Blood banks|Business and social problems|Business ethics|Caregivers|Case management|Child health|Child nutrition|Church and social problems|Citizen participation|Clinical trials|Clinics|Collection of accounts|Communicable diseases|Communication in medicine|Community health services|Community organization|Condoms|Congress and foreign policy|Congressional reporting requirements|Contraceptives|Corporate accountability|Credit|Crimes against women|Debt agreements|Debt relief|Department of State|Developing countries|Disciplining of employees|Discrimination in employment|Displaced persons|Drug therapy|Drugs|Elementary and secondary education|Employee rights|Employee training|Environmental degradation|Epidemics|Epidemiology|Executive reorganization|Exports|Federal aid to medical education|Federal employees|Government liability (International law)|Government spending|Government trust funds|Guardian and ward|HIV-positive persons|Health counseling|Health education|Health services administration|Health surveys|Higher education|Hospices (Terminal care)|Human behavior|Human immunodeficiency viruses|Human rights,1;12,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct",enforcement,"The bill sets forth principles for U.S. firms operating in countries affected by the HIV/AIDS pandemic, which could relate to corporate accountability and ethical conduct, and it addresses the potential for exploitation of vulnerable populations, which falls under fraud and corruption concerns.","United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2002 - Requires the President to establish a comprehensive, integrated, five-year strategy to combat the global spread of HIV and AIDS.Requires the U.S. Agency for International Development (USAID) to develop a comprehensive plan to empower women to protect themselves against the spread of HIV/AIDS.Establishes within the Department of State a presidentially appointed Coordinator of United States Government Activities to Combat HIV/AIDS Globally.Authorizes the United States to participate in the Global Fund to Fight AIDS, Tuberculosis, and Malaria, and increases financial assistance for vaccine contributions.Authorizes the President to provide assistance and coordination between international organizations for the global prevention, treatment, monitoring, and control of HIV/AIDS, tuberculosis, and malaria.Requires the President to establish a program to demonstrate the feasibility of facilitating services of American health care professionals in sub-Saharan Africa and other parts of the world severely affected by HIV/AIDS, tuberculosis, and malaria.Requires the President, acting through the Administrator of USAID, to establish a program of assistance that would demonstrate the feasibility of providing care and treatment to orphans, other children, and young people affected by HIV/AIDS in foreign countries.Sets forth principles for U.S. firms operating in countries affected by the HIV/AIDS pandemic.",,,"The bill focuses on international assistance and health strategies for combating HIV/AIDS, tuberculosis, and malaria, without addressing corporate misconduct or enforcement against private employers."
s2461-113,113,2014-06-11,"A bill to amend title XXI of the Social Security Act to extend and improve the Children's Health Insurance Program, and for other purposes.",CHIP Extension Act of 2014,Health,"Adoption and foster care|Advisory bodies|Appropriations|Child health|Congressional oversight|Dental care|Disability and paralysis|Employee benefits and pensions|Foreign language and bilingual programs|Government employee pay, benefits, personnel management|Government trust funds|Health care costs and insurance|Health care coverage and access|Health care quality|Health information and medical records|Health programs administration and funding|Health promotion and preventive care|Immunology and vaccination|Juvenile crime and gang violence|Medicaid|Medical tests and diagnostic methods|Performance measurement|Poverty and welfare assistance|State and local government operations|Women's health",1,Wage Hour & Benefits,enforcement,"The bill revises and extends the Children's Health Insurance Program (CHIP), which involves state plans and requirements for enrollment and retention of children, directly relating to employer-provided benefits and potential obligations to cover dependents.","CHIP Extension Act of 2014 - Revises and extends through FY2019 at generally increased levels the program under title XXI (State Children's Health Insurance) (CHIP) of the Social Security Act (SSA), and adjusts CHIP allotment requirements accordingly, including the rebasing and growth factor update rules for computing state allotments.

Sets forth new requirements for the enrollment and retention of children for fiscal years after FY2014. Establishes in the Treasury the CHIP Shortfall Fund, which shall be available without further appropriations for payments to shortfall states whose projected CHIP expenditures for the fiscal year will exceed a specified amount.

Gives states the option to increase up to 26 the upper age limit for CHIP-eligible children with special health care needs.

Requires a state to establish procedures to eliminate gaps in coverage and to assist a child's and pregnant woman's transition: (1)  from coverage under the state plan under SSA title XIX (Medicaid) or the state CHIP plan to coverage under a qualified health plan offered through an Exchange, and (2) from coverage under a qualified health plan to coverage under a state Medicaid or CHIP plan.

Directs the Secretary to develop comparability standards with respect to affordability, benefits, and network adequacy which qualified health plans offered by a state-established Exchange must meet to be certified for such transitions.

Amends the Internal Revenue Code, with respect to minimum essential coverage for a targeted pregnant low-income woman under CHIP, to exclude from such coverage, at a woman's option, pregnancy-related assistance.

Provides automaticenrollment under CHIP for newborns.

Amends SSA title XIX (Medicaid) to give states the option to extend express lane eligibility to pregnant women.

Makes permanent the express lane option and the CHIP outreach and enrollment grant program.

Requires a national campaign to increase enrollment in CHIP or Medicaid of children from families that speak a language other than English.

Limits to 5% of family income the total annual aggregate amount of any premium, enrollment fee, deduction or other cost sharing imposed under a Medicaid plan with respect to individuals and their families..

Amends SSA title XXI to prohibit cost-sharing for pregnancy-related assistance. Imposes under CHIP a certain limit on cost-sharing for dental-only supplemental coverage.

Amends SSA titles XIX and XXI to cover preventive services for children or pregnant women without cost-sharing.

Amends SSA title XIX to cover newly approved vaccines within 30 days after the Advisory Committee on Immunization Practices approves them.

Treats CHIP-eligible children as federally vaccine-eligible children.

Makes permanent the program for the distribution of pediatric vaccines.

Amends SSA title XI to extend the pediatric quality measures program. Requires the Secretary to establish a program to continue and enhance pediatric quality measures program centers of excellence.

Revises requirements for initial core measures.

Directs the Secretary to convene a panel of health experts to establish priorities and goals for child health as recommended in a specified report by the Institute of Medicine.

Modifies and extends the Demonstration Projects for Improving the Quality of Children's Health Care and the Use of Health Information Technology.

Extends funding for Childhood Obesity Demonstration Projects and maternal, infant, and early childhood home visiting programs.

Directs the Comptroller General (GAO) to study each state in which individuals eligible for Medicaid or CHIP are provided such assistance through enrollment in a qualified health plan or employer-sponsored insurance.",,,"The bill primarily addresses the extension and improvement of the Children's Health Insurance Program (CHIP), which is a government-administered health program, and does not involve private employer obligations or corporate misconduct."
s1781-112,112,2011-11-02,"A bill to amend the Internal Revenue Code of 1986 to exclude from gross income amounts received on account of claims based on certain unlawful discrimination and to allow income averaging for backpay and frontpay awards received on account of such claims, and for other purposes.",Civil Rights Tax Relief Act of 2011,Taxation,"Civil actions and liability|Employment discrimination and employee rights|Income tax exclusion|Tax administration and collection, taxpayers|Wages and earnings",1;2,Wage Hour & Benefits;Employment Discrimination,tax_credit_introduction,"The bill allows an income exclusion and income averaging for amounts received on account of unlawful discrimination claims, effectively providing a tax benefit related to settlements or judgments in employment discrimination cases and relating to employer conduct covered by category 1 and 2.","Civil Rights Tax Relief Act of 2011 - Amends the Internal Revenue Code to allow: (1) an exclusion from gross income for amounts received on account of an unlawful discrimination claim, (2) income averaging for backpay and frontpay amounts received from such claims, and (3) an exemption from the alternative minimum tax (AMT) for any tax benefit resulting from the income averaging of amounts received from an unlawful discrimination claim.",2,tax_credit_introduction,"The bill introduces tax relief measures for individuals receiving compensation from employment discrimination claims, indirectly incentivizing employers to avoid discriminatory practices."
hr1312-112,112,2011-04-01,"To amend the Internal Revenue Code of 1986 to allow an increased work opportunity credit with respect to recent veterans, and for other purposes.",Jobs for Veterans Act of 2011,Armed Forces and National Security,"Income tax credits|Veterans' education, employment, rehabilitation",1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces an increased work opportunity tax credit for hiring recent veterans, incentivizing private employers to hire from a specific group and thus relating to employer wage/benefit conduct.","Jobs for Veterans Act of 2011 - Amends the Internal Revenue Code to allow an increased work opportunity tax credit for the hiring in 2011 or 2012 of veterans discharged or released from active military duty after September 11, 2001. Reduces amounts authorized to be appropriated to the Department of Veterans Affairs for general administration in FY2011 and FY2012 to offset the cost of the increased credit allowed by this Act.",2,tax_credit_introduction,"Introduces an increased Work Opportunity Tax Credit for hiring veterans, incentivizing employers to hire from a protected group, aligning with Employment Discrimination category."
hr6304-109,109,2006-09-29,To amend title II of the Social Security Act to provide that the eligibility requirement for disability insurance benefits under which an individual must have 20 quarters of Social Security coverage in the 40 quarters preceding a disability shall not be applicable in the case of a disabled individual suffering from a covered terminal disease.,Claire Collier Social Security Disability Insurance Fairness Act,Social Welfare,"Disabled|Nervous system diseases|Old age, survivors and disability insurance|Terminally ill",1,Wage Hour & Benefits,enforcement,"The bill modifies eligibility requirements for Social Security Disability Insurance benefits, which relates to employer contributions and employee coverage under the Social Security system, and therefore affects a private employer obligation.","Claire Collier Social Security Disability Insurance Fairness Act - Amends title II (Old Age, Survivors and Disability Insurance) of the Social Security Act to provide that the eligibility requirement for disability insurance benefits under which an individual must have 20 quarters of Social Security coverage in the 40 quarters preceding a disability shall not apply in the case of a disabled individual suffering from a covered terminal disease.",,,"The bill modifies eligibility requirements for Social Security disability insurance benefits, which is a government benefit program, not related to private employer obligations or corporate misconduct."
