unique_id,primary_offense_new
3702603,oil or gas drilling violation
7708249,water pollution violation
7708250,water pollution violation
7708251,water pollution violation
7711439,environmental violation
3666537,solid waste violation
7693646,environmental violation
7695518,hazardous waste violation
7701362,environmental violation
3678901,water pollution violation
7697633,environmental violation
7712463,air pollution violation
7711125,environmental violation
7711134,environmental violation
3189869,environmental violation
7709366,pesticide violation
7709664,pesticide violation
7708446,water pollution violation
6796997,underground storage tank violation
7709395,water pollution violation
7711369,water pollution violation
3666803,environmental violation
3658284,environmental violation
7702664,environmental violation
7704204,hazardous waste violation
3673099,water pollution violation
3658167,environmental violation
7693214,air pollution violation
4198153,air pollution violation
3667276,underground storage tank violation
3678287,water pollution violation
3680071,hazardous waste violation
7702225,environmental violation
7708484,air pollution violation
7705445,water pollution violation
7705758,oil spill
3666834,air pollution violation
3702537,oil or gas drilling violation
7703148,air pollution violation
7702353,air pollution violation
7704796,water pollution violation
7706209,environmental violation
7698182,water pollution violation
3658014,environmental violation
7705872,drinking water violation
7704618,drinking water violation
7702858,oil spill
7698325,water pollution violation
7708297,drinking water violation
7708370,drinking water violation
3702032,oil or gas drilling violation
3701805,oil or gas drilling violation
3687200,solid waste violation
7706450,air pollution violation
7699203,water pollution violation
7711010,pesticide violation
7706385,pesticide violation
7709598,environmental violation
7711468,water pollution violation
3679962,water pollution violation
3679665,water pollution violation
3691175,water pollution violation
7710577,water pollution violation
7710042,water pollution violation
6216889,water pollution violation
7698821,water pollution violation
3657864,oil spill
7700031,pesticide violation
7694086,environmental violation
3701572,oil or gas drilling violation
7709364,hazardous waste violation
7693958,environmental violation
3702775,oil or gas drilling violation
7708548,water pollution violation
7706592,water pollution violation
7704043,environmental violation
3702386,oil or gas drilling violation
3687124,hazardous waste violation
7695549,asbestos violation
3658421,water pollution violation
7711685,pesticide violation
7695985,PCB violation
7695586,environmental violation
3701676,oil or gas drilling violation
3701677,oil or gas drilling violation
3701934,oil or gas drilling violation
7693074,water pollution violation
7712099,environmental violation
7710602,water pollution violation
7700194,water pollution violation
7701683,hazardous waste violation
7703124,drinking water violation
7708366,air pollution violation
7710757,water pollution violation
7708289,drinking water violation
3665981,water pollution violation
7697275,hazardous waste violation
3658589,water pollution violation
3702172,oil or gas drilling violation
3702173,oil or gas drilling violation
3702282,oil or gas drilling violation
7692483,lead violation
3678181,radioactive waste violation
3678327,radioactive waste violation
7701959,hazardous waste violation
7696637,environmental violation
3678491,radioactive waste violation
7696357,hazardous waste violation
3702509,oil or gas drilling violation
3678163,radioactive waste violation
7700380,lead violation
7702968,air pollution violation
7704410,water pollution violation
7710168,air pollution violation
3701843,oil or gas drilling violation
3664865,water pollution violation
3667726,solid waste violation
3667660,water pollution violation
7703527,air pollution violation
4199708,solid waste violation
3666573,air pollution violation
3701345,oil or gas drilling violation
3701573,oil or gas drilling violation
3701574,oil or gas drilling violation
3701872,oil or gas drilling violation
3702063,oil or gas drilling violation
3702219,oil or gas drilling violation
7696064,underground storage tank violation
7698707,water pollution violation
3702949,oil or gas drilling violation
7706404,oil spill
3702879,oil or gas drilling violation
3702974,oil or gas drilling violation
7697648,drinking water violation
7712100,environmental violation
7693622,hazardous waste violation
7694029,hazardous waste violation
3678520,radioactive waste violation
7702787,pesticide violation
7711569,environmental violation
3673695,water pollution violation
3665875,solid waste violation
3189928,drinking water violation
7701128,pesticide violation
7700932,water pollution violation
7693288,environmental violation
7701385,environmental violation
7692605,water pollution violation
7082089,hazardous waste violation
7695351,hazardous waste violation
3691549,underground storage tank violation
3705275,water pollution violation
7706990,pesticide violation
7696889,water pollution violation
7703335,air pollution violation
7709087,environmental violation
7697768,environmental violation
7702074,animal feeding operation violation
3691342,environmental violation
7699070,drinking water violation
3678257,radioactive waste violation
7698132,environmental violation
7702359,environmental violation
7697711,environmental violation
7694248,water pollution violation
7706618,water pollution violation
7697661,environmental violation
7697882,lead violation
3964747,water pollution violation
7705219,water pollution violation
7704975,air pollution violation
3680943,mining environmental violation
207997,water pollution violation
7703200,environmental violation
3668032,water pollution violation
7706654,water pollution violation
7704258,water pollution violation
7699268,environmental violation
3681776,water pollution violation
7699159,lead violation
7696781,environmental violation
7696876,air pollution violation
7709352,drinking water violation
7696822,water pollution violation
7696671,water pollution violation
7694553,air pollution violation
3688767,environmental violation
7692446,lead violation
7705766,water pollution violation
3645057,air pollution violation
3678275,air pollution violation
3681964,water pollution violation
7704334,oil spill
3679406,water pollution violation
7706662,water pollution violation
7711140,pesticide violation
3680181,water pollution violation
7703933,hazardous waste violation
7697543,pesticide violation
7702312,water pollution violation
7695175,PCB violation
7711893,air pollution violation
7693691,water pollution violation
7711641,environmental violation
7692760,water pollution violation
7692932,water pollution violation
7706817,water pollution violation
7707952,environmental violation
3667639,water pollution violation
7709028,environmental violation
7697683,environmental violation
7710356,pesticide violation
6484213,pesticide violation
3667247,underground storage tank violation
7707242,lead violation
7692951,lead violation
7712361,air pollution violation
7708549,water pollution violation
7705043,hazardous waste violation
7708035,oil spill
7704381,water pollution violation
3701844,oil or gas drilling violation
3701962,oil or gas drilling violation
7697840,air pollution violation
7710199,drinking water violation
7703319,air pollution violation
7082119,environmental violation
7711666,pesticide violation
3673156,water pollution violation
7703490,pesticide violation
7709029,environmental violation
7709329,pesticide violation
7701977,environmental violation
7710143,air pollution violation
7697453,pesticide violation
7696122,pesticide violation
7705912,hazardous waste violation
7696856,water pollution violation
3678262,air pollution violation
3668263,underground storage tank violation
7706745,environmental violation
7706900,pesticide violation
3688296,environmental violation
3688764,environmental violation
7696285,hazardous waste violation
3674170,underground storage tank violation
7705838,pesticide violation
7709952,pesticide violation
7711628,water pollution violation
5951521,air pollution violation
6484082,air pollution violation
3658412,environmental violation
7704080,water pollution violation
3703087,water pollution violation
3682324,water pollution violation
7709955,hazardous waste violation
7709015,water pollution violation
3701095,oil or gas drilling violation
7707336,air pollution violation
7711882,air pollution violation
7697218,underground storage tank violation
3687393,water pollution violation
7703407,water pollution violation
7693093,air pollution violation
7700853,environmental violation
7706677,air pollution violation
3681716,water pollution violation
3681754,water pollution violation
3681885,water pollution violation
3682143,water pollution violation
3682183,water pollution violation
7694165,water pollution violation
7705593,environmental violation
7699903,environmental violation
3672228,air pollution violation
3667191,underground storage tank violation
7693650,PCB violation
7703716,hazardous waste violation
7699757,environmental violation
7706019,air pollution violation
7697534,hazardous waste violation
3666600,water pollution violation
3666662,air pollution violation
3666661,air pollution violation
7706164,hazardous waste violation
7705794,hazardous waste violation
3701655,oil or gas drilling violation
3701656,oil or gas drilling violation
3701657,oil or gas drilling violation
3701658,oil or gas drilling violation
3701729,oil or gas drilling violation
3668438,water pollution violation
3667527,solid waste violation
3666777,underground storage tank violation
3667311,air pollution violation
7697488,water pollution violation
3701262,oil or gas drilling violation
3667757,water pollution violation
3667406,water pollution violation
3668526,water pollution violation
3668574,water pollution violation
3667279,water pollution violation
7699991,water pollution violation
7703817,environmental violation
3702962,oil or gas drilling violation
7704362,environmental violation
7701407,PCB violation
7695572,PCB violation
7708712,environmental violation
7693912,water pollution violation
7705755,air pollution violation
7705198,air pollution violation
7701569,pesticide violation
3667283,solid waste violation
7700601,water pollution violation
7697287,water pollution violation
7698103,environmental violation
3678254,water pollution violation
3657946,water pollution violation
7697356,hazardous waste violation
7693083,hazardous waste violation
3665650,hazardous waste violation
7698824,water pollution violation
7712086,air pollution violation
7705855,hazardous waste violation
7701578,lead violation
7703315,air pollution violation
3703066,water pollution violation
3705119,environmental violation
7698477,pesticide violation
7706188,air pollution violation
3668087,underground storage tank violation
7700017,environmental violation
99609,animal feeding operation violation
7707334,animal feeding operation violation
7692749,air pollution violation
7692239,water pollution violation
7699732,asbestos violation
3700982,oil or gas drilling violation
3702580,oil or gas drilling violation
7704438,water pollution violation
3658211,environmental violation
7701009,environmental violation
7712090,air pollution violation
3702578,oil or gas drilling violation
3702623,oil or gas drilling violation
7711005,air pollution violation
3678368,water pollution violation
7696231,underground storage tank violation
99871,environmental violation
3667949,underground storage tank violation
7695934,lead violation
7698464,pesticide violation
7694447,PCB violation
3667490,underground storage tank violation
7696037,water pollution violation
7699745,air pollution violation
3702497,oil or gas drilling violation
3702510,oil or gas drilling violation
3702523,oil or gas drilling violation
7693377,air pollution violation
3702196,oil or gas drilling violation
7701727,environmental violation
7702447,air pollution violation
7707564,water pollution violation
7700189,water pollution violation
7712475,air pollution violation
3681957,water pollution violation
3682230,water pollution violation
3688974,underground storage tank violation
7694499,water pollution violation
7694559,water pollution violation
7695278,water pollution violation
7704447,water pollution violation
3701516,oil or gas drilling violation
3702238,oil or gas drilling violation
7694754,environmental violation
3190030,water pollution violation
7697702,environmental violation
3659077,environmental violation
7696478,hazardous waste violation
3678197,radioactive waste violation
3702730,oil or gas drilling violation
3196261,water pollution violation
7700548,environmental violation
3702577,oil or gas drilling violation
3702585,oil or gas drilling violation
7695488,water pollution violation
3667158,underground storage tank violation
7698159,pesticide violation
7700255,environmental violation
7694290,water pollution violation
7706327,environmental violation
7710303,drinking water violation
7703253,hazardous waste violation
7698280,lead violation
7697469,underground storage tank violation
7698946,environmental violation
7698959,environmental violation
3668679,water pollution violation
7710698,water pollution violation
7710633,water pollution violation
7704359,environmental violation
7708069,water pollution violation
7700053,water pollution violation
3680229,underground storage tank violation
7710772,water pollution violation
7702690,water pollution violation
3702342,oil or gas drilling violation
7699629,environmental violation
7699344,environmental violation
7710304,drinking water violation
3688659,environmental violation
7709391,air pollution violation
7712098,environmental violation
7695949,water pollution violation
4690817,water pollution violation
5952558,water pollution violation
7701237,pesticide violation
7701779,air pollution violation
7701450,environmental violation
3688837,underground storage tank violation
3702755,oil or gas drilling violation
3672869,water pollution violation
7708651,water pollution violation
7707915,air pollution violation
3701517,oil or gas drilling violation
7700243,water pollution violation
3689472,underground storage tank violation
3670159,water pollution violation
7698498,water pollution violation
3197775,water pollution violation
3664771,air pollution violation
7712556,environmental violation
3190049,water pollution violation
3658716,environmental violation
7699664,pesticide violation
7694562,water pollution violation
3682752,air pollution violation
7694835,pesticide violation
7700340,water pollution violation
16183,water pollution violation
3681553,water pollution violation
7693052,air pollution violation
7700976,air pollution violation
7696254,hazardous waste violation
7702094,hazardous waste violation
3689056,underground storage tank violation
7702515,environmental violation
7694189,environmental violation
7709000,pesticide violation
99620,pesticide violation
7707256,lead violation
7697364,underground storage tank violation
7700941,hazardous waste violation
7704072,hazardous waste violation
3678703,environmental violation
3664651,air pollution violation
7712186,air pollution violation
7702490,environmental violation
7709251,pesticide violation
7702070,lead violation
3680331,environmental violation
7693893,air pollution violation
7710944,water pollution violation
3668308,water pollution violation
3666660,water pollution violation
4933374,air pollution violation
7693274,water pollution violation
99641,oil spill
7692873,oil spill
16134,environmental violation
3658768,environmental violation
3668201,air pollution violation
3667508,underground storage tank violation
3668228,water pollution violation
7692744,air pollution violation
7693668,water pollution violation
7703860,hazardous waste violation
7702319,water pollution violation
7696738,hazardous waste violation
3668493,solid waste violation
3688814,environmental violation
7699561,water pollution violation
3665730,environmental violation
3702220,oil or gas drilling violation
3702372,oil or gas drilling violation
3702475,oil or gas drilling violation
7711855,air pollution violation
7712606,air pollution violation
3190075,solid waste violation
3679850,water pollution violation
3679851,water pollution violation
7702766,environmental violation
3674996,underground storage tank violation
7707252,lead violation
7696776,environmental violation
7699717,drinking water violation
7701324,environmental violation
3682691,solid waste violation
7706872,animal feeding operation violation
7708713,pesticide violation
7699346,lead violation
7708992,air pollution violation
7698673,water pollution violation
7711072,pesticide violation
7698463,pesticide violation
7692518,water pollution violation
7706955,asbestos violation
7695344,water pollution violation
7706343,environmental violation
7702645,hazardous waste violation
7706897,animal feeding operation violation
7709033,hazardous waste violation
99987,air pollution violation
7712621,air pollution violation
7706848,hazardous waste violation
7700991,environmental violation
7698947,environmental violation
7698044,pesticide violation
7694182,water pollution violation
7698292,lead violation
7697970,environmental violation
7711008,water pollution violation
3689141,water pollution violation
7697399,hazardous waste violation
7705506,hazardous waste violation
7710620,water pollution violation
7698769,environmental violation
7695044,PCB violation
7692731,pesticide violation
7702837,air pollution violation
7710280,water pollution violation
7697425,underground storage tank violation
7705092,air pollution violation
7693281,water pollution violation
7696061,asbestos violation
7696663,water pollution violation
3701659,oil or gas drilling violation
3701660,oil or gas drilling violation
3701661,oil or gas drilling violation
7702364,environmental violation
7693302,air pollution violation
7702418,environmental violation
7692418,water pollution violation
7703441,air pollution violation
7712041,air pollution violation
7712110,air pollution violation
7711998,air pollution violation
7710975,oil spill
7710120,environmental violation
7707499,oil spill
3701022,oil or gas drilling violation
3701154,oil or gas drilling violation
3702020,oil or gas drilling violation
7706117,air pollution violation
7697822,oil spill
7708939,environmental violation
7699642,environmental violation
7700610,water pollution violation
7692288,PCB violation
3687293,solid waste violation
7706754,pesticide violation
7712310,air pollution violation
7702615,environmental violation
7702472,environmental violation
7706408,environmental violation
7707987,pesticide violation
3658614,water pollution violation
7708609,hazardous waste violation
7706231,air pollution violation
4683935,underground storage tank violation
6796999,underground storage tank violation
3679480,water pollution violation
7706533,hazardous waste violation
7705750,air pollution violation
7696046,water pollution violation
7703607,air pollution violation
7712409,environmental violation
7702856,environmental violation
7698944,environmental violation
3664828,water pollution violation
7712089,air pollution violation
3190110,animal feeding operation violation
7702405,pesticide violation
7705246,pesticide violation
7703292,water pollution violation
7702283,pesticide violation
7703386,environmental violation
3702587,oil or gas drilling violation
7710080,drinking water violation
99594,air pollution violation
7709645,water pollution violation
7712393,environmental violation
7710177,water pollution violation
3702880,oil or gas drilling violation
3702993,oil or gas drilling violation
7706346,pesticide violation
3670860,water pollution violation
7710636,water pollution violation
3702819,oil or gas drilling violation
3702820,oil or gas drilling violation
7706664,water pollution violation
7710373,drinking water violation
7706643,water pollution violation
7706770,animal feeding operation violation
7711534,water pollution violation
7699223,water pollution violation
7696669,environmental violation
7709378,air pollution violation
7709201,environmental violation
7698689,oil spill
7698129,environmental violation
7695447,underground storage tank violation
7695632,underground storage tank violation
7694160,water pollution violation
7707286,air pollution violation
7699622,environmental violation
7697133,lead violation
3682270,water pollution violation
3681661,water pollution violation
3702221,oil or gas drilling violation
7711145,air pollution violation
7711382,air pollution violation
7700376,lead violation
7709592,environmental violation
3658662,water pollution violation
7693895,water pollution violation
7709736,pesticide violation
3688206,water pollution violation
3668207,solid waste violation
7706581,water pollution violation
7706582,water pollution violation
3198155,water pollution violation
7706217,hazardous waste violation
7707192,pesticide violation
7701154,air pollution violation
3679307,water pollution violation
3679852,water pollution violation
3963947,water pollution violation
3678441,radioactive waste violation
7707839,water pollution violation
3688108,environmental violation
3190169,water pollution violation
3691579,underground storage tank violation
7706248,environmental violation
3682686,solid waste violation
3682687,solid waste violation
6485781,animal feeding operation violation
3701023,oil or gas drilling violation
7696524,water pollution violation
7697348,oil spill
7693308,air pollution violation
7707598,water pollution violation
3658809,environmental violation
7698368,water pollution violation
3674398,underground storage tank violation
6797039,underground storage tank violation
7697998,environmental violation
7708145,PCB violation
3674254,underground storage tank violation
7706390,oil spill
7710475,animal feeding operation violation
3702103,oil or gas drilling violation
3190183,environmental violation
1890855,environmental violation
3679330,water pollution violation
3682749,environmental violation
7696817,lead violation
7703212,air pollution violation
7697332,lead violation
7707307,air pollution violation
7706827,air pollution violation
7706825,pesticide violation
7701206,water pollution violation
7700563,drinking water violation
7700158,environmental violation
7700439,pesticide violation
3702792,oil or gas drilling violation
7710210,pesticide violation
7705465,environmental violation
7703081,hazardous waste violation
7708889,air pollution violation
7704500,pesticide violation
7705026,pesticide violation
7705457,pesticide violation
7698468,pesticide violation
7700371,environmental violation
7699990,air pollution violation
7700351,environmental violation
7695006,water pollution violation
7705779,environmental violation
7704365,environmental violation
7705863,hazardous waste violation
3682162,water pollution violation
3701873,oil or gas drilling violation
7705502,hazardous waste violation
7698951,environmental violation
7695971,pesticide violation
7698623,lead violation
7701196,environmental violation
3687283,asbestos violation
7704750,air pollution violation
7707610,water pollution violation
7712429,air pollution violation
3679933,water pollution violation
7694092,environmental violation
7708098,water pollution violation
7700136,air pollution violation
7694658,water pollution violation
7697584,environmental violation
7709187,air pollution violation
7695075,environmental violation
7700971,hazardous waste violation
7701712,pesticide violation
3672273,water pollution violation
7703941,water pollution violation
7705342,environmental violation
7699443,environmental violation
7706976,lead violation
7694603,drinking water violation
7696591,hazardous waste violation
7706881,air pollution violation
7705364,hazardous waste violation
7711810,air pollution violation
3702751,oil or gas drilling violation
3702770,oil or gas drilling violation
3658543,water pollution violation
3658440,water pollution violation
7706696,water pollution violation
7700612,air pollution violation
6217695,hazardous waste violation
7700684,air pollution violation
7703080,hazardous waste violation
7707890,hazardous waste violation
3668030,water pollution violation
7698509,water pollution violation
3688766,environmental violation
7698034,lead violation
7697404,hazardous waste violation
7697821,oil spill
7702734,air pollution violation
7702173,air pollution violation
7708858,air pollution violation
7699719,drinking water violation
7707136,environmental violation
7694396,water pollution violation
3679697,water pollution violation
7702785,pesticide violation
7693379,environmental violation
7703632,water pollution violation
3687973,water pollution violation
7707940,water pollution violation
7707395,water pollution violation
7693731,environmental violation
7697905,water pollution violation
3666923,underground storage tank violation
7710222,water pollution violation
3702937,oil or gas drilling violation
3702938,oil or gas drilling violation
7709754,drinking water violation
3678178,water pollution violation
7711776,air pollution violation
7711764,air pollution violation
7709115,hazardous waste violation
3687201,hazardous waste violation
7701499,environmental violation
7692894,water pollution violation
3659079,environmental violation
7707126,animal feeding operation violation
7698747,environmental violation
7701987,environmental violation
7698668,water pollution violation
3673131,water pollution violation
3668354,solid waste violation
7701765,environmental violation
3702455,oil or gas drilling violation
7706703,water pollution violation
3680105,water pollution violation
3680116,water pollution violation
3658364,environmental violation
7706640,water pollution violation
3678452,air pollution violation
7712445,air pollution violation
7699182,pesticide violation
7711884,air pollution violation
7703536,air pollution violation
7706141,pesticide violation
6797003,underground storage tank violation
7694875,air pollution violation
3701136,oil or gas drilling violation
3701137,oil or gas drilling violation
3701138,oil or gas drilling violation
7693099,air pollution violation
192532,water pollution violation
7704533,water pollution violation
7699526,hazardous waste violation
7692607,water pollution violation
7706278,oil spill
3701911,oil or gas drilling violation
7708610,hazardous waste violation
7708294,hazardous waste violation
7701761,air pollution violation
7694218,hazardous waste violation
7711908,air pollution violation
7695102,lead violation
7706655,water pollution violation
7696397,environmental violation
99910,environmental violation
7696985,water pollution violation
7708764,pesticide violation
3657986,environmental violation
7698679,water pollution violation
3701301,oil or gas drilling violation
3701360,oil or gas drilling violation
3701361,oil or gas drilling violation
3701460,oil or gas drilling violation
3701461,oil or gas drilling violation
3701462,oil or gas drilling violation
7698670,water pollution violation
7698780,lead violation
3679830,water pollution violation
3658664,environmental violation
7710939,water pollution violation
7709682,hazardous waste violation
7698828,water pollution violation
3673848,water pollution violation
7711496,water pollution violation
3658213,environmental violation
7693265,air pollution violation
7693250,air pollution violation
7698662,water pollution violation
7699329,environmental violation
7703142,air pollution violation
3679715,water pollution violation
7707590,hazardous waste violation
7703486,pesticide violation
7705694,environmental violation
7709890,pesticide violation
3657921,environmental violation
3657999,environmental violation
3668871,water pollution violation
3681561,water pollution violation
3671990,air pollution violation
3702053,oil or gas drilling violation
3702054,oil or gas drilling violation
7708675,water pollution violation
7712457,air pollution violation
3670116,water pollution violation
7697372,hazardous waste violation
3678487,radioactive waste violation
7707728,water pollution violation
3668384,water pollution violation
3674663,underground storage tank violation
3675359,underground storage tank violation
7709161,water pollution violation
7708838,air pollution violation
7693276,oil spill
7698298,pesticide violation
7693008,underground storage tank violation
3701963,oil or gas drilling violation
3701964,oil or gas drilling violation
7692353,lead violation
3680025,water pollution violation
3658169,environmental violation
7710545,oil spill
7701970,air pollution violation
207915,oil spill
7708917,environmental violation
7708918,environmental violation
7704215,water pollution violation
7710031,air pollution violation
7712473,air pollution violation
7692232,hazardous waste violation
7702565,air pollution violation
7692245,water pollution violation
7696976,hazardous waste violation
7696975,environmental violation
7700854,environmental violation
3701448,oil or gas drilling violation
7694221,hazardous waste violation
7694895,environmental violation
7699615,environmental violation
7706049,environmental violation
7710262,environmental violation
7700040,hazardous waste violation
3667088,underground storage tank violation
3667637,underground storage tank violation
7697771,environmental violation
7708919,environmental violation
5693045,environmental violation
7694345,drinking water violation
3679702,water pollution violation
3680388,water pollution violation
7701282,environmental violation
7709596,environmental violation
7710468,animal feeding operation violation
7701069,air pollution violation
7707117,pesticide violation
99872,pesticide violation
7709362,hazardous waste violation
3702598,oil or gas drilling violation
3702604,oil or gas drilling violation
7703218,air pollution violation
7703217,air pollution violation
7711288,hazardous waste violation
3667852,water pollution violation
3667853,water pollution violation
3668106,water pollution violation
3668619,underground storage tank violation
3666956,water pollution violation
7706781,hazardous waste violation
7707060,environmental violation
7710023,environmental violation
7692885,air pollution violation
7701601,air pollution violation
7709477,environmental violation
7698294,lead violation
7694187,environmental violation
3702883,oil or gas drilling violation
7711602,environmental violation
7711609,environmental violation
6215610,environmental violation
7693289,environmental violation
7704836,oil spill
3701282,oil or gas drilling violation
7692235,water pollution violation
7708670,water pollution violation
7698613,environmental violation
7697829,water pollution violation
3703061,water pollution violation
3658254,environmental violation
7697714,environmental violation
3702590,oil or gas drilling violation
3702595,oil or gas drilling violation
3190268,air pollution violation
7710088,environmental violation
3678635,radioactive waste violation
207914,oil spill
7694084,environmental violation
7695872,pesticide violation
7707621,lead violation
7700832,air pollution violation
3672054,water pollution violation
7710203,environmental violation
7703059,air pollution violation
3682509,water pollution violation
7707454,water pollution violation
7694547,hazardous waste violation
7702889,pesticide violation
7704257,water pollution violation
7704245,water pollution violation
7704541,water pollution violation
3668071,water pollution violation
7706498,water pollution violation
7697566,environmental violation
3670507,water pollution violation
3667888,water pollution violation
3667902,solid waste violation
7708600,environmental violation
7711889,air pollution violation
7706733,lead violation
3681650,water pollution violation
3681717,water pollution violation
7707737,lead violation
7701449,air pollution violation
7706854,water pollution violation
7694764,pesticide violation
7709644,water pollution violation
7709948,pesticide violation
7710081,drinking water violation
7710726,water pollution violation
3963957,air pollution violation
3702104,oil or gas drilling violation
7706459,pesticide violation
7692266,water pollution violation
7700649,air pollution violation
7700942,environmental violation
7698608,PCB violation
3658205,environmental violation
7699775,environmental violation
3658463,water pollution violation
3658336,environmental violation
7696887,water pollution violation
7709962,drinking water violation
3702925,oil or gas drilling violation
3702641,oil or gas drilling violation
7699562,water pollution violation
7706617,water pollution violation
7708204,pesticide violation
7700464,lead violation
3668513,water pollution violation
7712185,air pollution violation
3682394,water pollution violation
3673170,water pollution violation
3674106,underground storage tank violation
7705234,water pollution violation
7693708,pesticide violation
7700862,environmental violation
3705132,environmental violation
7701769,environmental violation
3666985,water pollution violation
3666501,water pollution violation
7693154,pesticide violation
7693037,pesticide violation
7702875,hazardous waste violation
7703929,hazardous waste violation
7701876,environmental violation
3664703,air pollution violation
3659833,hazardous waste violation
3701096,oil or gas drilling violation
7699199,water pollution violation
3701010,oil or gas drilling violation
3701238,oil or gas drilling violation
7705344,environmental violation
7705504,hazardous waste violation
7705505,hazardous waste violation
7706490,hazardous waste violation
7693883,air pollution violation
7693965,environmental violation
7694037,air pollution violation
7694939,air pollution violation
7711890,air pollution violation
7696693,underground storage tank violation
3666931,air pollution violation
3666515,air pollution violation
7702570,air pollution violation
7707685,pesticide violation
7706785,pesticide violation
7706566,pesticide violation
7695875,underground storage tank violation
7696209,hazardous waste violation
7701551,pesticide violation
7702360,air pollution violation
3682017,water pollution violation
3701949,oil or gas drilling violation
7697511,water pollution violation
7694286,water pollution violation
208141,water pollution violation
7708052,oil spill
7703772,water pollution violation
3416340,environmental violation
7697738,pesticide violation
3667768,water pollution violation
7693092,air pollution violation
7692748,air pollution violation
99818,hazardous waste violation
7692752,air pollution violation
7707572,water pollution violation
3668154,underground storage tank violation
7707984,water pollution violation
3671952,air pollution violation
3674317,underground storage tank violation
3674547,underground storage tank violation
3674372,underground storage tank violation
7692734,hazardous waste violation
3658970,environmental violation
7692383,water pollution violation
3198095,oil spill
7697746,hazardous waste violation
7703243,air pollution violation
7696311,water pollution violation
7707391,environmental violation
3681986,water pollution violation
7708634,water pollution violation
3658263,environmental violation
3702513,oil or gas drilling violation
7709288,pesticide violation
3190373,water pollution violation
7694648,water pollution violation
3689217,water pollution violation
7709808,drinking water violation
3670673,water pollution violation
3679672,water pollution violation
3680065,water pollution violation
7702950,environmental violation
7709105,environmental violation
7698231,air pollution violation
7707700,pesticide violation
7703206,pesticide violation
7697135,lead violation
7708295,water pollution violation
7708393,water pollution violation
7704237,water pollution violation
7706695,water pollution violation
3701472,oil or gas drilling violation
3702068,oil or gas drilling violation
7695734,lead violation
7706968,pesticide violation
3701710,oil or gas drilling violation
3701757,oil or gas drilling violation
3701766,oil or gas drilling violation
3662918,environmental violation
3680975,mining environmental violation
3680015,water pollution violation
7706915,pesticide violation
7696827,environmental violation
7694103,hazardous waste violation
3689494,underground storage tank violation
7711264,pesticide violation
7710797,water pollution violation
100048,water pollution violation
7702448,air pollution violation
7711630,air pollution violation
3681549,water pollution violation
7711033,air pollution violation
7706649,water pollution violation
7707858,air pollution violation
7712134,air pollution violation
7707116,environmental violation
3190385,animal feeding operation violation
3668461,underground storage tank violation
7700728,air pollution violation
3667499,water pollution violation
7710335,oil spill
3657892,water pollution violation
3658018,water pollution violation
3658653,water pollution violation
3701024,oil or gas drilling violation
3190391,solid waste violation
7701019,environmental violation
7703367,hazardous waste violation
7702829,air pollution violation
7703151,air pollution violation
7707743,air pollution violation
7700808,air pollution violation
7697498,drinking water violation
7702648,pesticide violation
7696198,pesticide violation
7693078,pesticide violation
7703129,air pollution violation
7698344,oil spill
7694515,pesticide violation
7708168,air pollution violation
7708271,pesticide violation
3688040,environmental violation
7701639,drinking water violation
7704335,oil spill
3670631,water pollution violation
7700593,air pollution violation
7702731,air pollution violation
7712665,air pollution violation
7695025,environmental violation
3702564,oil or gas drilling violation
3702402,oil or gas drilling violation
7701429,lead violation
7704564,water pollution violation
7697414,lead violation
3658933,environmental violation
3673137,water pollution violation
7693069,water pollution violation
3184460,air pollution violation
99723,pesticide violation
7711078,pesticide violation
7694273,water pollution violation
7701523,hazardous waste violation
7710190,pesticide violation
3678322,water pollution violation
7703608,air pollution violation
7696944,environmental violation
7704738,water pollution violation
7697329,environmental violation
7695736,environmental violation
6217210,air pollution violation
7702485,air pollution violation
3670987,water pollution violation
7710933,water pollution violation
7711170,water pollution violation
7711023,environmental violation
7710443,air pollution violation
7710411,air pollution violation
3671089,water pollution violation
3671105,water pollution violation
3671121,water pollution violation
7707694,hazardous waste violation
7703295,water pollution violation
7693343,lead violation
7692971,water pollution violation
7693368,lead violation
7709005,asbestos violation
7707322,lead violation
3701239,oil or gas drilling violation
3701442,oil or gas drilling violation
3701215,oil or gas drilling violation
7707498,air pollution violation
3731619,solid waste violation
7701148,air pollution violation
7712624,air pollution violation
7704778,environmental violation
7702396,environmental violation
7700518,hazardous waste violation
7696005,pesticide violation
7702999,hazardous waste violation
3702239,oil or gas drilling violation
3702733,oil or gas drilling violation
7711355,water pollution violation
7695776,environmental violation
3671925,animal feeding operation violation
7700856,environmental violation
3667845,solid waste violation
3668015,mining environmental violation
3668077,solid waste violation
3668580,solid waste violation
7701675,hazardous waste violation
7693127,environmental violation
3190433,hazardous waste violation
3657862,oil spill
207977,oil spill
6797006,underground storage tank violation
7703372,hazardous waste violation
3702647,oil or gas drilling violation
3702741,oil or gas drilling violation
7696511,PCB violation
3700983,oil or gas drilling violation
3700984,oil or gas drilling violation
7709381,asbestos violation
7698277,environmental violation
7709913,environmental violation
3666565,water pollution violation
7693378,environmental violation
7709490,air pollution violation
7697824,oil spill
3658026,environmental violation
3658079,environmental violation
7710494,environmental violation
7695935,environmental violation
7695950,hazardous waste violation
7698956,environmental violation
7699493,environmental violation
7709217,environmental violation
7712337,environmental violation
7695309,environmental violation
