bill_id,official_title,short_title,policy_area,subjects,category_qwen,bill_type_qwen,bill_category_qwen,reason_qwen,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet
hr5802-113,"To amend the Employee Retirement Income Security Act of 1974 to permit multiemployer plans in critical status to modify plan rules relating to withdrawal liability, and for other purposes.",,Labor and Employment,Corporate finance and management|Employee benefits and pensions,1.0,enforcement,pension,"Amends ERISA to modify rules regarding employer withdrawal liability for multiemployer pension plans in critical status, directly regulating private employer obligations related to retirement benefit plans.",1,enforcement,pension,"Amends ERISA to allow multiemployer pension plans in critical status to modify withdrawal liability rules, affecting private employer obligations as plan sponsors.",1,enforcement,pension,"Amends ERISA to modify withdrawal liability rules for multiemployer pension plans in critical status, directly affecting private employer obligations under defined benefit pension plans."
hr3628-115,To amend the Internal Revenue Code of 1986 to allow employers a credit against income tax for employees who participate in qualified apprenticeship programs.,LEAP Act,Taxation,Employment and training programs|Income tax credits,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who hire employees into qualified apprenticeship programs, which qualifies as a credit specifically tied to employer-provided job training.",,,,"The bill introduces a tax credit for employers hiring apprentices, which incentivizes hiring decisions but does not directly relate to wage, hour, or benefit obligations of private employers.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to hire apprenticeship employees, relating to employer-provided job training programs which qualify as wage-hour conduct under the category definition."
s868-115,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,pension,"Amends ERISA to impose a mandatory disclosure obligation on private employers as plan sponsors regarding pension benefit statements, directly regulating employer conduct related to retirement benefit plans.",1,enforcement,pension,"Requires private employers to include a lifetime income disclosure in pension benefit statements under ERISA, imposing a new administrative obligation on plan sponsors.",1,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as pension plan administrators, requiring them to provide lifetime income stream equivalents on benefit statements."
hr2109-112,"To provide for each American the opportunity to provide for his or her retirement through a S.A.F.E. account, and for other purposes.",Savings Account for Every American Act of 2011,Labor and Employment,"Employee benefits and pensions|Government employee pay, benefits, personnel management|Government information and archives|Government studies and investigations|Health care costs and insurance|Income tax deductions|Income tax exclusion|Life, casualty, property insurance|Long-term, rehabilitative, and terminal care|Self-employed|Social security and elderly assistance|Veterans' pensions and compensation",1.0,enforcement,pension,"The bill imposes mandatory obligations on private employers to establish payroll deduction programs and provide matching contributions for retirement accounts, directly regulating private employer conduct regarding employee retirement benefits.",1,enforcement,pension,"Requires private employers to establish payroll deduction programs and make matching contributions to employee S.A.F.E. accounts, imposing new obligations related to retirement benefit plans.",1,enforcement,pension,"Imposes mandatory obligations on private employers to establish payroll deduction programs for employee retirement contributions and to make matching contributions after 15 years, with penalties for noncompliance—directly regulating private employer retirement benefit conduct under a new retirement savings framework."
hr5325-113,"To amend the Internal Revenue Code of 1986 to provide tax incentives to meet the needs of the American manufacturing workforce, and for other purposes.",American Manufacturing Workforce Act of 2014,Taxation,Adult education and literacy|Employee benefits and pensions|Employment and training programs|Income tax credits|Industrial policy and productivity|Manufacturing|Student aid and college costs|Vocational and technical education,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for employer-provided job training expenses, which qualifies under the specific exception for credits tied to employer-provided training.",1,tax_credit_introduction,wage_hour,"Introduces tax credits for employer-provided job training programs in the manufacturing sector, incentivizing private employers to enhance workforce skills, which relates to wage and hour obligations.",1,tax_credit_introduction,wage_hour,"Introduces new tax credits for employer-provided manufacturing job training expenses, incentivizing private employers to invest in worker skill development programs."
hr5272-114,"To amend the Religious Freedom Restoration Act of 1993 to protect civil rights and otherwise prevent meaningful harm to third parties, and for other purposes.",Do No Harm Act,"Civil Rights and Liberties, Minority Issues","Crimes against women|Disability and health-based discrimination|Employee leave|Employment discrimination and employee rights|First Amendment rights|Health care coverage and access|Housing discrimination|Labor-management relations|Religion|Sex, gender, sexual orientation discrimination|Wages and earnings|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill prevents employers from using the Religious Freedom Restoration Act to evade federal laws requiring them to provide wages, compensation, benefits, or leave, thereby enforcing private employer obligations under statutes like the FLSA and FMLA.",1,enforcement,wage_hour,"The bill makes RFRA inapplicable to federal laws requiring employers to provide wages, compensation, or benefits, directly affecting private employer wage and benefit obligations.",1,enforcement,wage_hour,"The bill explicitly makes RFRA inapplicable to federal laws requiring employers to provide wages, compensation, benefits, and leave (including FMLA), and to laws protecting against employment discrimination and child labor, thereby strengthening enforcement of private employer wage, hour, and benefit obligations by removing a potential religious exemption defense."
s1777-115,A bill to amend the Internal Revenue Code of 1986 to impose an excise tax on employers with low-wage employees.,Corporate Responsibility Fee Act of 2017,Taxation,Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Poverty and welfare assistance|Sales and excise taxes|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"The bill imposes an excise tax on employers with low-wage employees but reduces the tax liability for those who provide health and retirement benefits, effectively creating a tax incentive (credit mechanism) for private employers to offer benefits to low-wage workers.",1,tax_credit_introduction,wage_hour,"Introduces an excise tax on employers with low-wage employees, reduced for those providing health and retirement benefits, incentivizing better wage and benefit practices.",1,enforcement,wage_hour,"Imposes an excise tax on private employers who pay wages below 218% of the federal poverty line, directly penalizing low-wage employer conduct and thereby strengthening wage-related obligations."
hr3162-112,"To prohibit the Secretary of Labor from implementing certain rules relating to employment of aliens described in section 101(a)(15)(H)(ii)(b) of the Immigration and Nationality Act, and for other purposes.",,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Foreign labor|Temporary and part-time employment|Wages and earnings,1.0,enforcement,wage_hour,"The bill regulates the methodology for determining prevailing wages for H-2B temporary workers and other alien labor certifications, directly imposing wage obligations on private employers who hire these workers.",,,,"The bill primarily addresses regulatory procedures for foreign labor certification and does not impose new wage, hour, or benefit obligations on private employers.",1,enforcement,wage_hour,"Prohibits the Secretary of Labor from implementing wage methodology rules for H-2B temporary workers and mandates specific prevailing wage calculation methods, directly affecting private employer wage obligations under federal labor certification programs."
hr1121-115,"To amend the Public Health Service Act to prohibit application of pre-existing condition exclusions and to guarantee availability of health insurance coverage in the individual and group market, contingent on the enactment of legislation repealing the Patient Protection and Affordable Care Act, and for other purposes.",Pre-existing Conditions Protection Act of 2017,Health,Disability and health-based discrimination|Employee benefits and pensions|Genetics|Health care costs and insurance|Health care coverage and access|Health information and medical records|Health promotion and preventive care|Insurance industry and regulation|Medical tests and diagnostic methods,1.0,enforcement,healthcare,"The bill amends ERISA to impose specific coverage and non-discrimination obligations on employer-sponsored group health plans regarding pre-existing conditions, directly regulating private employer conduct as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to maintain requirements for employer-sponsored group health plans to cover pre-existing conditions and prohibit discrimination based on health status, directly imposing obligations on private employers as plan sponsors.",1,enforcement,healthcare,"The bill amends ERISA and other statutes to maintain employer-sponsored group health plan obligations regarding preexisting condition coverage, guaranteed issue, and nondiscrimination requirements, directly regulating private employer conduct as plan sponsors."
s818-116,A bill to exempt certain 16- and 17-year-old individuals employed in logging operations from child labor laws.,Future Logging Careers Act,Labor and Employment,"Child safety and welfare|Family relationships|Forests, forestry, trees|Labor standards|Worker safety and health|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill amends child labor provisions under the Fair Labor Standards Act (FLSA) by creating an exemption for 16- and 17-year-olds working in family-owned logging operations, directly regulating private employer obligations regarding youth employment and wage/hour compliance.",1,enforcement,wage_hour,"Exempts certain 16- and 17-year-olds from child labor laws in logging operations, directly affecting private employer obligations under FLSA child labor provisions.",1,enforcement,wage_hour,"Amends FLSA child labor provisions by creating a new exemption for 16- and 17-year-olds in family-owned logging operations, directly weakening existing private employer child labor obligations."
hr2443-113,To amend the Internal Revenue Code of 1986 to exempt certain educational institutions from the employer health insurance mandate.,Safeguarding Children Harmed by Obamacare's Onerous Levies Act,Taxation,"Comprehensive health care|Elementary and secondary education|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Higher education|Sales and excise taxes|Teaching, teachers, curricula",1.0,enforcement,healthcare,"The bill amends the Internal Revenue Code to exempt certain educational institutions from the ACA employer mandate, directly altering the private employer obligation to provide health insurance coverage to employees.",,,,"The bill exempts certain educational institutions from the employer health insurance mandate, which does not impose new obligations on private employers but rather reduces existing ones for specific entities.",1,enforcement,healthcare,"Exempts certain educational institutions from the ACA employer mandate, directly weakening private employer obligations to provide group health coverage under ERISA-related provisions."
hr1981-114,To amend the Fair Labor Standards Act of 1938 to provide that an employee's `regular rate' for purposes of calculating overtime compensation will not be affected by certain additional payments.,Employee Bonus Protection Act,Labor and Employment,Labor standards|Wages and earnings,1.0,enforcement,wage_hour,"Amends the Fair Labor Standards Act to define which payments are excluded from the regular rate for overtime calculations, directly regulating private employer wage obligations regarding overtime compensation.",1,enforcement,wage_hour,"Amends the FLSA to exclude certain bonus payments from the regular rate calculation for overtime, affecting private employer wage obligations.",1,enforcement,wage_hour,"Amends the FLSA to modify how private employers calculate overtime compensation by excluding certain bonus payments from the regular rate, directly affecting employer wage and hour obligations."
s38-114,A bill to ensure that long-term unemployed individuals are not taken into account for purposes of the employer health care coverage mandate.,Helping Individuals Regain Employment Act,Taxation,Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Unemployment,1.0,enforcement,healthcare,"The bill modifies the definition of 'full-time employee' for the ACA employer mandate, directly altering the scope of private employer obligations to provide minimum essential health care coverage.",,,,"The bill modifies the definition of 'full-time employee' for the employer healthcare coverage mandate, but it does not impose new obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,healthcare,"Amends the ACA employer mandate by exempting long-term unemployed individuals from full-time employee counts, directly weakening private employer obligations under ERISA-related group health plan requirements."
hr1538-113,"To provide incentives to encourage financial institutions and small businesses to provide continuing financial education to customers, borrowers, and employees, and for other purposes.",National Financial Literacy Act of 2013,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer credit|Credit and credit markets|Department of the Treasury|Employee benefits and pensions|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial literacy|Financial services and investments|Income tax credits|National Credit Union Administration|Small business,1.0,tax_credit_introduction,wage_hour,"The bill introduces a tax credit for small businesses to provide continuing financial education to employees, which qualifies as a credit specifically tied to employer-provided job training.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for small businesses providing financial education to employees, incentivizing employer-provided training, which relates to wage and hour obligations.",,,,"Bill provides tax credits for financial literacy education to customers and employees, which is general workforce development policy rather than regulation of private employer wage, hour, or benefit obligations."
hr4763-114,"To amend the Fair Labor Standards Act of 1938 and the Portal-to-Portal Act of 1947 to prevent wage theft and assist in the recovery of stolen wages, to authorize the Secretary of Labor to administer grants to prevent wage and hour violations, and for other purposes.",Wage Theft Prevention and Wage Recovery Act,Labor and Employment,"Alternative dispute resolution, mediation, arbitration|Civil actions and liability|Community life and organization|Congressional oversight|Criminal investigation, prosecution, interrogation|Employment discrimination and employee rights|Government studies and investigations|Labor standards|Personnel records|Wages and earnings",1.0,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to strengthen private employer obligations regarding wage payments, overtime compensation, and whistleblower protections, directly targeting wage theft and non-compliance.",1,enforcement,wage_hour,"The bill amends the FLSA to enhance enforcement against wage theft, increase penalties for violations, and require employer disclosures, directly tightening private employer wage obligations.",1,enforcement,wage_hour,"The bill substantially strengthens FLSA enforcement by increasing damages for wage violations, extending statutes of limitations, requiring detailed wage disclosures, prohibiting arbitration waivers for wage claims, and establishing grant programs for wage and hour enforcement—all directly tightening private employer wage and hour obligations."
hr4591-111,"To promote labor force participation of older Americans, with the goals of increasing retirement security, reducing the projected shortage of experienced workers, maintaining future economic growth, and improving the Nation's fiscal outlook.",Older Worker Opportunity Act of 2010,Taxation,Advisory bodies|Aging|Employee benefits and pensions|Executive agency funding and structure|Health care costs and insurance|Health care coverage and access|Income tax credits|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for private employers who pay wages to older workers participating in flexible work programs, incentivizing specific wage and employment practices.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who provide health and retirement benefits to older workers, incentivizing private employer wage and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit for private employers who pay wages to older workers in flexible work programs, incentivizing employment practices related to worker compensation and retention."
hr6453-111,To repeal provisions of the recently enacted health care reform law that prohibit the establishment of lifetime limits on health benefits.,Third Health Insurance Protects America--Can't Repeal IT (HIPA-CRIT) Act,Health,Comprehensive health care|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"The bill modifies the Patient Protection and Affordable Care Act to allow health plans (including employer-sponsored group health plans under ERISA) to establish lifetime limits on benefits, directly altering the coverage obligations of private employers as plan sponsors.",1,enforcement,healthcare,"Repeals ACA provisions that prohibit lifetime limits on employer-sponsored group health plans, affecting private employer obligations under ERISA.",1,enforcement,healthcare,"Weakens ERISA and ACA requirements by removing the prohibition on lifetime benefit limits in employer-sponsored group health plans, directly reducing private employer obligations as plan sponsors."
hr2654-113,"To prohibit discrimination on the basis of military service, and for other purposes.",Veterans and Servicemembers Employment Rights and Housing Act of 2013,Armed Forces and National Security,"Employee hiring|Employment and training programs|Employment discrimination and employee rights|Evidence and witnesses|Housing discrimination|Labor-management relations|Marketing and advertising|National Guard and reserves|Veterans' education, employment, rehabilitation",1.0,enforcement,wage_hour,"The bill prohibits private employers from discriminating against employees based on military service, including in hiring, discharge, and compensation terms, which directly regulates private employer conduct regarding employment rights and wage-related terms under anti-discrimination statutes.",,,,"The bill addresses employment and housing discrimination based on military service, not private employer wage, hour, or benefit obligations.",1,enforcement,wage_hour,"The bill prohibits private employers from discriminating against employees or applicants based on military service, including discharge, hiring, and terms of employment, which directly regulates private employer conduct under employment discrimination law analogous to wage and hour protections."
hr5918-114,To establish requirements for participants in the peer-to-peer economy to be considered independent contractors and not employees for purposes of several employment-related statutes.,,Labor and Employment,Employee leave|Internet and video services|Labor standards|Labor-management relations|Service industries|Telephone and wireless communication|Wages and earnings,1.0,enforcement,wage_hour,"The bill directly regulates private employer obligations by establishing criteria for classifying peer-to-peer economy workers as independent contractors rather than employees, thereby exempting them from FLSA wage/hour protections and FMLA leave requirements.",1,enforcement,wage_hour,"The bill exempts individuals in the peer-to-peer economy from being classified as employees under FLSA and FMLA, affecting wage, hour, and leave obligations of private employers.",1,enforcement,wage_hour,"Exempts peer-to-peer economy workers from FLSA wage/hour protections and FMLA leave requirements by classifying them as independent contractors rather than employees, directly weakening private employer obligations under these statutes."
hr1677-114,To amend the Employee Retirement Income Security Act of 1974 to ensure health care coverage value and transparency for dental benefits under group health plans.,Dental Insurance Fairness Act of 2015,Health,Dental care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"Amends ERISA to impose specific coverage value and transparency requirements on employer-sponsored group health plans regarding dental benefits, directly regulating private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose coverage value requirements for dental benefits under self-insured group health plans, creating new obligations for private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new coverage value and transparency requirements on self-insured group health plans offering dental benefits, directly regulating private employer obligations as plan sponsors."
s1334-112,"A bill to amend the Small Business Act to ensure that certain Federal contracts are set aside for small businesses, to enhance services to small businesses that are disadvantaged, and for other purposes.",Expanding Opportunities for Main Street Act of 2011,Commerce,Building construction|Employment and training programs|Government information and archives|Government lending and loan guarantees|Government liability|Income tax credits|Infrastructure development|Minority and disadvantaged businesses|Public contracts and procurement|Small business,1.0,enforcement,wage_hour,"The bill directs the Secretary of Labor to establish minimum percentages of construction work hours for targeted workers on federally funded projects, which imposes direct wage and employment obligations on private contractors and subcontractors.",,,,"The bill primarily addresses federal procurement and contracting opportunities for small and disadvantaged businesses, not private employer wage or benefit obligations.",1,enforcement,wage_hour,"Requires a minimum percentage of construction work hours on federally-funded projects to be performed by targeted workers, imposing prevailing wage-type obligations on private contractors similar to Davis-Bacon requirements."
hr2619-114,"To amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes.",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to meet specific wage thresholds (156% of federal poverty level) and provide retirement benefits, directly linking tax incentives to employer wage and benefit conduct.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who meet specific wage, healthcare, and retirement benefit criteria, incentivizing compliance with wage and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to meet specified wage thresholds, provide retirement and health benefits, and maintain domestic employment levels, directly relating to employer wage, hour, and benefit conduct."
hr2317-114,To amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as plan sponsors regarding retirement benefits, directly regulating employer conduct related to pension/retirement plans.",1,enforcement,pension,"Amends ERISA to require private employers to provide a lifetime income disclosure in pension benefit statements, imposing a new disclosure obligation on plan sponsors.",1,enforcement,pension,"Amends ERISA to impose new disclosure obligations on private employers as sponsors of individual account retirement plans, requiring them to provide lifetime income stream equivalents on participant benefit statements."
hr5372-113,"To amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes.",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to meet specific wage thresholds (150% of federal poverty level) and provide retirement benefits, directly linking tax incentives to employer wage and benefit conduct.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who meet specific wage and benefit criteria, including providing differential wage payments to employees in the Uniformed Services, which relates to private employer wage obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to meet specified wage thresholds, provide retirement benefits, maintain health coverage, and provide differential pay to military service members—all relating to private employer wage, hour, and benefit obligations."
hr6325-114,"To establish an independent advisory committee to review certain regulations, and for other purposes.",Workforce Regulatory Review Act of 2016,Government Operations and Politics,,1.0,enforcement,wage_hour,"The bill establishes a commission to review and recommend the repeal or modification of regulations governing private employer obligations regarding wages, hours, and employee health, directly affecting the stringency of enforcement for these categories.",,,,"The bill establishes a commission to review and recommend changes to regulations, but does not directly impose or modify private employer wage, hour, or benefit obligations.",1,enforcement,wage_hour,"Establishes a commission to review and recommend repeal or modification of regulations governing wages, hours, and workplace matters with the explicit goal of reducing regulatory requirements by one-third, directly weakening private employer wage and hour obligations."
s984-112,A bill to allow Americans to earn paid sick time so that they can address their own health needs and the health needs of their families.,Healthy Families Act,Labor and Employment,"Civil actions and liability|Congressional oversight|Domestic violence and child abuse|Employee leave|Employment discrimination and employee rights|Government employee pay, benefits, personnel management|Government information and archives|Government liability|Government studies and investigations|Sex offenses|State and local government operations",1.0,enforcement,wage_hour,"The bill mandates that private employers provide paid sick time, directly imposing new wage and leave obligations on non-governmental employers.",1,enforcement,wage_hour,"Mandates that private employers provide paid sick time, directly imposing new wage and hour obligations on employers.",1,enforcement,wage_hour,"Mandates that private employers with 15+ employees provide paid sick time accrual (1 hour per 30 hours worked), creating new wage and hour obligations enforceable through civil actions and federal agency investigations."
hr377-113,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Paycheck Fairness Act,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Public contracts and procurement|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Small business|Wages and earnings|Women's employment",1.0,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act (Equal Pay Act) to strengthen prohibitions against sex-based wage discrimination, revise employer defenses, and enhance remedies and enforcement mechanisms for private employers.",1,enforcement,wage_hour,"Amends the FLSA to strengthen enforcement and remedies for sex-based wage discrimination, directly impacting private employer wage obligations.",1,enforcement,wage_hour,"Strengthens FLSA Equal Pay Act enforcement by narrowing employer defenses to sex-based wage differentials, expanding remedies including punitive damages, and prohibiting retaliation for wage disclosure—all directly tightening private employer wage obligations."
hr1072-115,"To repeal provisions of the Patient Protection and Affordable Care Act and provide private health insurance reform, and for other purposes.",Obamacare Replacement Act,Health,"Abortion|Accounting and auditing|Administrative law and regulatory procedures|Administrative remedies|Advisory bodies|Bank accounts, deposits, capital|Bankruptcy|Child health|Competition and antitrust|Congressional oversight|Contracts and agency|Department of Labor|Employee benefits and pensions|Employment taxes|Federal preemption|Fraud offenses and financial crimes|Government information and archives|Health care costs and insurance|Health care coverage and access|Health personnel|Income tax credits|Income tax deductions|Insurance industry and regulation|Intergovernmental relations|Licensing and registrations|Medicaid|Medicare|Nutrition and diet|Physical fitness and lifestyle|Prescription drugs|Sales and excise taxes|Small business|Social work, volunteer service, charitable organizations|Sports and recreation facilities|State and local government operations|State and local taxation|Tax administration and collection, taxpayers|User charges and fees",1.0,enforcement,healthcare,"The bill amends ERISA to repeal requirements for employer-sponsored group health plans to cover preexisting conditions and prohibits lifetime or annual limits on benefits, directly altering the mandatory coverage obligations of private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to modify employer-sponsored group health plan requirements, impacting private employer obligations as plan sponsors.",1,enforcement,healthcare,"The bill repeals and modifies ERISA and ACA provisions governing employer-sponsored group health plans, including coverage requirements and benefit limitations, directly affecting private employer obligations as plan sponsors."
hjres67-115,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.,,Labor and Employment,Administrative law and regulatory procedures|Congressional oversight|Department of Labor|Employee benefits and pensions|State and local government operations,1.0,enforcement,pension,"The bill nullifies a DOL rule that would have expanded the exemption for state-run payroll deduction savings programs, thereby affecting whether private employers participating in such programs are considered to have established ERISA-covered pension benefit plans, which directly impacts private employer obligations under ERISA.",1,enforcement,pension,"Nullifies a Department of Labor rule that affects how state political subdivisions can establish payroll deduction savings programs for private-sector employees, impacting private employer obligations under ERISA.",1,enforcement,pension,"Nullifies a DOL rule that would have allowed state political subdivisions to establish auto-enrollment retirement savings programs for private-sector employees without triggering ERISA plan sponsor obligations, thereby affecting the stringency of private employer pension obligations under ERISA."
s219-116,A bill to amend the Internal Revenue Code of 1986 to impose an excise tax on employers with low-wage employees.,Corporate Freeloader Fee Act,Taxation,Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Poverty and welfare assistance|Sales and excise taxes|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"The bill imposes an excise tax on employers with low-wage employees but reduces this tax (functioning as a credit/incentive) for employers who provide health and retirement benefits, thereby incentivizing private employers to improve wage and benefit levels.",1,tax_credit_introduction,wage_hour,"Introduces an excise tax on employers with low-wage employees, reduced for those providing health and retirement benefits, incentivizing better wage and benefit practices.",1,enforcement,wage_hour,"Imposes an excise tax penalty on private employers who pay wages below 218% of the federal poverty line, directly regulating low-wage employer conduct and incentivizing higher wages through tax enforcement."
hr2161-112,"To amend the Immigration and Nationality Act to promote innovation, investment, and research in the United States, and for other purposes.",IDEA Act of 2011,Immigration,Administrative law and regulatory procedures|Administrative remedies|Business investment and capital|Department of Homeland Security|Department of Labor|Economic development|Education of the disadvantaged|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Foreign and international corporations|Foreign labor|Government studies and investigations|Government trust funds|Immigration status and procedures|Minority education|Science and engineering education|Small business|Student aid and college costs|Temporary and part-time employment|Unemployment|User charges and fees|Visas and passports|Wages and earnings|Women's education,1.0,enforcement,wage_hour,"The bill revises prevailing wage computation formulas and imposes specific wage requirements and protections for H-1B and L-1 visa holders, directly regulating private employer wage obligations.",,,,"The bill primarily addresses immigration policy, including visa categories and labor certification processes, without directly imposing new wage, hour, or benefit obligations on private employers.",1,enforcement,wage_hour,"The bill revises prevailing wage computation formulas and imposes wage requirements on private employers hiring H-1B and L-1B visa workers, directly regulating private employer wage obligations under immigration labor certification provisions."
s953-113,"A bill to amend the Higher Education Act of 1965 to extend the reduced interest rate for undergraduate Federal Direct Stafford Loans, to modify required distribution rules for pension plans, to limit earnings stripping by expatriated entities, to provide for modifications related to the Oil Spill Liability Trust Fund, and for other purposes.",Student Loan Affordability Act,Taxation,"Budget deficits and national debt|Employee benefits and pensions|Foreign and international corporations|Government lending and loan guarantees|Government trust funds|Higher education|Income tax deductions|Interest, dividends, interest rates|Oil and gas|Pollution liability|Sales and excise taxes|Student aid and college costs|Water quality",1.0,enforcement,pension,"The bill amends the Internal Revenue Code to modify required distribution rules for tax-exempt pension plans, directly regulating private employer obligations regarding retirement benefit plan distributions.",1,enforcement,pension,"Modifies required distribution rules for tax-exempt pension plans, imposing new obligations on private employers as plan sponsors under ERISA Title I.",1,enforcement,pension,"Amends required distribution rules for tax-exempt pension plans under the Internal Revenue Code, imposing new mandatory obligations on private employers as plan sponsors regarding post-death distribution timelines and beneficiary definitions."
s2284-116,"A bill to create a Climate Action Rebate Fund in order to efficiently reduce greenhouse gas emissions, provide a monthly rebate to the American people, encourage innovation of clean energy technologies and create new economic opportunities, ensure the resiliency of our infrastructure, assist with the transition to a clean energy economy, and leave a healthier, more stable, and more prosperous nation for future generations.",Climate Action Rebate Act of 2019,Taxation,"Agricultural conservation and pollution|Air quality|Alternative and renewable resources|Aviation and airports|Border security and unlawful immigration|Buy American requirements|Climate change and greenhouse gases|Coal|Competitiveness, trade promotion, trade deficits|Department of Agriculture|Department of Commerce|Department of Energy|Department of Health and Human Services|Department of Homeland Security|Department of Labor|Department of State|Department of Transportation|Department of Veterans Affairs|Department of the Interior|Economic development|Electric power generation and transmission|Employee benefits and pensions|Employment and training programs|Energy assistance for the poor and aged|Energy efficiency and conservation|Energy prices|Energy storage, supplies, demand|Environmental Protection Agency (EPA)|Environmental technology|Executive agency funding and structure|Export-Import Bank of the United States|Farmland|Floods and storm protection|Foreign aid and international relief|Forests, forestry, trees|Government lending and loan guarantees|Government trust funds|Hazardous wastes and toxic substances|Health facilities and institutions|Health programs administration and funding|Housing and community development funding|Hybrid, electric, and advanced technology vehicles|Income tax credits|Infrastructure development|International law and treaties|International organizations and cooperation|Internet and video services|Land use and conservation|Metals|Mining|Nuclear power|Oil and gas|Public contracts and procurement|Public transit|Railroads|Roads and highways|Rural conditions and development|Sales and excise taxes|Tariffs|Tax administration and collection, taxpayers|Transportation programs funding|U.S. Agency for International Development (USAID)|Veterans' medical care|Wages and earnings|Water quality|Water resources funding",1.0,enforcement,wage_hour,"The bill mandates that all carbon fee revenue spent on infrastructure projects must comply with the Davis-Bacon Act, which imposes prevailing wage obligations on private contractors and subcontractors working on federally-funded projects.",,,,"The bill primarily addresses climate change through carbon fees and rebates, with no direct regulation of private employer wage, hour, or benefit obligations.",1,enforcement,wage_hour,"Bill requires all carbon fee revenue expenditures to comply with Davis-Bacon Act prevailing wage requirements, directly imposing wage obligations on private contractors working on federally-funded projects."
