bill_id,official_title,short_title,policy_area,subjects,category_qwen,bill_type_qwen,reason_qwen,category_4o,bill_type_4o,reason_4o,category_sonnet,bill_type_sonnet,reason_sonnet
hr3595-115,"To amend the Internal Revenue Code of 1986 to provide a credit to employers who provide paid family and medical leave, and for other purposes.",Strong Families Act,Taxation,Congressional oversight|Employee benefits and pensions|Employee leave|Government studies and investigations|Income tax credits|Wages and earnings,1.0,tax_credit_introduction,"Introduces a new tax credit incentivizing private employers to provide paid family and medical leave, which relates to employer obligations regarding protected leave under FMLA.",1,tax_credit_introduction,"Introduces a new tax credit incentivizing private employers to provide paid family and medical leave, relating to FMLA-adjacent employer conduct.",1,tax_credit_introduction,"Introduces a new tax credit incentivizing private employers to voluntarily provide paid family and medical leave, directly relating to FMLA-adjacent employer conduct regarding employee leave benefits."
hr3460-112,To amend the Internal Revenue Code of 1986 to allow temporarily a reduced rate of tax with respect to repatriated foreign earnings.,American Jobs First Act of 2011,Taxation,"Foreign and international corporations|Income tax deductions|Interest, dividends, interest rates|Taxation of foreign income|Wages and earnings",1.0,tax_credit_introduction,"The bill introduces a tax deduction (functioning as a tax credit) for domestic corporations that increase their payroll, directly incentivizing private employer hiring and wage expenditure behavior.",,,"The bill primarily addresses tax deductions related to repatriated foreign earnings and does not impose or modify private employer wage, hour, or benefit obligations.",,,"This bill provides tax incentives for domestic corporations to repatriate foreign earnings based on payroll increases, but does not directly regulate or enforce private employer wage, hour, or benefit obligations covered by FLSA, WARN, ERISA, or FMLA."
hr100-113,"To amend title 11, United States Code, to improve protections for employees and retirees in business bankruptcies.",Protecting Employees and Retirees in Business Bankruptcies Act of 2013,Finance and Financial Sector,Bankruptcy|Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Labor-management relations|Securities|Unemployment|Wages and earnings,1.0,enforcement,"The bill strengthens protections for private employer obligations regarding wages, severance, and retiree benefits during bankruptcy proceedings, directly impacting the enforcement of wage and benefit claims against non-governmental employers.",1,enforcement,"The bill strengthens protections for employees and retirees in business bankruptcies, directly impacting employer obligations related to wages, benefits, and pensions under ERISA and related statutes.",1,enforcement,"This bill strengthens protections for employees and retirees in corporate bankruptcies by increasing priority wage claim limits, requiring severance pay as administrative expenses, imposing stricter standards for rejecting collective bargaining agreements, mandating consideration of job preservation in asset sales, and restricting executive compensation while protecting worker benefits—all of which directly regulate private employer obligations regarding wages, benefits, and pension plans under bankruptcy law."
hr2656-112,"To amend the Internal Revenue Code of 1986 and the Employee Retirement Income Security Act of 1974 to make technical modifications relating to the Worker, Retiree, and Employer Recovery Act of 2008 and the Preservation of Access to Care for Medicare Beneficiaries and Pension Relief Act of 2010.",Pension Technical Modifications Act,Labor and Employment,Employee benefits and pensions,1.0,enforcement,"The bill amends ERISA and the Internal Revenue Code to modify minimum funding standards, contribution formulas, and eligibility requirements for single-employer defined benefit pension plans, directly regulating private employer obligations regarding retirement benefits.",,,"The bill makes technical modifications to pension funding rules under ERISA and the Internal Revenue Code, but does not impose new mandatory obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,"Amends ERISA and the Internal Revenue Code to modify mandatory employer obligations for defined benefit pension plans, including minimum funding requirements, contribution calculations, and benefit accrual limits—directly regulating private employer conduct as pension plan sponsors."
hr4505-115,"To amend the Fair Labor Standards Act of 1938 to establish a minimum salary threshold for bona fide executive, administrative, and professional employees exempt from Federal overtime compensation requirements, and automatically update such threshold every 3 years.",Restoring Overtime Pay Act of 2017,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Labor standards|Wages and earnings,1.0,enforcement,"The bill amends the Fair Labor Standards Act to establish and update the salary threshold for overtime exemptions, directly regulating private employer obligations regarding overtime pay.",1,enforcement,"Establishes and updates a minimum salary threshold for overtime exemption under the FLSA, directly affecting private employer wage obligations.",1,enforcement,"The bill directly strengthens FLSA overtime protections by raising and automatically updating the salary threshold for white-collar overtime exemptions, thereby expanding the number of employees entitled to overtime pay from private employers."
hr2095-115,"To amend the Fair Labor Standards Act of 1938 to prohibit discrimination in the payment of wages on account of sex, race, or national origin, and for other purposes.",Fair Pay Act of 2017,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Legal fees and court costs|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Wages and earnings",1.0,enforcement,"The bill amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin and establishes penalties for violations, directly regulating private employer wage obligations.",1,enforcement,"The bill amends the FLSA to prohibit wage discrimination based on sex, race, or national origin, directly affecting private employer wage obligations.",1,enforcement,"Amends the FLSA to strengthen wage discrimination protections and expand remedies for violations, directly tightening private employer wage obligations regarding equal pay."
hr5006-114,"To amend section 214(c)(8) of the Immigration and Nationality Act to modify the data reporting requirements relating to nonimmigrant employees, and for other purposes.",Visa Transparency Anti-Trafficking Act of 2016,Immigration,Congressional oversight|Cultural exchanges and relations|Foreign labor|Government information and archives|Immigration status and procedures|Visas and passports,1.0,enforcement,"The bill expands data reporting requirements for private employers sponsoring nonimmigrant workers to include compensation details, thereby enhancing transparency and enforcement capabilities regarding wage obligations and potential trafficking or exploitation under the Immigration and Nationality Act.",,,"The bill focuses on expanding data reporting requirements for nonimmigrant visas and does not directly address private employer wage, hour, or benefit obligations.",,,"This bill addresses immigration data reporting requirements for nonimmigrant workers and visa classifications, not private employer wage, hour, or benefit obligations under statutes like FLSA, ERISA, FMLA, or WARN."
s2124-114,"A bill to establish a Federal tax credit approximation matching program for State new jobs training tax credits, and for other purposes.",New Skills for New Jobs Act,Taxation,Education programs funding|Employment and training programs|Higher education|Income tax credits|Licensing and registrations|State and local taxation,1.0,tax_credit_introduction,"The bill introduces a federal tax credit mechanism tied to employer-provided job training, which qualifies under the exception for credits specifically linked to employer-provided training obligations.",,,"The bill establishes a tax credit program for state new jobs training, which relates to education and training incentives, not private employer wage or benefit obligations.",1,tax_credit_introduction,"Introduces a federal tax credit matching program tied to employer-provided job training for new hires, incentivizing private employers to invest in qualified training programs that develop employee skills and credentials."
s254-114,A bill to lower health premiums and increase choice for small businesses.,Small Business Health Relief Act of 2015,Health,Comprehensive health care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Income tax deductions|Sales and excise taxes|Small business|Wages and earnings,1.0,enforcement,"The bill repeals the employer mandate and associated reporting requirements under the Affordable Care Act, directly altering the statutory obligations of private employers regarding the provision of employer-sponsored group health benefit plans.",,,"The bill primarily addresses health insurance market rules and tax provisions, not private employer wage or benefit obligations under ERISA or FLSA.",1,enforcement,"Repeals employer mandate penalties and reporting requirements under the ACA that impose obligations on large private employers regarding health insurance coverage for full-time employees, directly affecting employer-sponsored group health benefit obligations under ERISA-related provisions."
hr5802-113,"To amend the Employee Retirement Income Security Act of 1974 to permit multiemployer plans in critical status to modify plan rules relating to withdrawal liability, and for other purposes.",,Labor and Employment,Corporate finance and management|Employee benefits and pensions,1.0,enforcement,"The bill amends ERISA to modify rules regarding employer withdrawal liability from multiemployer pension plans, directly regulating private employer obligations related to retirement benefit plans.",1,enforcement,"Amends ERISA to allow multiemployer plans in critical status to modify withdrawal liability rules, directly affecting employer obligations under pension plan management.",,,"This bill modifies ERISA withdrawal liability rules for multiemployer pension plans in critical status, addressing plan funding mechanics rather than imposing new mandatory employer conduct obligations regarding wage, hour, or benefit provision."
hr3628-115,To amend the Internal Revenue Code of 1986 to allow employers a credit against income tax for employees who participate in qualified apprenticeship programs.,LEAP Act,Taxation,Employment and training programs|Income tax credits,1.0,tax_credit_introduction,"Introduces a tax credit for employers who hire employees into qualified apprenticeship programs, which qualifies as a credit specifically tied to employer-provided job training.",,,"The bill provides a tax credit for hiring apprentices, which incentivizes employment but does not directly relate to private employer wage, hour, or benefit obligations.",1,tax_credit_introduction,"Introduces a new tax credit incentivizing private employers to hire apprenticeship employees, directly relating to employer-provided job training programs which qualify under wage and hour employer obligations."
s868-115,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,"The bill amends ERISA to impose new disclosure obligations on private employer-sponsored pension plans, directly regulating how retirement benefits are communicated to participants.",1,enforcement,"The bill imposes new disclosure requirements on private employers as plan sponsors under ERISA, directly affecting employer obligations related to employee pension benefit statements.",1,enforcement,"Amends ERISA to impose new mandatory disclosure obligations on private employers as pension plan sponsors, requiring them to provide lifetime income stream equivalents on benefit statements to participants."
hr2109-112,"To provide for each American the opportunity to provide for his or her retirement through a S.A.F.E. account, and for other purposes.",Savings Account for Every American Act of 2011,Labor and Employment,"Employee benefits and pensions|Government employee pay, benefits, personnel management|Government information and archives|Government studies and investigations|Health care costs and insurance|Income tax deductions|Income tax exclusion|Life, casualty, property insurance|Long-term, rehabilitative, and terminal care|Self-employed|Social security and elderly assistance|Veterans' pensions and compensation",1.0,enforcement,"The bill imposes direct obligations on private employers to establish payroll deduction programs and make matching contributions to employee retirement accounts, including penalties for non-compliance, which aligns with ERISA-related employer benefit obligations.",1,enforcement,"The bill mandates private employers to establish payroll deduction programs for employee contributions to S.A.F.E. accounts and imposes penalties for non-compliance, directly affecting employer obligations related to employee benefits.",1,enforcement,"Imposes mandatory obligations on private employers to establish payroll deduction programs for employee S.A.F.E. account contributions and to make matching contributions after 15 years, with penalties for noncompliance—directly creating new employer wage and benefit obligations under ERISA-adjacent retirement plan requirements."
hr5325-113,"To amend the Internal Revenue Code of 1986 to provide tax incentives to meet the needs of the American manufacturing workforce, and for other purposes.",American Manufacturing Workforce Act of 2014,Taxation,Adult education and literacy|Employee benefits and pensions|Employment and training programs|Income tax credits|Industrial policy and productivity|Manufacturing|Student aid and college costs|Vocational and technical education,1.0,tax_credit_introduction,"Introduces a tax credit for employer-provided job training expenses, which qualifies under the exception for credits specifically tied to employer-provided job training.",1,tax_credit_introduction,"Introduces tax credits for employer-provided job training programs in the manufacturing sector, incentivizing private employers to enhance workforce skills, which relates to employer obligations under wage and hour laws.",1,tax_credit_introduction,"Introduces new tax credits specifically for employer-provided job training expenses to develop manufacturing workforce skills, directly incentivizing private employers to invest in employee training programs."
hr5272-114,"To amend the Religious Freedom Restoration Act of 1993 to protect civil rights and otherwise prevent meaningful harm to third parties, and for other purposes.",Do No Harm Act,"Civil Rights and Liberties, Minority Issues","Crimes against women|Disability and health-based discrimination|Employee leave|Employment discrimination and employee rights|First Amendment rights|Health care coverage and access|Housing discrimination|Labor-management relations|Religion|Sex, gender, sexual orientation discrimination|Wages and earnings|Youth employment and child labor",1.0,enforcement,"The bill prevents employers from using the Religious Freedom Restoration Act as a defense against federal laws requiring them to provide wages, compensation, benefits, or leave, thereby strengthening enforcement of private employer obligations under statutes like the FLSA and FMLA.",1,enforcement,"The bill limits the application of RFRA in cases involving employer obligations to provide wages, benefits, or leave, thereby reinforcing enforcement of wage and hour laws and employee rights under FMLA and other statutes.",1,enforcement,"The bill restricts the application of RFRA to prevent religious exemptions from federal laws requiring private employers to provide wages, compensation, benefits, and leave, thereby strengthening enforcement of employer wage and benefit obligations under statutes like FLSA and FMLA."
s1777-115,A bill to amend the Internal Revenue Code of 1986 to impose an excise tax on employers with low-wage employees.,Corporate Responsibility Fee Act of 2017,Taxation,Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Poverty and welfare assistance|Sales and excise taxes|Wages and earnings,1.0,tax_credit_introduction,"The bill imposes an excise tax on employers with low-wage employees but reduces the tax liability for those who provide health and retirement benefits, effectively functioning as a tax incentive (credit) for private employers to offer these benefits.",1,enforcement,"Imposes an excise tax on employers with low-wage employees, incentivizing them to provide better wages and benefits, thus indirectly enforcing wage and benefit obligations.",1,enforcement,"Imposes an excise tax on private employers who pay wages below 218% of the federal poverty line, directly penalizing low-wage employer conduct and thereby strengthening wage-related obligations."
hr3162-112,"To prohibit the Secretary of Labor from implementing certain rules relating to employment of aliens described in section 101(a)(15)(H)(ii)(b) of the Immigration and Nationality Act, and for other purposes.",,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Foreign labor|Temporary and part-time employment|Wages and earnings,1.0,enforcement,"The bill regulates the methodology for computing prevailing occupational wage levels for H-2B temporary workers and other alien labor certifications, directly affecting private employer wage obligations and compliance requirements under federal labor laws.",,,"The bill addresses regulatory procedures for foreign labor wage determinations under the H-2B program, which does not directly impose new wage or benefit obligations on private employers.",1,enforcement,"The bill weakens wage protections by prohibiting the Secretary of Labor from implementing rules that would establish prevailing wage methodologies for H-2B temporary workers, directly affecting private employer wage obligations under labor certification requirements."
hr1121-115,"To amend the Public Health Service Act to prohibit application of pre-existing condition exclusions and to guarantee availability of health insurance coverage in the individual and group market, contingent on the enactment of legislation repealing the Patient Protection and Affordable Care Act, and for other purposes.",Pre-existing Conditions Protection Act of 2017,Health,Disability and health-based discrimination|Employee benefits and pensions|Genetics|Health care costs and insurance|Health care coverage and access|Health information and medical records|Health promotion and preventive care|Insurance industry and regulation|Medical tests and diagnostic methods,1.0,enforcement,"The bill amends ERISA and the Public Health Service Act to mandate that private employer-sponsored group health plans cover pre-existing conditions and prohibit discrimination based on health status, directly regulating private employer benefit obligations.",,,"The bill primarily addresses health insurance market rules and consumer protections, not private employer wage or benefit obligations under ERISA.",1,enforcement,"The bill maintains ERISA obligations on private employers as plan sponsors by preserving requirements that employer-sponsored group health plans cover preexisting conditions, accept all applicants, and comply with workplace wellness program standards."
s818-116,A bill to exempt certain 16- and 17-year-old individuals employed in logging operations from child labor laws.,Future Logging Careers Act,Labor and Employment,"Child safety and welfare|Family relationships|Forests, forestry, trees|Labor standards|Worker safety and health|Youth employment and child labor",1.0,enforcement,"The bill modifies child labor provisions under the Fair Labor Standards Act by creating an exemption for minors working in family-owned logging operations, directly regulating private employer obligations regarding youth employment.",1,enforcement,"Exempts certain 16- and 17-year-olds from child labor laws in logging operations, directly affecting labor standards and employer obligations under the FLSA.",1,enforcement,"The bill weakens FLSA child labor protections by creating a new exemption allowing 16- and 17-year-olds to work in hazardous logging operations under parental ownership, directly reducing private employer obligations under federal child labor laws."
hr2443-113,To amend the Internal Revenue Code of 1986 to exempt certain educational institutions from the employer health insurance mandate.,Safeguarding Children Harmed by Obamacare's Onerous Levies Act,Taxation,"Comprehensive health care|Elementary and secondary education|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Higher education|Sales and excise taxes|Teaching, teachers, curricula",1.0,enforcement,"The bill modifies the definition of 'applicable large employer' under the Internal Revenue Code, directly altering the scope of private employers subject to the employer health insurance mandate, which is a core employer benefit obligation.",,,"The bill exempts certain educational institutions from the employer health insurance mandate, which does not directly impose new obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,"The bill amends the employer mandate under the Affordable Care Act to exempt certain educational institutions from the requirement to provide health insurance coverage to employees, directly weakening private employer obligations under ERISA-related health benefit provisions."
s42-113,A bill to provide anti-retaliation protections for antitrust whistleblowers.,Criminal Antitrust Anti-Retaliation Act of 2013,Commerce,"Administrative remedies|Civil actions and liability|Competition and antitrust|Criminal investigation, prosecution, interrogation|Employment discrimination and employee rights",1.0,enforcement,"The bill prohibits private employers from retaliating against employees who report antitrust violations, directly addressing employer misconduct related to whistleblower retaliation protections.",,,"The bill addresses anti-retaliation protections for antitrust whistleblowers, which is not directly related to private employer wage, hour, or benefit obligations.",,,"Bill protects antitrust whistleblowers from employer retaliation but does not address wage, hour, overtime, pension, health benefits, or leave obligations covered by FLSA, ERISA, FMLA, or WARN Act."
hr1981-114,To amend the Fair Labor Standards Act of 1938 to provide that an employee's `regular rate' for purposes of calculating overtime compensation will not be affected by certain additional payments.,Employee Bonus Protection Act,Labor and Employment,Labor standards|Wages and earnings,1.0,enforcement,"The bill amends the Fair Labor Standards Act to define which payments are excluded from the 'regular rate' used to calculate overtime compensation, directly regulating private employer wage obligations regarding overtime pay.",1,enforcement,"Amends the FLSA to exclude certain bonus payments from the regular rate for overtime calculation, affecting private employer wage obligations.",1,enforcement,"Amends the FLSA's overtime calculation rules by excluding certain bonus payments from the regular rate, directly affecting how private employers calculate overtime compensation owed to employees."
s38-114,A bill to ensure that long-term unemployed individuals are not taken into account for purposes of the employer health care coverage mandate.,Helping Individuals Regain Employment Act,Taxation,Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Unemployment,1.0,enforcement,"The bill modifies the definition of 'full-time employee' under the employer shared responsibility payment provisions of the Internal Revenue Code, directly altering the scope of private employer obligations to provide health coverage under the Affordable Care Act.",,,"The bill modifies the definition of 'full-time employee' for the employer health care coverage mandate, but does not impose new obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,"Amends the employer mandate under the Affordable Care Act to exclude long-term unemployed individuals from full-time employee counts, thereby weakening private employers' obligations to provide health coverage under ERISA-related provisions."
hr4763-114,"To amend the Fair Labor Standards Act of 1938 and the Portal-to-Portal Act of 1947 to prevent wage theft and assist in the recovery of stolen wages, to authorize the Secretary of Labor to administer grants to prevent wage and hour violations, and for other purposes.",Wage Theft Prevention and Wage Recovery Act,Labor and Employment,"Alternative dispute resolution, mediation, arbitration|Civil actions and liability|Community life and organization|Congressional oversight|Criminal investigation, prosecution, interrogation|Employment discrimination and employee rights|Government studies and investigations|Labor standards|Personnel records|Wages and earnings",1.0,enforcement,"The bill amends the Fair Labor Standards Act to strengthen private employer obligations regarding wage payments, overtime compensation, and whistleblower protections, directly addressing wage theft and enforcement mechanisms.",1,enforcement,"The bill strengthens enforcement of wage and hour laws by increasing penalties for violations, requiring employer disclosures, and enhancing employee rights under the FLSA, directly addressing private employer wage obligations.",1,enforcement,"This bill directly strengthens FLSA enforcement by increasing damages for wage violations, extending statutes of limitations, requiring detailed wage disclosures, prohibiting arbitration waivers for wage claims, and funding wage-hour enforcement programs—all tightening private employer wage and hour obligations."
hr4591-111,"To promote labor force participation of older Americans, with the goals of increasing retirement security, reducing the projected shortage of experienced workers, maintaining future economic growth, and improving the Nation's fiscal outlook.",Older Worker Opportunity Act of 2010,Taxation,Advisory bodies|Aging|Employee benefits and pensions|Executive agency funding and structure|Health care costs and insurance|Health care coverage and access|Income tax credits|Wages and earnings,1.0,tax_credit_introduction,"The bill introduces a tax credit for private employers who provide health and retirement benefits to older workers, directly incentivizing employer conduct related to benefit obligations.",1,tax_credit_introduction,"Introduces a tax credit for employers providing health and retirement benefits to older workers, incentivizing private employer benefit obligations.",1,tax_credit_introduction,"Introduces a new tax credit for private employers who pay wages to older workers participating in flexible work programs, incentivizing employment practices related to worker compensation and benefits."
hr2654-113,"To prohibit discrimination on the basis of military service, and for other purposes.",Veterans and Servicemembers Employment Rights and Housing Act of 2013,Armed Forces and National Security,"Employee hiring|Employment and training programs|Employment discrimination and employee rights|Evidence and witnesses|Housing discrimination|Labor-management relations|Marketing and advertising|National Guard and reserves|Veterans' education, employment, rehabilitation",1.0,enforcement,"The bill prohibits private employers from discriminating against employees based on military service, which aligns with the category's inclusion of obligations regarding reinstatement and non-retaliation for service members (e.g., under USERRA), thereby enforcing private employer conduct standards.",1,enforcement,"Prohibits employment discrimination based on military service, directly affecting private employer obligations under employment rights statutes.",1,enforcement,"The bill prohibits private employers from discriminating against employees or applicants based on military service and grants EEOC enforcement powers, directly imposing new employment obligations on non-governmental employers regarding their treatment of service members and veterans."
hr5918-114,To establish requirements for participants in the peer-to-peer economy to be considered independent contractors and not employees for purposes of several employment-related statutes.,,Labor and Employment,Employee leave|Internet and video services|Labor standards|Labor-management relations|Service industries|Telephone and wireless communication|Wages and earnings,1.0,enforcement,"The bill directly regulates private employer obligations under the Fair Labor Standards Act and Family Medical Leave Act by defining worker classification standards for the peer-to-peer economy, thereby determining which workers are entitled to wage, hour, and leave protections.",1,enforcement,"The bill affects the classification of workers in the peer-to-peer economy, exempting them from employee protections under the FLSA and FMLA, thereby impacting private employer wage and benefit obligations.",1,enforcement,"This bill weakens private employer wage and hour obligations by exempting peer-to-peer platform workers from FLSA minimum wage and overtime protections, FMLA leave protections, and NLRA collective bargaining rights when certain conditions are met."
hr1677-114,To amend the Employee Retirement Income Security Act of 1974 to ensure health care coverage value and transparency for dental benefits under group health plans.,Dental Insurance Fairness Act of 2015,Health,Dental care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access,1.0,enforcement,"The bill amends ERISA to impose specific coverage value and transparency requirements on private employers sponsoring self-insured group health plans, directly regulating employer obligations regarding employee welfare benefits.",1,enforcement,"Amends ERISA to impose coverage value requirements on employer-sponsored group health plans for dental benefits, directly affecting private employer obligations as plan sponsors.",1,enforcement,"Amends ERISA to impose new coverage value requirements on employer-sponsored group health plans offering dental benefits, directly creating mandatory obligations for private employers as plan sponsors."
hr2619-114,"To amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes.",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to meet specific wage and benefit obligations, including providing health coverage, retirement benefits, and wages above the federal poverty level.",1,tax_credit_introduction,"Introduces a tax credit for employers who meet specific wage, health coverage, and retirement benefit criteria, directly incentivizing compliance with wage and benefit obligations.",1,tax_credit_introduction,"Introduces a new tax credit for private employers who meet specified wage, health benefit, retirement benefit, and differential pay standards, directly incentivizing employer conduct related to wage and benefit obligations."
hr2317-114,To amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,"The bill amends ERISA to mandate specific lifetime income disclosures for private employer-sponsored retirement plans, directly regulating how employers and plan administrators communicate benefit obligations to employees.",1,enforcement,"The bill amends ERISA to require lifetime income disclosures in pension benefit statements, directly imposing new administrative obligations on private employers as plan sponsors.",,,"This bill modifies ERISA disclosure requirements for pension benefit statements but does not impose new mandatory employer conduct obligations regarding plan funding, fiduciary duties, or participant rights; it only changes informational disclosure format."
hr5372-113,"To amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes.",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to provide minimum essential health coverage, retirement benefits, and wages above the federal poverty level, directly relating to employer-sponsored benefit and wage obligations.",1,tax_credit_introduction,"Introduces a tax credit for employers who meet specific wage, health coverage, and retirement benefit criteria, directly incentivizing compliance with wage and benefit obligations.",1,tax_credit_introduction,"Introduces a new tax credit for private employers who meet specified wage, health benefit, retirement benefit, and differential pay standards, directly incentivizing employer conduct related to wage and benefit obligations."
hr6325-114,"To establish an independent advisory committee to review certain regulations, and for other purposes.",Workforce Regulatory Review Act of 2016,Government Operations and Politics,,1.0,enforcement,"The bill establishes a commission to review and recommend the modification or repeal of regulations governing private employer obligations regarding wages, hours, and employee health, directly affecting the stringency of enforcement under laws like the FLSA and ERISA.",,,"The bill establishes a commission to review and recommend changes to regulations, but does not directly impose or modify private employer wage, hour, or benefit obligations.",1,enforcement,"The bill establishes a commission to review and recommend repeal or modification of regulations governing wages, hours, and employee health with the explicit goal of reducing regulatory requirements by one-third, directly weakening private employer wage and benefit obligations under statutes like FLSA and ERISA."
s984-112,A bill to allow Americans to earn paid sick time so that they can address their own health needs and the health needs of their families.,Healthy Families Act,Labor and Employment,"Civil actions and liability|Congressional oversight|Domestic violence and child abuse|Employee leave|Employment discrimination and employee rights|Government employee pay, benefits, personnel management|Government information and archives|Government liability|Government studies and investigations|Sex offenses|State and local government operations",1.0,enforcement,"The bill mandates that private employers provide paid sick time to employees, directly imposing new wage and benefit obligations on non-governmental employers regarding employee leave and compensation.",1,enforcement,"The bill mandates that private employers provide paid sick time, directly imposing new wage and benefit obligations on employers, aligning with FMLA-adjacent employer conduct.",1,enforcement,"Mandates that private employers with 15+ employees provide paid sick time accrual and usage rights, directly imposing new wage and hour obligations enforceable through civil actions and agency investigations."
hr377-113,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Paycheck Fairness Act,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Public contracts and procurement|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Small business|Wages and earnings|Women's employment",1.0,enforcement,"The bill amends the Fair Labor Standards Act to strengthen prohibitions against sex-based wage discrimination, revise the bona fide factor defense, and expand remedies and class action rights for private employers, directly regulating private employer wage obligations.",1,enforcement,"The bill amends the FLSA to strengthen enforcement against sex-based wage discrimination, directly affecting private employer wage obligations.",1,enforcement,"This bill strengthens the Equal Pay Act by tightening the standards for wage differential defenses, expanding remedies including punitive damages and class actions, and prohibiting retaliation against employees who discuss wages—all of which directly regulate private employer wage obligations under the FLSA."
hjres67-115,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.,,Labor and Employment,Administrative law and regulatory procedures|Congressional oversight|Department of Labor|Employee benefits and pensions|State and local government operations,1.0,enforcement,"The bill disapproves a DOL rule that would have exempted state-run payroll deduction savings programs for private-sector employees from ERISA regulation, thereby maintaining stricter federal oversight and fiduciary obligations on these employer-related benefit arrangements.",1,enforcement,"The bill nullifies a Department of Labor rule that affects how state political subdivisions can establish payroll deduction savings programs for private-sector employees, impacting employer obligations under ERISA.",1,enforcement,"This resolution nullifies a DOL rule that would have allowed state political subdivisions to establish auto-enrollment retirement savings programs for private-sector employees without triggering ERISA plan sponsor obligations on employers, thereby affecting the scope of private employer retirement benefit obligations under ERISA."
s219-116,A bill to amend the Internal Revenue Code of 1986 to impose an excise tax on employers with low-wage employees.,Corporate Freeloader Fee Act,Taxation,Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Poverty and welfare assistance|Sales and excise taxes|Wages and earnings,1.0,tax_credit_introduction,"The bill imposes an excise tax on employers with low-wage workers but reduces this tax for those providing health and retirement benefits, effectively functioning as a tax incentive (credit) for private employers to offer these benefits, which aligns with the category's scope on employer benefit obligations.",1,enforcement,"Imposes an excise tax on private employers with low-wage employees, incentivizing them to raise wages or provide health and retirement benefits, thus relating to employer wage and benefit obligations.",1,enforcement,"Imposes an excise tax penalty on private employers who pay wages below 218% of the federal poverty line, directly regulating employer wage practices by creating a financial disincentive for low-wage employment."
hr2161-112,"To amend the Immigration and Nationality Act to promote innovation, investment, and research in the United States, and for other purposes.",IDEA Act of 2011,Immigration,Administrative law and regulatory procedures|Administrative remedies|Business investment and capital|Department of Homeland Security|Department of Labor|Economic development|Education of the disadvantaged|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Foreign and international corporations|Foreign labor|Government studies and investigations|Government trust funds|Immigration status and procedures|Minority education|Science and engineering education|Small business|Student aid and college costs|Temporary and part-time employment|Unemployment|User charges and fees|Visas and passports|Wages and earnings|Women's education,1.0,enforcement,"The bill revises H-1B and L-1 visa provisions to impose specific wage requirements and protections against U.S. worker displacement on private employers, directly regulating private employer wage obligations.",,,"The bill primarily addresses immigration policy and visa provisions, not private employer wage or benefit obligations.",1,enforcement,"The bill revises prevailing wage computation formulas and imposes wage requirements on private employers hiring H-1B and L-1B visa workers, directly regulating private employer wage obligations under immigration labor certification provisions."
