bill_id,category_ids,category_labels,bill_type,reason
hr1430-113,,,,"The bill concerns the extension of state seaward boundaries and the management of submerged lands, oil and gas rights, and fisheries, which are matters of natural resources and intergovernmental relations rather than private employer wage, hour, or benefit obligations."
s2501-113,,,,"The bill adjusts Medicare payment rates and risk adjustment methodologies for hospitals under the Hospital Readmissions Reduction Program, which constitutes government reimbursement policy rather than regulation of private employer wage, hour, or benefit obligations."
hr4106-107,,,,"The bill suspends import duties on a chemical product, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr5075-110,,,,"The bill extends a duty suspension on a specific chemical product under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr6654-112,,,,"The bill focuses on customs enforcement, intellectual property protection, and information sharing regarding counterfeit merchandise, which does not involve private employer wage, hour, or benefit obligations."
hr3005-110,,,,"The bill expands Medicare coverage for glaucoma screenings and establishes a grant program for medical screenings, which relates to government reimbursement rates and public health initiatives rather than private employer wage, hour, or benefit obligations."
hr252-107,,,,"The bill establishes a dependent care assistance program specifically for Federal employees, which constitutes public-sector benefits rather than obligations imposed on non-governmental private employers."
hr4095-108,1,Wage Hour & Benefits,enforcement,"The bill amends the Family and Medical Leave Act (FMLA) to extend leave benefits to domestic partners and increase leave duration for spouses employed by the same employer, directly regulating private employer obligations regarding protected family and medical leave."
hr3178-109,,,,"The bill regulates drinking water safety and lead contamination under the Safe Drinking Water Act, imposing obligations on water systems and federal agencies rather than private employer wage, hour, or benefit obligations."
hr3857-111,,,,"The bill addresses retirement credit for federal employees and Members of Congress, which involves public-sector personnel benefits rather than private employer wage, hour, or benefit obligations."
hr311-108,,,,"The bill adjusts individual capital gains tax rates and does not regulate private employer wage, hour, or benefit obligations."
s3698-109,,,,"The bill focuses on environmental protection, carbon emissions reduction, and energy policy under the Clean Air Act, with no provisions regulating private employer wage, hour, or benefit obligations."
hr2528-111,,,,"The bill extends a tax credit for renewable energy production (biomass facilities), which is an energy policy measure unrelated to private employer wage, hour, or benefit obligations."
s2370-109,,,,"The bill addresses U.S. foreign policy, international aid, and sanctions related to the Palestinian Authority and Hamas, containing no provisions regulating private employer wage, hour, or benefit obligations."
s237-107,,,,"The bill addresses the taxation of Social Security benefits, which is a public assistance program administered by the government, not a private employer wage, hour, or benefit obligation."
s3121-109,,,,"The bill regulates personnel reductions within the Air Force Space Command, a government/military entity, and does not impose wage, hour, or benefit obligations on non-governmental private employers."
hr3447-110,,,,"The bill addresses the appointment, removal, and operational independence of the U.S. Surgeon General, a federal government official, and does not regulate private employer wage, hour, or benefit obligations."
s3516-109,,,,"The bill adjusts Medicare payment rates for physicians' services, which sets government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
hr6182-109,,,,"The bill primarily establishes occupational safety standards (safe patient handling) under OSHA to prevent workplace injuries, which falls under workplace safety rather than wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA/FMLA compliance."
hr3779-113,,,,"The bill mandates reporting on violations by intelligence community personnel, which are government employees, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit misconduct."
hr5001-109,,,,"The bill focuses on federal homeland security information sharing, intelligence analysis, and federal employee training within the Department of Homeland Security, rather than regulating private employer wage, hour, or benefit obligations."
hr3633-107,,,,"The bill establishes a government-administered compensation fund for victims of a terrorist attack, which is a public assistance program and not related to private employer wage, hour, or benefit obligations."
s2312-111,,,,"The bill addresses tariff suspensions for a specific chemical under the Harmonized Tariff Schedule, which relates to foreign trade policy and does not involve private employer wage, hour, or benefit obligations."
hr2572-110,,,,"The bill establishes a federal student loan forgiveness program for nurses administered by the Department of Education, which is a government benefit program rather than a regulation of private employer wage, hour, or benefit obligations."
hr940-114,,,,"The bill primarily addresses religious exemptions from health insurance coverage mandates and prohibits discrimination against entities refusing to provide abortion-related services, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA fiduciary duties."
s2186-109,,,,"The bill establishes a commission to evaluate congressional ethics and safeguards, which pertains to government operations and legislative conduct rather than private employer wage, hour, or benefit obligations."
hr144-108,,,,"The bill regulates the definition and sale of firearms under the Brady Handgun Violence Prevention Act, which is unrelated to private employer wage, hour, or benefit obligations."
hr1955-115,,,,"The bill adjusts Medicare payment rates to hospitals, which sets government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
hr6694-110,,,,"The bill regulates FHA-insured mortgage downpayment requirements and insurance premiums, which are housing finance issues, not private employer wage, hour, or benefit obligations."
s2887-110,,,,"The bill focuses on firefighter safety standards and compliance surveys for fire departments, which are primarily public-sector entities, and does not regulate private employer wage, hour, or benefit obligations."
s3294-111,,,,"The bill concerns the designation of wilderness areas and land conveyances in Idaho, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr2499-113,,,,"The bill provides tax exclusions and deductions for employer-provided health coverage for domestic partners and other beneficiaries, which falls under the exclusion for general tax benefits unrelated to wage/hour obligations or private employer benefit compliance mandates."
hr5700-109,,,,"The bill amends the Clean Air Act to regulate fuel standards and EPA administrative procedures, which is unrelated to private employer wage, hour, or benefit obligations."
s1082-115,1,Wage Hour & Benefits,enforcement,"The bill amends the WARN Act to impose new obligations on private employers regarding plant closings, specifically requiring them to offer employees the opportunity to purchase the facility through an ESOP or worker-owned cooperative, which directly regulates employer conduct related to mass layoffs and plant closures."
hr555-113,,,,"The bill authorizes the Secretary of the Interior to conduct onshore oil and gas lease sales via the internet, which relates to federal resource management and government procurement rather than private employer wage, hour, or benefit obligations."
hr534-108,,,,"The bill prohibits human cloning and addresses medical ethics and research regulations, which are unrelated to private employer wage, hour, or benefit obligations."
s10-107,,,,"The bill primarily establishes a new government-administered Medicare Part D prescription drug benefit program and adjusts Medicaid payments, which are public benefit programs rather than regulations of private employer wage, hour, or benefit obligations."
s488-114,,,,"The bill adjusts Medicare payment rules and supervision requirements for rehabilitation programs under the Social Security Act, which constitutes government reimbursement policy rather than a regulation of private employer wage, hour, or benefit obligations."
hr3063-110,,,,"The bill adjusts the boundary of a National Historic Site and authorizes land acquisition by the federal government, which does not involve private employer wage, hour, or benefit obligations."
hr2703-112,,,,"The bill mandates refractive eye surgery coverage for members of the uniformed services, which are government employees, and does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hr3669-106,,,,"The bill establishes a pilot project for the GAO to audit federal agency rulemaking processes and does not regulate private employer wage, hour, or benefit obligations."
hr3578-114,,,,"The bill focuses on restructuring the Department of Homeland Security's Directorate of Science and Technology and addressing personnel conflicts of interest for government employees, which does not involve private employer wage, hour, or benefit obligations."
hr4431-113,,,,"The bill addresses the calculation and reduction of government-administered emergency unemployment compensation benefits, which are public assistance programs rather than private employer wage, hour, or benefit obligations."
hjres40-114,,,,"The bill proposes a constitutional amendment regarding legislative procedure (single-subject rule) and does not regulate private employer wage, hour, or benefit obligations."
hr1391-113,,,,"The bill designates a USPS facility name as a memorial, which is a symbolic government operations measure and does not regulate private employer wage, hour, or benefit obligations."
s935-109,,,,"The bill regulates firearms under the National Firearms Act and does not address private employer wage, hour, or benefit obligations."
s255-108,,,,"The bill establishes fuel efficiency standards for vehicles and the federal fleet, which relates to transportation and energy policy rather than private employer wage, hour, or benefit obligations."
hr4732-107,,,,"The bill provides a tax deduction for individuals regarding student loan interest, which is a personal income tax provision unrelated to private employer wage, hour, or benefit obligations."
s3443-110,,,,"The bill authorizes EPA grants to municipalities for water pollution control infrastructure and updates financial capability guidance for communities; it does not regulate private employer wage, hour, or benefit obligations."
hr2903-111,,,,"The bill appropriates funds for the construction of digital TV translators to address broadcast coverage gaps, which is a telecommunications infrastructure issue unrelated to private employer wage, hour, or benefit obligations."
s1763-112,,,,"The bill focuses on combating violent crimes against Native women through grant programs and jurisdictional adjustments for tribal governments, which does not involve private employer wage, hour, or benefit obligations."
s1290-110,,,,"The bill amends Title 38 to regulate the Department of Veterans Affairs' contracting with state agencies for approving veterans' education and apprenticeship programs, which involves government administration of public benefits rather than private employer wage, hour, or benefit obligations."
hr1531-109,,,,"The bill is a private immigration relief measure for an individual and does not regulate private employer wage, hour, or benefit obligations."
hr412-113,,,,"The bill designates river segments for study under the Wild and Scenic Rivers Act, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr3766-111,,,,"The bill appropriates funds from TARP to HUD for housing trust funds and mortgage assistance, which are government-administered programs and do not regulate private employer wage, hour, or benefit obligations."
s2228-113,,,,"The bill focuses on environmental protection and water resource funding for rural communities under the Clean Water Act, with no provisions regulating private employer wage, hour, or benefit obligations."
hr5568-114,,,,"The bill authorizes foreign aid and military assistance to Tunisia for counter-terrorism purposes; it does not regulate private employer wage, hour, or benefit obligations."
hr1373-113,1,Wage Hour & Benefits,enforcement,"The bill mandates that mine operators provide full compensation at the regular rate of pay for miners idled due to safety withdrawal orders, directly imposing a wage obligation on private employers."
s2867-113,,,,"The bill authorizes grants for teacher preparation programs and provides stipends to trainees, but it does not regulate private employer wage, hour, or benefit obligations, nor does it impose compliance requirements on non-governmental employers."
hr409-107,,,,"The bill reorganizes federal judicial districts in New Jersey and does not regulate private employer wage, hour, or benefit obligations."
hr5414-112,,,,"The bill suspends tariffs on lead-acid batteries, which is a matter of foreign trade and international finance, not private employer wage, hour, or benefit obligations."
hr5812-112,,,,"The bill addresses federal student loan interest rates and individual income tax rates, which are government lending and general tax policy matters, not private employer wage, hour, or benefit obligations."
s2514-109,,,,"The bill adjusts import duties on specific chemical formulations under the Harmonized Tariff Schedule, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s1449-107,,,,"The bill establishes a federal office for combating terrorism and coordinating government strategy, which does not involve private employer wage, hour, or benefit obligations."
hr5382-108,,,,"The bill regulates safety standards, licensing, and liability for the commercial space flight industry, which does not involve private employer wage, hour, or benefit obligations."
hr958-111,,,,"The bill amends Title 5 of the U.S. Code to adjust retirement annuity calculations for federal employees under the Federal Employees' Retirement System, which involves public-sector personnel management rather than private employer wage, hour, or benefit obligations."
s3590-109,,,,"The bill addresses Medicaid eligibility documentation requirements under the Social Security Act, which is a public assistance program and does not regulate private employer wage, hour, or benefit obligations."
hr5048-111,,,,"The bill regulates consumer reporting agencies and credit resellers regarding the inclusion of military service alerts in credit reports, which falls under consumer credit protection rather than private employer wage, hour, or benefit obligations."
hr4990-113,,,,"The bill authorizes the appointment of additional immigration judges within the Department of Justice, which is a government personnel and judicial administration matter, not a regulation of private employer wage, hour, or benefit obligations."
s3009-107,,,,"The bill extends federal unemployment insurance benefits, which is a public assistance program administered by the government, rather than regulating private employer wage, hour, or benefit obligations."
hr3392-114,,,,"The bill directs the Department of Energy to prioritize carbon capture research and development, which is an energy policy matter and does not regulate private employer wage, hour, or benefit obligations."
s2269-112,,,,"The bill addresses antitrust laws and voluntary economic coordination, which are unrelated to private employer wage, hour, or benefit obligations."
hr1135-111,,,,"The bill primarily addresses motorcoach safety standards, driver training, and vehicle retrofitting, with tax credits and grants tied to safety compliance rather than private employer wage, hour, or benefit obligations."
s1805-114,,,,"The bill regulates pricing formulas for school lunches under the National School Lunch Act, which involves public school food authorities and government-funded programs, not private employer wage, hour, or benefit obligations."
s3344-109,,,,"The bill adjusts tariff duties on imported cotton fabrics and establishes a trust fund for promoting U.S.-grown cotton, which relates to foreign trade and agriculture rather than private employer wage, hour, or benefit obligations."
hr3281-109,,,,"The bill establishes a national wildlife refuge and directs the Secretary of the Interior to acquire land, which is a public lands and natural resources matter unrelated to private employer wage, hour, or benefit obligations."
hr1635-111,,,,"The bill authorizes engineering and analysis for public transit infrastructure projects, which does not involve private employer wage, hour, or benefit obligations."
hr3132-113,,,,"The bill focuses on the administrative reorganization and internal governance of the Nuclear Regulatory Commission, a federal agency, and does not regulate private employer wage, hour, or benefit obligations."
hr2769-112,,,,"The bill restricts federal funding for mandatory mental health screening programs in educational settings and does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr2072-115,,,,"The bill addresses identity verification procedures for federal student aid applications and does not regulate private employer wage, hour, or benefit obligations."
hjres111-113,,,,"The bill concerns the reappointment of a citizen regent to the Smithsonian Institution Board of Regents, which is a matter of government operations and does not involve private employer wage, hour, or benefit obligations."
hr3727-110,,,,"The bill amends Title 5 of the U.S. Code to provide premium pay to Federal employees, which involves public-sector compensation rather than private employer wage, hour, or benefit obligations."
s1151-116,,,,"The bill restricts federal government procurement contracts based on foreign policy criteria regarding Venezuela, rather than regulating private employer wage, hour, or benefit obligations."
hr4593-106,,,,"The bill focuses on employment discrimination (Title VII, ADEA, ADA) and dispute resolution mechanisms, which fall under civil rights rather than wage, hour, or benefit obligations such as minimum wage, overtime, WARN Act notice, or ERISA plan management."
s575-115,,,,"The bill regulates debt collection practices involving federal agencies and does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr4449-109,,,,"The bill imposes a windfall profit tax on oil companies and provides tax credits for consumers purchasing fuel-efficient vehicles, neither of which regulates private employer wage, hour, or benefit obligations."
s3470-109,,,,"The bill concerns customs liquidation and tariff refunds for specific imported goods, which does not involve private employer wage, hour, or benefit obligations."
hr4814-115,,,,"The bill regulates the ability of local governments and tribes to provide broadband services and prevents discrimination by public providers; it does not impose wage, hour, or benefit obligations on private non-governmental employers."
s2604-111,,,,"The bill suspends tariffs on specific imported goods (threaded stoppers, caps, and lids), which is a matter of foreign trade and international finance, not private employer wage, hour, or benefit obligations."
hr876-111,,,,"The bill authorizes normal trade relations treatment for Kazakhstan, which is a foreign trade policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr2824-110,,,,"The bill addresses federal-Indian relations, tribal citizenship rights, and treaty obligations with the Cherokee Nation, which does not involve private employer wage, hour, or benefit misconduct."
s2399-114,,,,"The bill primarily addresses environmental protection, greenhouse gas emissions, and climate change mitigation through fees and grants, without imposing wage, hour, or benefit obligations on private employers."
hr685-109,,,,"The bill primarily amends federal bankruptcy laws and consumer credit protections, which are financial regulations rather than direct mandates on private employer wage, hour, or benefit obligations under FLSA, WARN, ERISA, or FMLA."
s1140-110,,,,"The bill modifies the foreign earned income exclusion for individual taxpayers, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
s978-112,,,,"The bill addresses criminal penalties for copyright infringement, which is unrelated to private employer wage, hour, or benefit obligations."
hr3204-107,,,,"The bill addresses intellectual property infringement and state sovereign immunity, which are unrelated to private employer wage, hour, or benefit obligations."
hr526-110,,,,"The bill addresses federal funding for special education under the Individuals with Disabilities Education Act (IDEA), which involves government grants to states and public school systems, not private employer wage, hour, or benefit obligations."
s1040-109,,,,"The bill regulates consumer credit disclosures under the Truth in Lending Act, which pertains to financial services and consumer protection rather than private employer wage, hour, or benefit obligations."
hr4577-106,,,,"The bill is a consolidated appropriations act that primarily funds government agencies and programs, including the Department of Labor, but does not substantively regulate private employer wage, hour, or benefit obligations or introduce specific tax credits tied to such compliance."
s3320-111,,,,"The bill focuses on federal research initiatives, grants, and education programs for pancreatic cancer administered by HHS, NIH, and CDC, rather than regulating private employer wage, hour, or benefit obligations."
hjres3-116,,,,"The bill designates a commemorative month for gospel music and does not regulate private employer wage, hour, or benefit obligations."
hr1213-107,,,,"The bill regulates interstate transportation and disposal of municipal solid waste, which is an environmental protection issue unrelated to private employer wage, hour, or benefit obligations."
s492-111,,,,"The bill addresses Social Security tax coverage for elected or appointed members of local government boards, which involves public-sector entities and government benefit programs rather than private employer wage, hour, or benefit obligations."
s912-110,,,,"The bill primarily provides tax credits for public school construction bonds and mandates labor standards for public school projects, which involves government-funded infrastructure rather than regulating private employer wage, hour, or benefit obligations."
s2676-109,,,,"The bill authorizes the Secretary of Agriculture to enter into partnership agreements for Forest Service activities and amends the National Forest Foundation Act; it does not regulate private employer wage, hour, or benefit obligations."
hr5371-106,,,,"The bill establishes a National Historic Site to commemorate a historical event and does not regulate private employer wage, hour, or benefit obligations."
hr4859-107,,,,"The bill establishes a settlement fund for the Spokane Tribe of Indians regarding hydropower claims against the federal government; it does not regulate private employer wage, hour, or benefit obligations."
s481-111,,,,"The bill appropriates funds for FBI agents to investigate financial crimes, which is a law enforcement funding measure and does not regulate private employer wage, hour, or benefit obligations."
hr4783-113,,,,"The bill focuses on mental health infrastructure, firearm prohibitions, and grants for state/local programs and veterans' treatment courts, rather than regulating private employer wage, hour, or benefit obligations."
hr2927-113,,,,"The bill delays the implementation of ACA tax provisions based on reporting accuracy concerns, but does not directly regulate private employer wage, hour, or benefit obligations, nor does it introduce or remove a tax credit specifically tied to employer wage/hour compliance or benefit provision conduct."
hr2537-112,,,,"The bill primarily authorizes government grants for job training and economic development in high-unemployment cities and removes a tax deduction for oil companies; it does not regulate private employer wage, hour, or benefit obligations, nor does it introduce tax credits tied to employer-provided benefits or training compliance."
s1490-108,,,,"The bill focuses on eliminating federal tobacco quotas and providing transition payments to tobacco producers and communities, which relates to agricultural subsidies and farm policy rather than private employer wage, hour, or benefit obligations."
s3073-109,,,,"The bill suspends import duties on Indoxacarb, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr1739-116,,,,"The bill provides tax credits for charitable donations to nonprofit organizations for workforce training and scholarships, which is a general tax incentive unrelated to private employer wage, hour, or benefit obligations."
hr4564-108,,,,"The bill addresses retirement age, bonuses, and reserve service provisions for employees of the Federal Bureau of Investigation, which is a federal government agency; therefore, it concerns public-sector employment rather than private employer wage, hour, or benefit obligations."
s3272-109,,,,"The bill suspends import duties on specific chemical mixtures under the Harmonized Tariff Schedule, which relates to foreign trade and international finance rather than private employer wage, hour, or benefit obligations."
s2743-107,,,,"The bill addresses water rights settlements, land transfers, and environmental restoration for the Zuni Indian Tribe, involving government trust funds and tribal agreements rather than private employer wage, hour, or benefit obligations."
hr1250-107,,,,"The bill reauthorizes federal appropriations for Native Hawaiian education programs under the Elementary and Secondary Education Act, which is a government-funded education initiative and does not regulate private employer wage, hour, or benefit obligations."
s1232-110,,,,"The bill focuses on health and safety protocols for students in schools and grants to local educational agencies, rather than regulating private employer wage, hour, or benefit obligations."
s926-110,,,,"The bill regulates tax deductions for insurance companies regarding policyholder disaster funds, which relates to insurance solvency and tax policy rather than private employer wage, hour, or employee benefit obligations."
s1060-115,,,,"The bill addresses international affairs, sanctions, and diplomatic relations regarding the Palestine Liberation Organization, and does not regulate private employer wage, hour, or benefit obligations."
hr2602-114,,,,"The bill focuses on enhancing federal law enforcement resources and training for investigating cybercrimes against persons, which does not involve regulating private employer wage, hour, or benefit obligations."
hr727-107,,,,"The bill regulates the classification and safety standards of low-speed electric bicycles under the Consumer Product Safety Act, which does not involve private employer wage, hour, or benefit obligations."
hr2919-115,,,,"The bill modifies eligibility requirements for a federal student loan forgiveness program under the Higher Education Act, which is a government benefit program, not a regulation of private employer wage, hour, or benefit obligations."
hr3000-109,1,Wage Hour & Benefits,enforcement,"The bill amends the Fair Labor Standards Act to provide employees with leave to receive necessary health care services, directly imposing a new wage and hour obligation on private employers."
s2116-110,,,,"The bill adjusts corporate tax deductions for stock option compensation, which is a general corporate tax policy matter and does not regulate private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA plan fiduciary duties."
s753-114,,,,"The bill addresses Social Security benefit eligibility regarding marriage validity, which is a public assistance program administered by the government, not a private employer wage, hour, or benefit obligation."
s1590-110,,,,"The bill concerns the reinstatement of a Federal Energy Regulatory Commission license for a hydroelectric project, which is an energy regulation matter and does not involve private employer wage, hour, or benefit obligations."
hr28-114,,,,"The bill approves a permit for the Keystone XL pipeline project, which relates to energy infrastructure and environmental regulation, not private employer wage, hour, or benefit obligations."
s2661-106,,,,"The bill suspends import duties on machinery for manufacturing DVDs, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr1488-107,,,,"The bill regulates consumer product safety for amusement park rides under the CPSC, which does not involve private employer wage, hour, or benefit obligations."
s1633-112,,,,"The bill adjusts educational assistance rates for members of the Selected Reserve, which is a government-administered benefit program under the Department of Defense, not a regulation of private employer wage, hour, or benefit obligations."
s2267-114,,,,"The bill focuses on federal financial aid eligibility, student loan administration, and tuition rates for homeless and foster youth under the Higher Education Act, rather than regulating private employer wage, hour, or benefit obligations."
hr4628-106,,,,"The bill adjusts Medicare coverage for specific drugs, which sets government reimbursement rates and does not regulate private employer wage, hour, or benefit obligations."
hr6254-114,,,,"The bill regulates internet content filtering policies for schools and libraries receiving universal service support, which does not involve private employer wage, hour, or benefit obligations."
hr85-107,,,,"The bill authorizes appropriations for the Trade Adjustment Assistance program, which is a federal public assistance program for displaced workers, rather than regulating private employer wage, hour, or benefit obligations."
s444-109,,,,"The bill establishes a government-funded demonstration project to train unemployed workers for healthcare jobs, which is a workforce development and education initiative rather than a regulation of private employer wage, hour, or benefit obligations."
s2235-110,,,,"The bill designates a facility as the 'National Ag Science Center' and does not regulate private employer wage, hour, or benefit obligations."
hr4737-111,,,,"The bill focuses on HUD funding for community development and affordable housing capacity building, which does not regulate private employer wage, hour, or benefit obligations."
hr3947-110,,,,"The bill modifies tax rules for health flexible spending arrangements (FSAs) to allow carryforward of unused funds, which is a general tax policy change regarding employee benefit plan administration rather than a regulation of private employer wage, hour, or benefit obligations or a tax credit incentivizing specific employer conduct."
hr4379-108,,,,"The bill provides a tax exclusion for employees regarding dependent care assistance, which is classified as a general tax or family policy benefit unrelated to private employer wage, hour, or benefit compliance obligations."
hr4419-114,,,,"The bill focuses on financial disclosure requirements for District of Columbia judges and administrative improvements to the DC court system, which involves government officials and judicial operations rather than private employer wage, hour, or benefit obligations."
hr1344-107,,,,"The bill addresses federal preemption regarding state medical marijuana laws and drug scheduling, which does not involve private employer wage, hour, or benefit obligations."
hr5858-111,,,,"The bill authorizes federal grants for the construction and upgrading of non-federal fire stations, which is an infrastructure and emergency management funding measure, not a regulation of private employer wage, hour, or benefit obligations."
s783-113,,,,"The bill concerns the management, sale, and fee structure of the Federal Helium Reserve under the Department of the Interior, which involves government resource stewardship rather than private employer wage, hour, or benefit obligations."
s2938-107,,,,"The bill focuses on visa issuance procedures, data entry requirements, and security studies regarding foreign national personnel, which are matters of immigration and national security rather than private employer wage, hour, or benefit obligations."
hr290-113,,,,"The bill addresses the federal public debt limit and government borrowing authority, which are matters of public finance and do not regulate private employer wage, hour, or benefit obligations."
hr2787-115,,,,"The bill establishes a clinical observation pilot program within the Department of Veterans Affairs for pre-med students, which is a government educational initiative and does not regulate private employer wage, hour, or benefit obligations."
hr3219-109,,,,"The bill adjusts import duties on a specific chemical (Cyhalofop) under the Harmonized Tariff Schedule, which relates to foreign trade and international finance rather than private employer wage, hour, or benefit obligations."
hr5111-112,,,,"The bill suspends import duties on a specific chemical product (copper peptide) under the Harmonized Tariff Schedule, which relates to foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s375-109,,,,"The bill focuses on public health initiatives, influenza vaccine supply, and a tax credit for vaccine manufacturing facilities, none of which regulate private employer wage, hour, or employee benefit obligations."
hr4632-114,,,,"The bill adjusts Medicare coverage and payment rules for a specific medical screening test, which constitutes government reimbursement policy rather than regulation of private employer wage, hour, or benefit obligations."
hr523-113,,,,"The bill repeals an excise tax on medical device manufacturers, which is a general tax policy matter and does not regulate private employer wage, hour, or benefit obligations."
s3989-109,,,,"The bill establishes a trust fund for homeland security and law enforcement appropriations, which does not regulate private employer wage, hour, or benefit obligations."
hr5292-107,,,,"The bill focuses on federal government procurement, debarment, and suspension of contractors, which relates to government operations and public contracting rather than private employer wage, hour, or benefit obligations."
hr4578-115,,,,"The bill focuses on expanding the duties of U.S. Customs and Border Protection for counter-terrorism and border security, which involves government agencies and law enforcement rather than regulating private employer wage, hour, or benefit obligations."
s3407-112,,,,"The bill focuses on federal grants and contracts to support medical education and training in palliative care, rather than regulating private employer wage, hour, or benefit obligations."
hr5519-112,,,,"The bill suspends import duties on a specific chemical product, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr310-110,,,,"The bill regulates commercial concession contracts and leasehold interests within the National Park Service, which involves government land management and contracting rather than private employer wage, hour, or benefit obligations."
s2200-108,,,,"The bill extends normal trade relations to Laos, which is a foreign trade policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr552-107,,,,"The bill concerns the management of roadless areas in national forests and does not involve private employer wage, hour, or benefit obligations."
hr4406-113,,,,"The bill regulates the risk corridor payment adjustments for health insurance plans under the ACA, which involves government reimbursement mechanisms and insurance market rules rather than imposing direct wage, hour, or benefit obligations on private employers."
s3493-111,,,,"The bill authorizes appropriations for a public health awareness campaign regarding gynecologic cancers and grants to nonprofit entities, which does not impose wage, hour, or benefit obligations on private employers."
hjres102-113,,,,"The bill appoints a citizen regent to the Smithsonian Institution Board of Regents, which is a matter of government operations and does not regulate private employer wage, hour, or benefit obligations."
hr4725-113,,,,"The bill expands eligibility for VA-administered hospice care programs for veterans, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr4455-115,,,,"The bill primarily addresses disaster relief and mitigation under the Stafford Act, and while it mentions funding overtime wages for extra hires, these are for state/local government employees or contractors facilitating code enforcement, not private employer wage or benefit obligations."
hr2453-108,,,,"The bill amends Medicare coverage rules for adult day care services, which sets government reimbursement rates and program benefits rather than regulating private employer wage, hour, or benefit obligations."
hr188-107,,,,"The bill reenacts Chapter 12 of the Bankruptcy Code for family farmers, which relates to debt adjustment and financial restructuring rather than private employer wage, hour, or benefit obligations."
hr1360-110,,,,"The bill addresses state income tax jurisdiction for nonresident telecommuters, which is a matter of state taxation policy and individual tax liability, not private employer wage, hour, or benefit obligations."
hr137-107,,,,"The bill adjusts grant limitations for the National Endowment for the Arts, which is unrelated to private employer wage, hour, or benefit obligations."
s871-110,,,,"The bill establishes Individual Development Accounts (IDAs) for low-income individuals and provides tax credits to financial institutions or nonprofits for administering these accounts, which constitutes general tax and family policy rather than regulating private employer wage, hour, or benefit obligations."
hr2977-107,,,,"The bill addresses international arms control and space policy, containing no provisions related to private employer wage, hour, or benefit obligations."
s2329-111,,,,"The bill suspends tariffs on specific plastic fittings, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr5845-113,,,,"The bill focuses on addressing the opioid epidemic through grants, task forces, and criminal justice reforms, without imposing wage, hour, or benefit obligations on private employers."
s2582-112,,,,"The bill suspends duties on textile device book style covers under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hjres8-108,,,,"The bill proposes a constitutional amendment regarding flag desecration and criminal penalties, which is unrelated to private employer wage, hour, or benefit obligations."
hjres24-112,,,,"The bill proposes a constitutional amendment regarding the legislative process for changing internal revenue laws, which does not regulate private employer wage, hour, or benefit obligations."
s1004-107,,,,"The bill authorizes federal grants and mortgage insurance for the construction and renovation of child care facilities, which is infrastructure and housing policy rather than regulation of private employer wage, hour, or benefit obligations."
hr3202-108,1,Wage Hour & Benefits,enforcement,"The bill imposes a direct obligation on private employers to continue health care coverage for employees called to active military duty, regulating employer-sponsored benefit plan conduct under USERRA principles."
s1362-115,,,,"The bill adjusts eligibility and benefit amounts for the Department of Veterans Affairs' Post-9/11 Educational Assistance Program, which is a government-administered public benefit program, not a regulation of private employer wage, hour, or benefit obligations."
s2439-112,,,,"The bill addresses tariff reductions on potassium sorbate under the Harmonized Tariff Schedule, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s2492-108,,,,"The bill adjusts Medicare reimbursement rates for midwife services, which is a government payment policy and does not regulate private employer wage, hour, or benefit obligations."
s3254-110,,,,"The bill addresses the tax classification of banking entities under the Internal Revenue Code and does not regulate private employer wage, hour, or benefit obligations."
hr1385-111,,,,"The bill grants federal recognition to specific Native American tribes and establishes their relationship with the federal government, which does not involve regulating private employer wage, hour, or benefit obligations."
hr5471-107,,,,"The bill appropriates federal funding for state-run high-risk health insurance pools, which are government-administered insurance programs rather than regulations imposing obligations on private employers regarding their employee benefit plans."
