bill_id,official_title,short_title,policy_area,subjects,category_qwen,bill_type_qwen,bill_category_qwen,reason_qwen,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet,category_opus,bill_type_opus,bill_category_opus,reason_opus
hr5802-113,"To amend the Employee Retirement Income Security Act of 1974 to permit multiemployer plans in critical status to modify plan rules relating to withdrawal liability, and for other purposes.",,Labor and Employment,Corporate finance and management|Employee benefits and pensions,1.0,enforcement,pension,"Amends ERISA to modify rules regarding employer withdrawal liability for multiemployer pension plans in critical status, directly regulating private employer obligations related to retirement benefit plans.",1,enforcement,pension,"Amends ERISA to allow multiemployer pension plans in critical status to modify withdrawal liability rules, affecting private employer obligations as plan sponsors.",1,enforcement,pension,"Amends ERISA to modify withdrawal liability rules for multiemployer pension plans in critical status, directly affecting private employer obligations under defined benefit pension plans.",1,enforcement,pension,"Amends ERISA to modify rules governing employer withdrawal liability in multiemployer pension plans in critical status, directly altering private employer obligations as plan sponsors under ERISA's pension provisions."
hr3628-115,To amend the Internal Revenue Code of 1986 to allow employers a credit against income tax for employees who participate in qualified apprenticeship programs.,LEAP Act,Taxation,Employment and training programs|Income tax credits,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who hire employees into qualified apprenticeship programs, which qualifies as a credit specifically tied to employer-provided job training.",,,,"The bill introduces a tax credit for employers hiring apprentices, which incentivizes hiring decisions but does not directly relate to private employer wage, hour, or benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to hire apprenticeship employees, relating to employer-provided job training programs which qualify as wage-hour conduct under the category definition.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit for private employers who hire apprenticeship employees participating in qualified apprenticeship programs, which constitutes an employer-provided job training credit directly tied to private employer wage and employment conduct."
s868-115,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as pension plan sponsors regarding lifetime income equivalents, directly regulating employer conduct under pension benefit rules.",1,enforcement,pension,"Requires private employers to include a lifetime income disclosure in pension benefit statements under ERISA, imposing a new administrative obligation on plan sponsors.",1,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as pension plan administrators, requiring them to provide lifetime income stream equivalents on benefit statements.",1,enforcement,pension,"Amends ERISA to impose a new mandatory disclosure obligation on private employers as pension plan sponsors, requiring periodic lifetime income disclosures in benefit statements."
hr2109-112,"To provide for each American the opportunity to provide for his or her retirement through a S.A.F.E. account, and for other purposes.",Savings Account for Every American Act of 2011,Labor and Employment,"Employee benefits and pensions|Government employee pay, benefits, personnel management|Government information and archives|Government studies and investigations|Health care costs and insurance|Income tax deductions|Income tax exclusion|Life, casualty, property insurance|Long-term, rehabilitative, and terminal care|Self-employed|Social security and elderly assistance|Veterans' pensions and compensation",1.0,enforcement,pension,"The bill imposes mandatory obligations on private employers to establish payroll deduction programs and provide matching contributions for retirement accounts, directly regulating private employer conduct regarding employee retirement benefits.",1,enforcement,pension,"Requires private employers to establish payroll deduction programs and make matching contributions to employee S.A.F.E. accounts, imposing new obligations related to retirement benefit plans.",1,enforcement,pension,"Imposes mandatory obligations on private employers to establish payroll deduction programs for employee retirement contributions and to make matching contributions after 15 years, with penalties for noncompliance, directly regulating private employer retirement benefit conduct under a new retirement savings framework.",1,enforcement,pension,"The bill requires private employers to establish payroll deduction programs for S.A.F.E. retirement accounts, mandates employer matching contributions after 15 years, and imposes penalties on employers who fail to make required deductions or payments — directly imposing new mandatory retirement benefit obligations on private employers."
hr2549-112,To amend the Internal Revenue Code of 1986 to allow a business credit for donations for vocational educational purposes.,Public Private Vocational Partnership Act of 2011,Taxation,"Employment and training programs|Income tax credits|Public-private cooperation|Social work, volunteer service, charitable organizations|Vocational and technical education",1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who provide job training through vocational education internships, which qualifies as a credit specifically tied to employer-provided job training.",,,,"The bill introduces a tax credit for donations and internships related to vocational education, which does not directly relate to private employer wage, hour, or benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit for employers who employ interns as part of vocational education programs, incentivizing employer-provided job training which relates to private employer wage and hour conduct.",,,,"This bill introduces a general business tax credit for charitable contributions to vocational education institutions and for employing interns; it incentivizes hiring/donation decisions rather than regulating private employer wage, hour, or benefit obligations."
hr5325-113,"To amend the Internal Revenue Code of 1986 to provide tax incentives to meet the needs of the American manufacturing workforce, and for other purposes.",American Manufacturing Workforce Act of 2014,Taxation,Adult education and literacy|Employee benefits and pensions|Employment and training programs|Income tax credits|Industrial policy and productivity|Manufacturing|Student aid and college costs|Vocational and technical education,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for employer-provided job training expenses, which qualifies under the specific exception for credits tied to employer-provided job training.",1,tax_credit_introduction,wage_hour,"Introduces tax credits for employers who invest in job training for manufacturing workers, incentivizing private employer-provided training programs.",1,tax_credit_introduction,wage_hour,"Introduces new tax credits for employer-provided manufacturing job training expenses, incentivizing private employers to invest in worker skill development programs.",1,tax_credit_introduction,wage_hour,"The bill introduces new tax credits for employer-provided job training expenses in manufacturing, directly incentivizing private employers to invest in worker training and skill development, which qualifies as a tax credit related to employer-provided training programs."
hr5272-114,"To amend the Religious Freedom Restoration Act of 1993 to protect civil rights and otherwise prevent meaningful harm to third parties, and for other purposes.",Do No Harm Act,"Civil Rights and Liberties, Minority Issues","Crimes against women|Disability and health-based discrimination|Employee leave|Employment discrimination and employee rights|First Amendment rights|Health care coverage and access|Housing discrimination|Labor-management relations|Religion|Sex, gender, sexual orientation discrimination|Wages and earnings|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill prevents employers from using the Religious Freedom Restoration Act to evade federal laws requiring them to provide wages, compensation, benefits, or leave, thereby enforcing private employer obligations under statutes like the FLSA and FMLA.",1,enforcement,wage_hour,"The bill makes RFRA inapplicable to federal laws requiring employers to provide wages, compensation, or benefits, directly affecting private employer wage and benefit obligations.",1,enforcement,wage_hour,"The bill explicitly makes RFRA inapplicable to federal laws requiring employers to provide wages, compensation, benefits, and leave (including FMLA), thereby strengthening enforcement of private employer wage, hour, and benefit obligations by removing religious exemption defenses.",1,enforcement,wage_hour,"The bill makes RFRA inapplicable to federal laws requiring employers to provide wages, compensation, benefits, or leave (including FMLA), and to laws protecting against child labor and collective workplace activity, thereby strengthening enforcement of private employer wage, hour, and benefit obligations by removing a religious exemption defense."
s1777-115,A bill to amend the Internal Revenue Code of 1986 to impose an excise tax on employers with low-wage employees.,Corporate Responsibility Fee Act of 2017,Taxation,Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Poverty and welfare assistance|Sales and excise taxes|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"The bill imposes an excise tax on employers with low-wage employees but reduces the tax liability for those who provide health and retirement benefits, effectively introducing a tax incentive (credit mechanism) that encourages private employers to offer benefits and address wage levels.",1,tax_credit_introduction,wage_hour,"Introduces an excise tax on employers with low-wage employees, reduced for those providing health and retirement benefits, incentivizing better wage and benefit practices.",1,enforcement,wage_hour,"Imposes an excise tax on private employers who pay wages below 218% of the federal poverty line, directly regulating low-wage employer conduct and creating a financial penalty for inadequate compensation.",1,enforcement,wage_hour,"The bill imposes an excise tax on private employers who pay low wages (below 218% of the federal poverty line), directly penalizing private employer wage conduct, and reduces the tax for employers providing health and retirement benefits, thereby also incentivizing employer-sponsored benefit obligations."
hr3162-112,"To prohibit the Secretary of Labor from implementing certain rules relating to employment of aliens described in section 101(a)(15)(H)(ii)(b) of the Immigration and Nationality Act, and for other purposes.",,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Foreign labor|Temporary and part-time employment|Wages and earnings,1.0,enforcement,wage_hour,"The bill regulates the methodology for determining prevailing wages for H-2B temporary workers and other alien labor certifications, directly impacting private employer wage obligations and compliance standards under federal labor laws.",,,,"The bill addresses the regulation of wage methodologies for temporary foreign workers under the H-2B program, which does not directly impose obligations on private employers regarding wage, hour, or benefit compliance for their employees.",1,enforcement,wage_hour,"Prohibits the Secretary of Labor from implementing wage methodology rules for H-2B temporary workers and mandates specific prevailing wage calculation methods, directly affecting private employer wage obligations under labor certification requirements.",1,enforcement,wage_hour,"The bill directly addresses private employer wage obligations by prohibiting DOL from implementing rules governing the prevailing wage methodology for H-2B temporary nonagricultural workers, thereby weakening enforcement of wage requirements that private employers must meet when hiring foreign labor."
hr1121-115,"To amend the Public Health Service Act to prohibit application of pre-existing condition exclusions and to guarantee availability of health insurance coverage in the individual and group market, contingent on the enactment of legislation repealing the Patient Protection and Affordable Care Act, and for other purposes.",Pre-existing Conditions Protection Act of 2017,Health,Disability and health-based discrimination|Employee benefits and pensions|Genetics|Health care costs and insurance|Health care coverage and access|Health information and medical records|Health promotion and preventive care|Insurance industry and regulation|Medical tests and diagnostic methods,1.0,enforcement,healthcare,"The bill amends ERISA to maintain consumer protections for employer-sponsored group health plans, such as prohibiting pre-existing condition exclusions and discrimination based on health status, thereby imposing coverage obligations on private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to maintain requirements for employer-sponsored group health plans to cover pre-existing conditions, imposing coverage obligations on private employers as plan sponsors.",1,enforcement,healthcare,"The bill maintains ERISA-based obligations on private employers as sponsors of group health plans, including preexisting condition coverage requirements and health status non-discrimination rules, contingent on ACA repeal.",1,enforcement,healthcare,"The bill amends ERISA to maintain requirements on employer-sponsored group health plans, including prohibiting pre-existing condition exclusions, guaranteed availability, and non-discrimination based on health status, thereby imposing coverage and access obligations on private employers as plan sponsors."
s818-116,A bill to exempt certain 16- and 17-year-old individuals employed in logging operations from child labor laws.,Future Logging Careers Act,Labor and Employment,"Child safety and welfare|Family relationships|Forests, forestry, trees|Labor standards|Worker safety and health|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill amends child labor provisions under the Fair Labor Standards Act (FLSA) by creating an exemption for 16- and 17-year-olds working in family-owned logging operations, directly regulating private employer obligations regarding youth employment and working hours.",1,enforcement,wage_hour,"Exempts certain 16- and 17-year-olds from child labor laws in logging operations, directly affecting private employer obligations under FLSA child labor provisions.",1,enforcement,wage_hour,"Amends FLSA child labor provisions by creating a new exemption for 16- and 17-year-olds in family-owned logging operations, directly weakening private employer child labor obligations.",1,enforcement,wage_hour,"The bill exempts 16- and 17-year-olds working in family-owned logging operations from child labor laws under the FLSA, directly loosening private employer wage and hour obligations related to child labor restrictions."
hr2443-113,To amend the Internal Revenue Code of 1986 to exempt certain educational institutions from the employer health insurance mandate.,Safeguarding Children Harmed by Obamacare's Onerous Levies Act,Taxation,"Comprehensive health care|Elementary and secondary education|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Higher education|Sales and excise taxes|Teaching, teachers, curricula",1.0,enforcement,healthcare,"The bill modifies the definition of 'applicable large employer' under the ACA employer mandate, directly altering the obligation of private educational institutions (non-governmental employers) to provide health insurance coverage to their employees.",,,,"The bill exempts certain educational institutions from the employer health insurance mandate, which does not impose new obligations on private employers but rather reduces existing ones for specific entities.",1,enforcement,healthcare,"Exempts certain educational institutions from the ACA employer mandate, directly weakening private employer obligations to provide group health coverage under ERISA-related provisions.",1,enforcement,healthcare,"The bill amends the ACA employer mandate by exempting certain educational institutions from the requirement to provide health insurance coverage to employees, directly reducing private employer obligations under the employer health insurance mandate for applicable large employers."
hr1981-114,To amend the Fair Labor Standards Act of 1938 to provide that an employee's `regular rate' for purposes of calculating overtime compensation will not be affected by certain additional payments.,Employee Bonus Protection Act,Labor and Employment,Labor standards|Wages and earnings,1.0,enforcement,wage_hour,"Amends the Fair Labor Standards Act to define which bonus payments are excluded from the regular rate used to calculate overtime compensation, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"Amends the FLSA to exclude certain bonus payments from the regular rate calculation for overtime, affecting private employer wage obligations.",1,enforcement,wage_hour,"Amends the FLSA to modify how private employers calculate the regular rate for overtime compensation by excluding certain bonus payments, directly affecting employer wage and hour obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to exclude certain bonus and incentive payments from the 'regular rate' used to calculate overtime compensation, directly altering private employer wage and hour obligations regarding overtime pay calculations."
s38-114,A bill to ensure that long-term unemployed individuals are not taken into account for purposes of the employer health care coverage mandate.,Helping Individuals Regain Employment Act,Taxation,Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Unemployment,1.0,enforcement,healthcare,"Amends the Internal Revenue Code to modify the definition of full-time employees for the ACA employer mandate, directly altering the scope of private employer obligations to provide minimum essential health care coverage.",,,,"The bill modifies the definition of 'full-time employee' for the employer healthcare coverage mandate, but it does not impose new obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,healthcare,"Amends the ACA employer mandate by exempting long-term unemployed individuals from full-time employee counts, thereby weakening private employer obligations to provide minimum essential health coverage under ERISA-related provisions.",1,enforcement,healthcare,"The bill amends the ACA employer mandate by excluding long-term unemployed individuals from the definition of 'full-time employee,' directly reducing private employers' obligations to provide minimum essential health care coverage under the employer shared responsibility provision."
hr1538-113,"To provide incentives to encourage financial institutions and small businesses to provide continuing financial education to customers, borrowers, and employees, and for other purposes.",National Financial Literacy Act of 2013,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer credit|Credit and credit markets|Department of the Treasury|Employee benefits and pensions|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial literacy|Financial services and investments|Income tax credits|National Credit Union Administration|Small business,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for small businesses providing financial education to employees, which qualifies as a credit specifically tied to employer-provided job training.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for small businesses that provide continuing financial education to employees, incentivizing employer-provided training, which relates to wage and hour obligations.",,,,"Bill provides tax credits for financial literacy education to customers and employees, which is general workforce development policy rather than regulation of private employer wage, hour, or benefit obligations.",1,tax_credit_introduction,wage_hour,"The bill introduces a new tax credit for small businesses that provide qualified continuing financial education to their employees, which constitutes a tax incentive related to employer-provided job training programs — a form of employer conduct toward employees that falls within the wage/hour and benefits domain."
hr4763-114,"To amend the Fair Labor Standards Act of 1938 and the Portal-to-Portal Act of 1947 to prevent wage theft and assist in the recovery of stolen wages, to authorize the Secretary of Labor to administer grants to prevent wage and hour violations, and for other purposes.",Wage Theft Prevention and Wage Recovery Act,Labor and Employment,"Alternative dispute resolution, mediation, arbitration|Civil actions and liability|Community life and organization|Congressional oversight|Criminal investigation, prosecution, interrogation|Employment discrimination and employee rights|Government studies and investigations|Labor standards|Personnel records|Wages and earnings",1.0,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to strengthen enforcement against wage theft by increasing penalties for unpaid wages and overtime, prohibiting mandatory arbitration waivers, and requiring paystub disclosures, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"The bill strengthens enforcement of wage and hour laws by amending the FLSA to increase penalties for wage theft, enhance employee rights to recover unpaid wages, and authorize grants for enforcement, directly addressing private employer wage obligations.",1,enforcement,wage_hour,"The bill comprehensively strengthens FLSA enforcement by expanding employer disclosure obligations, increasing damages for wage violations, extending statutes of limitations, prohibiting arbitration waivers for wage claims, and establishing grant programs for wage and hour enforcement—all directly tightening private employer wage and hour compliance obligations.",1,enforcement,wage_hour,"The bill directly amends the FLSA and Portal-to-Portal Act to strengthen private employer wage and hour obligations by requiring detailed pay disclosures, increasing damages for minimum wage and overtime violations, extending statutes of limitations for wage claims, prohibiting pre-dispute arbitration waivers for wage claims, and funding enforcement of wage and hour laws — all targeting private employer wage theft."
hr4591-111,"To promote labor force participation of older Americans, with the goals of increasing retirement security, reducing the projected shortage of experienced workers, maintaining future economic growth, and improving the Nation's fiscal outlook.",Older Worker Opportunity Act of 2010,Taxation,Advisory bodies|Aging|Employee benefits and pensions|Executive agency funding and structure|Health care costs and insurance|Health care coverage and access|Income tax credits|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for private employers who provide health and retirement benefits to older workers, incentivizing employer conduct related to wage and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who provide health and retirement benefits to older workers, incentivizing private employer conduct related to wage and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit for private employers who pay wages to older workers in flexible work programs, incentivizing employment practices related to worker compensation and retention.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit for employers who provide health and retirement benefits to employees age 62+ participating in flexible work programs, incentivizing private employers to retain older workers and maintain their benefits, directly relating to employer wage and benefit conduct."
hr6453-111,To repeal provisions of the recently enacted health care reform law that prohibit the establishment of lifetime limits on health benefits.,Third Health Insurance Protects America--Can't Repeal IT (HIPA-CRIT) Act,Health,Comprehensive health care|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"The bill amends the Patient Protection and Affordable Care Act to repeal the prohibition on lifetime limits for health plans, directly altering the coverage obligations imposed on private employers sponsoring group health benefit plans under ERISA.",1,enforcement,healthcare,"Repeals PPACA provisions that prohibit lifetime limits on employer-sponsored group health plans, affecting private employer obligations under ERISA.",1,enforcement,healthcare,"Weakens ERISA and ACA obligations on private employers as sponsors of group health plans by removing the prohibition on lifetime benefit limits, directly affecting employer-sponsored health benefit plan requirements.",1,enforcement,healthcare,"The bill repeals PPACA provisions that prohibit lifetime limits on benefits in group health plans, which directly weakens obligations on private employers as sponsors of employer-sponsored group health plans under ERISA, allowing them to reimpose lifetime dollar caps on employee health benefits."
hr2654-113,"To prohibit discrimination on the basis of military service, and for other purposes.",Veterans and Servicemembers Employment Rights and Housing Act of 2013,Armed Forces and National Security,"Employee hiring|Employment and training programs|Employment discrimination and employee rights|Evidence and witnesses|Housing discrimination|Labor-management relations|Marketing and advertising|National Guard and reserves|Veterans' education, employment, rehabilitation",1.0,enforcement,wage_hour,"The bill prohibits private employers from discriminating against employees based on military service, directly regulating employer conduct regarding hiring, discharge, and employment terms, which aligns with the scope of private employer obligations under statutes like USERRA.",,,,"The bill addresses employment and housing discrimination based on military service, not private employer wage, hour, or benefit obligations.",1,enforcement,wage_hour,"Prohibits private employers from discriminating against employees or applicants based on military service and establishes enforcement mechanisms under Title VII, directly regulating private employer conduct regarding terms and conditions of employment for servicemembers and veterans.",,,,"This bill prohibits employment and housing discrimination based on military service status, creating a new protected class under civil rights law enforced by the EEOC; it does not address private employer wage, hour, or benefit obligations such as FLSA, ERISA, WARN Act, or FMLA requirements."
hr5005-111,To repeal the Patient Protection and Affordable Care Act.,,Health,Comprehensive health care|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"Repealing the ACA removes the employer mandate and other provisions that impose obligations on private employers regarding their employees' health coverage, thereby altering the regulatory framework for employer-sponsored group health benefits.",1,enforcement,healthcare,"Repealing the ACA would remove employer obligations under the employer mandate and ERISA group health plan coverage requirements, directly affecting private employer healthcare obligations.",1,enforcement,healthcare,"Repealing the ACA would eliminate the employer mandate and ERISA-based coverage requirements on employer-sponsored group health plans, directly weakening private employer healthcare benefit obligations.",1,enforcement,healthcare,"Repealing the ACA would eliminate the employer shared responsibility mandate (employer mandate) under IRC §4980H, which requires applicable large employers to offer minimum essential health coverage to full-time employees, thereby removing a major private employer obligation regarding employer-sponsored group health plans."
hr5918-114,To establish requirements for participants in the peer-to-peer economy to be considered independent contractors and not employees for purposes of several employment-related statutes.,,Labor and Employment,Employee leave|Internet and video services|Labor standards|Labor-management relations|Service industries|Telephone and wireless communication|Wages and earnings,1.0,enforcement,wage_hour,"The bill directly regulates private employer obligations by establishing criteria for classifying peer-to-peer economy workers as independent contractors rather than employees, thereby exempting them from FLSA wage/hour protections and FMLA leave requirements.",1,enforcement,wage_hour,"The bill exempts individuals in the peer-to-peer economy from being classified as employees under FLSA and FMLA, affecting private employer wage and leave obligations.",1,enforcement,wage_hour,"Exempts peer-to-peer economy workers from FLSA wage/hour protections and FMLA leave requirements by classifying them as independent contractors rather than employees, directly weakening private employer obligations under these statutes.",1,enforcement,wage_hour,"The bill directly weakens private employer wage, hour, and leave obligations by establishing criteria under which peer-to-peer economy workers are classified as independent contractors rather than employees, thereby exempting the platforms from FLSA minimum wage/overtime requirements and FMLA leave protections."
hr1677-114,To amend the Employee Retirement Income Security Act of 1974 to ensure health care coverage value and transparency for dental benefits under group health plans.,Dental Insurance Fairness Act of 2015,Health,Dental care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"Amends ERISA to impose specific coverage value and transparency requirements on employer-sponsored group health plans regarding dental benefits, directly regulating private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose coverage value requirements for dental benefits under employer-sponsored group health plans, directly affecting private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new coverage value and transparency requirements on self-insured group health plans offering dental benefits, directly regulating private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose coverage value and transparency requirements on dental benefits under employer-sponsored group health plans, directly creating new obligations for private employers as plan sponsors."
hr2619-114,"To amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes.",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to meet specific wage thresholds (156% of federal poverty level) and provide retirement benefits, directly linking tax incentives to employer wage and benefit conduct.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who meet specific wage and benefit criteria, including providing differential wage payments to employees in the Uniformed Services, relating to private employer wage and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to meet specified wage thresholds, provide retirement and health benefits, and maintain differential pay for military service members, directly relating to private employer wage, hour, and benefit conduct.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that is conditioned on meeting wage thresholds (paying at least 156% of the federal poverty level), providing retirement benefits, complying with the ACA employer mandate, and providing differential wage payments to uniformed service members — directly incentivizing private employers toward better wage, benefit, and compensation practices."
hr2317-114,To amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as plan sponsors regarding retirement benefits, directly regulating employer conduct related to pension/retirement plans.",1,enforcement,pension,"Requires private employers to include a lifetime income disclosure in pension benefit statements under ERISA, imposing a new administrative obligation on plan sponsors.",1,enforcement,pension,"Amends ERISA to impose new disclosure obligations on private employers as sponsors of individual account retirement plans, requiring them to provide lifetime income stream equivalents on participant benefit statements.",1,enforcement,pension,"Amends ERISA to require private employer-sponsored individual account plan administrators to provide participants with a lifetime income disclosure in their quarterly benefit statements, imposing a new mandatory disclosure obligation on private employers as plan sponsors."
hr5372-113,"To amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes.",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to meet specific wage thresholds (150% of federal poverty level) and provide retirement benefits, directly linking tax incentives to employer wage and benefit conduct.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who meet specific wage and benefit criteria, including providing differential wage payments to military service members, which relates to private employer wage and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to meet specified wage thresholds, provide retirement benefits, maintain health coverage, and provide differential pay to military service members—all relating to private employer wage, hour, and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that is conditioned on meeting wage thresholds (paying at least 150% of the federal poverty level), providing retirement benefits, complying with the ACA employer health coverage mandate, and providing differential wage payments to uniformed service members — directly incentivizing private employers toward better wage, benefit, and compensation practices."
hr6325-114,"To establish an independent advisory committee to review certain regulations, and for other purposes.",Workforce Regulatory Review Act of 2016,Government Operations and Politics,,1.0,enforcement,wage_hour,"The bill establishes a commission to review and recommend the repeal or modification of regulations governing private employer obligations regarding wages, hours, and employee health, directly affecting the stringency of enforcement for these corporate misconduct categories.",,,,"The bill establishes a commission to review and recommend changes to regulations, but does not directly impose or modify private employer wage, hour, or benefit obligations.",1,enforcement,wage_hour,"Establishes a commission to review and recommend repeal or modification of regulations governing wages, hours, workplace safety, and employee health with the explicit goal of reducing regulatory requirements by one-third, directly weakening private employer wage and hour obligations.",1,enforcement,wage_hour,"The bill establishes a commission specifically tasked with reducing by one-third the total number of regulatory requirements related to wages, hours, employee health, and workplace safety, directly targeting the regulatory framework (including FLSA, OSHA, and related rules) that governs private employer wage, hour, and benefit obligations, with the aim of repealing or weakening those regulations."
s984-112,A bill to allow Americans to earn paid sick time so that they can address their own health needs and the health needs of their families.,Healthy Families Act,Labor and Employment,"Civil actions and liability|Congressional oversight|Domestic violence and child abuse|Employee leave|Employment discrimination and employee rights|Government employee pay, benefits, personnel management|Government information and archives|Government liability|Government studies and investigations|Sex offenses|State and local government operations",1.0,enforcement,wage_hour,"The bill mandates that private employers provide paid sick time, directly regulating employer wage and leave obligations under labor standards.",1,enforcement,wage_hour,"The bill mandates that private employers provide paid sick time, directly imposing new wage and hour obligations on employers.",1,enforcement,wage_hour,"Mandates that private employers with 15+ employees provide paid sick time based on hours worked, directly imposing new wage and hour obligations under federal labor law with enforcement mechanisms similar to FMLA.",1,enforcement,wage_hour,"The bill mandates that private employers with 15 or more employees provide paid sick time, creating new employer leave obligations enforceable through civil actions and DOL enforcement, directly regulating private employer wage and hour conduct."
hr377-113,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Paycheck Fairness Act,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Public contracts and procurement|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Small business|Wages and earnings|Women's employment",1.0,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act (Equal Pay Act) to strengthen prohibitions against sex-based wage discrimination, revise employer defenses, and enhance remedies and enforcement mechanisms for private employers.",1,enforcement,wage_hour,"Amends the FLSA to strengthen enforcement against sex-based wage discrimination, directly affecting private employer wage obligations.",1,enforcement,wage_hour,"Strengthens FLSA Equal Pay Act enforcement by narrowing employer defenses to sex-based wage differentials, expanding remedies including punitive damages, and prohibiting retaliation for wage disclosure—all directly tightening private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act's Equal Pay Act to strengthen remedies and enforcement against sex-based wage discrimination by private employers, including expanding compensatory and punitive damages, tightening the bona fide factor defense, enabling class actions, prohibiting retaliation for wage discussions, and requiring employer pay data collection — all directly tightening private employer wage obligations."
