bill_id,official_title,short_title,policy_area,subjects,category_step1,reason_step1,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet,category_opus,bill_type_opus,bill_category_opus,reason_opus
hr3595-115,"To amend the Internal Revenue Code of 1986 to provide a credit to employers who provide paid family and medical leave, and for other purposes.",Strong Families Act,Taxation,Congressional oversight|Employee benefits and pensions|Employee leave|Government studies and investigations|Income tax credits|Wages and earnings,1.0,"The bill provides tax credits to private employers for providing paid family and medical leave, directly incentivizing compliance with benefit obligations related to FMLA-protected leave.",1,tax_credit_introduction,wage_hour,"The bill introduces a tax credit for employers who provide paid family and medical leave, incentivizing compliance with benefit obligations related to FMLA-protected leave.",1,tax_credit_introduction,wage_hour,"The bill introduces a new tax credit incentivizing employers to voluntarily provide paid family and medical leave to employees, which qualifies as a tax credit encouraging better employer behavior regarding wage and leave benefits.",1,tax_credit_introduction,wage_hour,"The bill introduces a new tax credit for private employers who voluntarily provide paid family and medical leave to their employees, directly incentivizing employer-provided leave benefits, which falls under wage/hour/leave obligations."
hr5215-111,"To amend the Internal Revenue Code of 1986 to repeal the $2,500 limitation on health flexible spending arrangements.",,Taxation,Employee benefits and pensions|Health care costs and insurance|Income tax exclusion,1.0,"The bill modifies tax rules governing health flexible spending arrangements, which are employer-sponsored welfare benefit plans, thereby directly affecting private employer obligations and incentives related to employee health benefits.",,,,"The bill modifies tax rules related to health flexible spending arrangements, but it does not impose new mandatory obligations on private employers as plan sponsors; it primarily addresses tax policy, not employer wage or benefit obligations.",,,,"This bill modifies the tax treatment of employee contributions to health FSAs but does not impose new mandatory obligations on private employers regarding wages, hours, or benefit plan sponsorship; it is a general tax policy change affecting optional plan features rather than employer conduct regulation.",,,,"This bill repeals a cap on employee salary reduction contributions to health FSAs, modifying the tax treatment of an optional plan feature rather than imposing new mandatory obligations on private employers as plan sponsors; it adjusts tax rules for voluntary benefit arrangements, not employer conduct obligations."
s3156-114,"An original bill to provide enhanced protections for taxpayers from fraud and other illegal activities, and for other purposes.",Taxpayer Protection Act of 2016,Taxation,"Accounting and auditing|Administrative remedies|Bank accounts, deposits, capital|Charitable contributions|Civil actions and liability|Computer security and identity theft|Congressional oversight|Crime victims|Criminal investigation, prosecution, interrogation|Department of the Treasury|Employee benefits and pensions|Employee performance|Employment discrimination and employee rights|Federal officials|First Amendment rights|Foreign and international banking|Fraud offenses and financial crimes|Government buildings, facilities, and property|Government employee pay, benefits, personnel management|Government ethics and transparency, public corruption|Government information and archives|Government studies and investigations|Income tax credits|Income tax exclusion|Internal Revenue Service (IRS)|Judicial review and appeals|Merit Systems Protection Board|Military personnel and dependents|Political movements and philosophies|Public contracts and procurement|Social work, volunteer service, charitable organizations|State and local government operations|State and local taxation|Tax administration and collection, taxpayers|Tax-exempt organizations|Telephone and wireless communication|User charges and fees|Wages and earnings",1.0,"The bill holds individuals harmless for contributions to retirement plans after an improper IRS levy, directly addressing the protection of private employee pension assets from government seizure, which aligns with the scope of ERISA-related benefit plan obligations.",,,,"The bill primarily addresses tax administration, fraud prevention, and IRS procedures, not private employer wage, hour, or benefit obligations. The mention of retirement plan contributions is incidental to tax levy procedures, not a direct regulation of employer conduct under ERISA.",,,,"This bill primarily concerns IRS tax administration, taxpayer assistance, and protection from fraud; the provision holding individuals harmless for retirement plan contributions after improper IRS levy addresses government seizure procedures, not private employer obligations regarding pension plan sponsorship, funding, or fiduciary duties.",,,,"This bill's central purpose is tax administration reform and taxpayer protection from IRS misconduct, identity theft, and fraud. While it includes a provision holding individuals harmless for retirement plan contributions after an improper IRS levy, this addresses IRS tax collection procedures rather than imposing new mandatory obligations on private employers as plan sponsors. The bill does not regulate private employer wage, hour, or benefit conduct as its primary subject."
s728-113,A bill to amend the Internal Revenue Code of 1986 to extend the exclusion from gross income for employer-provided health coverage for employees' spouses and dependent children to coverage provided to other eligible designated beneficiaries of employees.,Tax Parity for Health Plan Beneficiaries Act of 2013,Taxation,Administrative law and regulatory procedures|Department of the Treasury|Employee benefits and pensions|Employment taxes|Health care costs and insurance|Income tax deductions|Income tax deferral|Income tax exclusion|Self-employed,1.0,"The bill modifies tax exclusions and deductions for employer-provided health coverage, directly regulating the financial obligations and incentives for private employers regarding employee welfare benefits.",,,,"The bill primarily addresses tax treatment of employer-provided health benefits, not direct obligations on private employers regarding wage, hour, or benefit compliance.",,,,"This bill modifies tax treatment of employer-provided health benefits by extending existing tax exclusions to additional beneficiaries, but does not impose new mandatory obligations on private employers regarding plan sponsorship, coverage requirements, or benefit administration; it is a tax benefit expansion, not an employer wage/hour/benefit obligation.",,,,"This bill extends existing tax exclusions and exemptions for employer-provided health benefits to cover domestic partners and other non-spouse beneficiaries; it modifies the tax treatment of voluntarily offered benefits rather than imposing new mandatory obligations on private employers regarding wage, hour, or benefit conduct."
hr3460-112,To amend the Internal Revenue Code of 1986 to allow temporarily a reduced rate of tax with respect to repatriated foreign earnings.,American Jobs First Act of 2011,Taxation,"Foreign and international corporations|Income tax deductions|Interest, dividends, interest rates|Taxation of foreign income|Wages and earnings",1.0,"The bill ties tax deductions for repatriated earnings to changes in domestic payroll, directly incentivizing private employers to maintain or increase wage obligations.",,,,"The bill primarily offers a tax benefit related to repatriated foreign earnings and ties it to payroll changes, which is a tax policy measure rather than a direct regulation of private employer wage or benefit obligations.",,,,"This bill offers a tax deduction for repatriated foreign earnings that scales with payroll increases, but it is a general tax incentive for corporate repatriation and job creation, not a regulation of private employer wage, hour, or benefit obligations; it does not impose mandatory wage standards or qualify as an employer-provided job training credit.",,,,"This bill provides a tax deduction for repatriated foreign earnings tied to payroll increases, functioning as a general tax incentive for job creation rather than imposing or regulating private employer wage, hour, or benefit obligations; the payroll linkage is a condition for a tax benefit, not a direct regulation of employer wage conduct."
hr1196-114,To amend the Internal Revenue Code of 1986 to modify rules relating to health savings accounts.,Health Savings Act of 2015,Taxation,Bankruptcy|Child health|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Income tax deductions|Income tax exclusion|Tax treatment of families,1.0,"The bill modifies tax rules and contribution limits for Health Savings Accounts (HSAs), which are employer-sponsored group health benefit plans, thereby affecting the financial obligations and incentives for private employers regarding employee health benefits.",,,,"The bill primarily modifies tax rules related to Health Savings Accounts, which are individual accounts and not employer-sponsored group health plans, thus not directly imposing obligations on private employers.",,,,"This bill modifies tax treatment of Health Savings Accounts (HSAs) — increasing contribution limits, allowing rollovers to family members, and adjusting tax deductions — but does not impose new obligations on private employers regarding employee wages, hours, or benefits; HSA modifications are general tax policy affecting individual account holders, not employer conduct regulations.",,,,"This bill modifies the tax treatment and contribution rules for individual Health Savings Accounts (HSAs), including deductions, rollovers, and bankruptcy exemptions; it does not impose new mandatory obligations on private employers as plan sponsors under ERISA, but rather adjusts optional tax-advantaged savings features for individuals."
hr100-113,"To amend title 11, United States Code, to improve protections for employees and retirees in business bankruptcies.",Protecting Employees and Retirees in Business Bankruptcies Act of 2013,Finance and Financial Sector,Bankruptcy|Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Labor-management relations|Securities|Unemployment|Wages and earnings,1.0,"The bill strengthens protections for private sector employees and retirees by increasing priority claims for unpaid wages and severance, ensuring recovery of pension shortfalls, and requiring consideration of benefit obligations in bankruptcy proceedings, directly addressing employer obligations under wage and benefit laws.",1,enforcement,wage_hour,"The bill strengthens protections for employees and retirees in business bankruptcies by increasing priority claims for unpaid wages and benefits, directly addressing private employer obligations under wage and benefit laws.",1,enforcement,wage_hour,"The bill strengthens private employer wage and benefit obligations in bankruptcy by increasing priority claims for unpaid wages and severance, requiring courts to consider job preservation and benefit continuation in asset sales, and restricting executive compensation while protecting worker claims—directly regulating employer conduct regarding employee compensation and benefits.",1,enforcement,wage_hour,"The bill directly strengthens private employer obligations regarding employee wages, severance pay, pension benefits, retiree health benefits, and collective bargaining agreements in the bankruptcy context, increasing priority claim amounts for unpaid wages, requiring continued retiree benefit payments, restricting executive compensation, and imposing new requirements on employers regarding pension shortfalls and benefit plan obligations."
hr2656-112,"To amend the Internal Revenue Code of 1986 and the Employee Retirement Income Security Act of 1974 to make technical modifications relating to the Worker, Retiree, and Employer Recovery Act of 2008 and the Preservation of Access to Care for Medicare Beneficiaries and Pension Relief Act of 2010.",Pension Technical Modifications Act,Labor and Employment,Employee benefits and pensions,1.0,"The bill amends ERISA and the Internal Revenue Code to modify minimum funding standards and contribution formulas for single-employer defined benefit pension plans, directly regulating private employer obligations regarding retirement benefits.",1,enforcement,pension,"The bill amends ERISA to modify minimum funding standards and contribution formulas for single-employer defined benefit pension plans, directly regulating private employer obligations regarding retirement benefits.",1,enforcement,pension,"The bill amends ERISA and the Internal Revenue Code to modify minimum funding requirements, contribution formulas, and benefit accrual limits for private employer-sponsored defined benefit pension plans, directly regulating private employer pension obligations.",1,enforcement,pension,"The bill amends ERISA and the Internal Revenue Code to modify minimum required employer contribution formulas, funding standards, eligibility conditions for funding relief elections, and benefit accrual limits for single-employer defined benefit pension plans, directly imposing mandatory obligations on private employers as plan sponsors."
s3695-111,A bill to fight criminal gangs.,Fighting Gangs and Empowering Youth Act of 2010,Crime and Law Enforcement,"Adult education and literacy|Advisory bodies|Child safety and welfare|Correctional facilities and imprisonment|Crime prevention|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Drug trafficking and controlled substances|Drug, alcohol, tobacco use|Education of the disadvantaged|Education programs funding|Elementary and secondary education|Employment and training programs|Firearms and explosives|Government information and archives|Government studies and investigations|Housing and community development funding|Income tax credits|Juvenile crime and gang violence|Law enforcement administration and funding|National and community service|Organized crime|Performance measurement|Physical fitness and lifestyle|Public housing|Violent crime|Youth employment and child labor",1.0,"The bill amends the Internal Revenue Code to increase the percentage of wages eligible for the Work Opportunity Tax Credit, which is a tax incentive directly related to employer wage obligations and hiring practices for private employers.",,,,"The bill primarily addresses crime prevention and gang activity, with the mention of the Work Opportunity Tax Credit being incidental. The tax credit adjustment is not directly related to employer wage, hour, or benefit obligations but rather incentivizes hiring practices, which does not qualify under the detailed rules.",,,,"Although the bill increases the work opportunity tax credit percentage, this is a general hiring incentive for employing workers from specific groups (at-risk youth, ex-offenders), not a regulation of private employer wage, hour, or benefit obligations; the bill's primary subject is gang prevention and criminal justice, with the tax credit being an incidental provision.",,,,"The bill's primary subject is crime and gang prevention; the Work Opportunity Tax Credit modification is a minor provision that offers a tax benefit for hiring workers from specific groups, which under the detailed rules does not qualify as it incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit obligations."
hr4699-114,"To amend the Internal Revenue Code of 1986 to provide for parent savings accounts, and for other purposes.",Working Parents Flexibility Act of 2016,Taxation,"Bank accounts, deposits, capital|Child care and development|Employee benefits and pensions|Employee leave|Income tax deductions|Income tax exclusion|Self-employed",1.0,"The bill establishes tax incentives for employer contributions to parental leave savings accounts, directly relating to employer-sponsored welfare benefits and employee leave obligations.",,,,"The bill primarily establishes tax incentives for parental leave savings accounts, which are tax policy measures rather than direct regulations on private employer wage, hour, or benefit obligations.",,,,"This bill creates a tax-advantaged individual savings account for parental leave and allows tax deductions for individual contributions and exclusions for employer contributions, but it does not impose any mandatory wage, hour, or benefit obligations on private employers; it is a voluntary tax benefit program unrelated to employer compliance with wage/hour laws.",,,,"This bill creates a new tax-exempt savings account for individual taxpayers and excludes employer contributions from gross income; it does not impose any mandatory obligations on private employers regarding wages, hours, or benefits, but rather offers optional tax benefits related to family/child care policy."
s2869-114,"A bill to amend the Internal Revenue Code of 1986 to improve college savings under section 529 programs, and for other purposes.",Boost Saving for College Act,Taxation,"Bank accounts, deposits, capital|Disability and paralysis|Employee benefits and pensions|Higher education|Income tax credits|Income tax exclusion|Student aid and college costs",1.0,"The bill modifies tax treatment for employer contributions to 529 plans, which are classified as employee benefits, thereby directly affecting private employer benefit obligations and incentives.",,,,"The bill primarily modifies tax treatment for 529 plans and introduces tax credits and exclusions, which are general tax policy changes rather than direct regulations on private employer wage or benefit obligations.",,,,"The bill's primary subject is tax treatment of 529 college savings plans; the employer contribution exclusion is a general tax benefit unrelated to mandatory employer wage or benefit obligations, similar to dependent care credits or health savings accounts, which are explicitly disqualified.",,,,"The bill provides a tax exclusion for employer contributions to 529 college savings plans and a tax credit for individual contributions; these are tax benefits/incentives related to education savings, not obligations imposed on private employers regarding wages, hours, or benefits. The employer contribution exclusion is a voluntary tax incentive, not a mandatory employer obligation."
hr2912-116,To amend the Internal Revenue Code of 1986 to make employers of spouses of military personnel eligible for the work opportunity credit.,Military Spouse Hiring Act,Taxation,Employee hiring|Income tax credits|Military personnel and dependents|Wages and earnings,1.0,"The bill introduces a tax incentive (Work Opportunity Tax Credit) for private employers who hire military spouses, which aligns with the category's inclusion of tax credits that encourage or discourage employer conduct related to wages and hiring.",,,,"The bill offers a tax credit for hiring military spouses, which incentivizes hiring decisions but does not directly regulate private employer wage, hour, or benefit obligations.",,,,"This bill expands the Work Opportunity Tax Credit to include military spouses, which is a general hiring incentive unrelated to wage/hour compliance or benefit obligations; such hiring credits for specific demographic groups do not qualify under the detailed rules.",,,,"The bill expands the Work Opportunity Tax Credit to cover hiring of military spouses; this is a general hiring tax credit incentivizing employers to hire workers from a specific group, which does not qualify under the detailed rules as it addresses hiring decisions rather than wage, hour, or benefit compliance obligations."
s1902-114,A bill to provide for the treatment and extension of temporary financing of short-time compensation programs.,Layoff Prevention Extension Act of 2015,Labor and Employment,Unemployment|Wages and earnings,1.0,"The bill extends federal financing for state short-time compensation programs that allow private employers to reduce employee workweeks instead of conducting layoffs, directly impacting employer wage obligations and layoff practices.",,,,"The bill primarily extends federal financing for state short-time compensation programs, which are government unemployment benefits, not direct private employer wage or benefit obligations.",,,,"This bill extends federal financing for state short-time compensation programs (a form of unemployment insurance), which is a government benefit program administered through state unemployment systems, not a regulation of private employer wage, hour, or benefit obligations.",,,,"This bill extends federal financing of state short-time compensation (work-sharing) unemployment insurance programs and grant application deadlines; it funds government programs rather than imposing new obligations on private employers regarding their wage, hour, or benefit conduct."
hr4505-115,"To amend the Fair Labor Standards Act of 1938 to establish a minimum salary threshold for bona fide executive, administrative, and professional employees exempt from Federal overtime compensation requirements, and automatically update such threshold every 3 years.",Restoring Overtime Pay Act of 2017,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Labor standards|Wages and earnings,1.0,"The bill amends the Fair Labor Standards Act to establish and update salary thresholds for overtime exemptions, directly regulating private employer obligations regarding overtime pay.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to establish and update salary thresholds for overtime exemptions, directly regulating private employer obligations regarding overtime pay.",1,enforcement,wage_hour,"The bill directly amends the FLSA to raise and automatically update the salary threshold for overtime exemptions, thereby expanding the number of employees entitled to overtime pay and tightening private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to establish and automatically update the salary threshold for overtime exemptions, directly tightening private employer obligations regarding overtime compensation for executive, administrative, and professional employees."
hr2095-115,"To amend the Fair Labor Standards Act of 1938 to prohibit discrimination in the payment of wages on account of sex, race, or national origin, and for other purposes.",Fair Pay Act of 2017,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Legal fees and court costs|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Wages and earnings",1.0,"The bill amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin and includes whistleblower protections for employees discussing wages, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to prohibit wage discrimination based on sex, race, or national origin and protects employees who discuss wages, directly strengthening private employer wage obligations under federal law.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin, directly imposing new obligations on private employers regarding wage payment practices, including anti-retaliation protections and compensatory/punitive damages for violations."
s1618-115,A bill to amend the Internal Revenue Code of 1986 for purposes of the tax on private foundation excess business holdings to treat as outstanding any employee-owned stock purchased by a business enterprise pursuant to certain employee stock ownership retirement plans.,,Taxation,"Business investment and capital|Employee benefits and pensions|Sales and excise taxes|Securities|Social work, volunteer service, charitable organizations|Tax-exempt organizations",1.0,"The bill addresses employee stock ownership plans (ESOPs), which are qualified retirement benefit plans under ERISA, by modifying tax treatment for private foundations holding stock purchased from these plans, thereby relating to employer-sponsored retirement benefit obligations.",,,,"The bill modifies tax treatment for private foundations regarding stock from employee stock ownership plans, but does not impose new obligations on private employers as plan sponsors, thus not qualifying under Wage Hour & Benefits.",,,,"This bill modifies the tax treatment of private foundations' excess business holdings when stock is purchased from an ESOP, but does not impose any new mandatory obligations on private employers as plan sponsors; it addresses foundation taxation and optional plan features rather than employer wage, hour, or benefit compliance obligations.",,,,"This bill modifies the tax rules for private foundation excess business holdings related to stock purchased from ESOPs; it does not impose new mandatory obligations on private employers as plan sponsors regarding pension, wage, or benefit conduct, but rather adjusts tax treatment for private foundations."
hr5006-114,"To amend section 214(c)(8) of the Immigration and Nationality Act to modify the data reporting requirements relating to nonimmigrant employees, and for other purposes.",Visa Transparency Anti-Trafficking Act of 2016,Immigration,Congressional oversight|Cultural exchanges and relations|Foreign labor|Government information and archives|Immigration status and procedures|Visas and passports,1.0,"The bill mandates private employers to report compensation data for nonimmigrant workers, directly addressing wage transparency and oversight mechanisms relevant to preventing wage theft and exploitation under the Fair Labor Standards Act.",,,,"The bill primarily concerns immigration data reporting requirements and transparency, not private employer wage, hour, or benefit obligations.",,,,"This bill's primary subject is immigration data reporting requirements imposed on the federal government (DHS, State, Labor) regarding nonimmigrant visa holders; while it requires collection of compensation data from employers who petition for nonimmigrant workers, the bill does not impose wage, hour, or benefit obligations on private employers—it creates a government reporting and transparency mechanism for immigration oversight, not regulation of employer wage conduct.",,,,"This bill's central purpose is expanding government data reporting and transparency requirements regarding nonimmigrant visa programs; it does not impose wage, hour, or benefit obligations on private employers but rather requires federal agencies (DHS, State, Labor) to collect and publish aggregated data about nonimmigrant workers."
s27-116,"A bill to amend the Surface Mining Control and Reclamation Act of 1977 to transfer certain funds to the 1974 United Mine Workers of America Pension Plan, and for other purposes.",American Miners Act of 2019,Labor and Employment,Bankruptcy|Cardiovascular and respiratory health|Coal|Corporate finance and management|Employee benefits and pensions|Government information and archives|Government trust funds|Health care costs and insurance|Labor-management relations|Mining|Sales and excise taxes|Worker safety and health,1.0,"The bill addresses the funding of private employer-sponsored pension and health benefit plans (UMWA) for coal miners, directly relating to ERISA-covered obligations and the consequences of corporate bankruptcy on employee benefits.",,,,"The bill primarily addresses the funding of government trust funds for miner benefits, which concerns fund solvency rather than imposing new obligations on private employers regarding wage, hour, or benefits.",,,,"This bill finances government trust funds (Abandoned Mine Reclamation Fund, Black Lung Disability Trust Fund) and directs Treasury transfers to multiemployer union pension and health plans affected by coal company bankruptcies; it addresses fund solvency and government financing mechanisms rather than imposing wage, hour, or benefit obligations on private non-governmental employers.",,,,"This bill primarily addresses government trust fund transfers (Abandoned Mine Reclamation Fund) to the UMWA Pension Plan and Multiemployer Health Benefit Plan, and extends the Black Lung Disability Trust Fund excise tax — these are government fund solvency and transfer mechanisms, not bills that directly impose new mandatory obligations on private employers regarding their wage, hour, or benefit conduct. The in-service distribution provision modifies optional plan features rather than creating new mandatory employer obligations."
s254-114,A bill to lower health premiums and increase choice for small businesses.,Small Business Health Relief Act of 2015,Health,Comprehensive health care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Income tax deductions|Sales and excise taxes|Small business|Wages and earnings,1.0,"The bill repeals the employer mandate and reporting requirements under the Affordable Care Act, directly affecting private employers' obligations to provide health insurance coverage to their employees.",1,enforcement,healthcare,"The bill repeals ACA provisions imposing health insurance coverage and reporting obligations on large employers, directly affecting private employer obligations under ERISA.",1,enforcement,healthcare,"The bill repeals the ACA employer mandate requiring large employers to offer minimum essential health coverage to full-time employees and eliminates associated reporting requirements, directly weakening private employer health benefit obligations under federal law.",1,enforcement,healthcare,"The bill repeals the ACA employer mandate requiring large private employers to offer minimum essential health insurance coverage to full-time employees, directly weakening private employer obligations regarding employer-sponsored group health plans, and also modifies rules governing health flexible spending arrangements and grandfathered health plan requirements that impose obligations on private employers as plan sponsors."
hr5802-113,"To amend the Employee Retirement Income Security Act of 1974 to permit multiemployer plans in critical status to modify plan rules relating to withdrawal liability, and for other purposes.",,Labor and Employment,Corporate finance and management|Employee benefits and pensions,1.0,"The bill amends ERISA to modify withdrawal liability rules for multiemployer pension plans, directly regulating private employer obligations regarding retirement benefits.",1,enforcement,pension,"The bill amends ERISA to modify withdrawal liability rules for multiemployer pension plans, directly regulating private employer obligations regarding retirement benefits.",1,enforcement,pension,"The bill amends ERISA to modify withdrawal liability rules for multiemployer pension plans in critical status, directly affecting private employer obligations regarding retirement benefit plan funding and withdrawal payments.",1,enforcement,pension,"The bill amends ERISA to permit multiemployer pension plans in critical status to modify withdrawal liability rules, directly altering private employer obligations regarding pension plan funding and withdrawal liability payments."
s2237-112,"A bill to provide a temporary income tax credit for increased payroll and extend bonus depreciation for an additional year, and for other purposes.",Small Business Jobs and Tax Relief Act,Taxation,Business investment and capital|Employee hiring|Income tax credits|Income tax deductions|U.S. territories and protectorates|Wages and earnings,1.0,"The bill provides a tax credit to private employers based on increased wages and compensation paid to employees, directly incentivizing wage-related conduct under the scope of wage and hour issues.",,,,"The bill offers a tax credit for increased payroll, which incentivizes hiring or wage increases but does not directly regulate private employer wage or benefit obligations.",,,,"This bill offers a general tax credit for increasing total payroll, which incentivizes hiring decisions and business expansion rather than regulating employer compliance with wage, hour, or benefit obligations; it falls under the disqualifying category of general hiring credits unrelated to wage/hour compliance.",,,,"This bill offers employers a tax credit for increasing their overall payroll (i.e., hiring more workers or raising total compensation), which is a general hiring/job creation incentive, not a regulation of private employer wage, hour, or benefit obligations."
s1827-114,A bill to amend the Internal Revenue Code of 1986 to improve the tax treatment of small businesses.,Small Business Tax Compliance Relief Act of 2015,Taxation,"Accounting and auditing|Administrative law and regulatory procedures|Business expenses|Business investment and capital|Business records|Capital gains tax|Charitable contributions|Computers and information technology|Congressional oversight|Department of the Treasury|Employee benefits and pensions|Foreign and international banking|Health care costs and insurance|Income tax deductions|Income tax exclusion|Inflation and prices|Internal Revenue Service (IRS)|Life, casualty, property insurance|Sales and excise taxes|Securities|Self-employed|Small business|Student aid and college costs|Tax administration and collection, taxpayers|Tax-exempt organizations|Taxation of foreign income",1.0,"The bill modifies tax rules regarding employer-sponsored pension plans and health insurance costs for small businesses, directly affecting private employer obligations and incentives related to employee benefits under ERISA and the Internal Revenue Code.",,,,"The bill primarily addresses tax treatment and compliance for small businesses, including tax deductions and accounting methods, rather than imposing new mandatory obligations on private employers regarding wage, hour, or benefit compliance.",,,,"This bill primarily offers tax benefits and accounting simplifications to small businesses (cash accounting thresholds, depreciation rules, de minimis safe harbors) rather than imposing wage, hour, or benefit obligations on private employers; the pension and health insurance provisions modify optional tax treatment, not mandatory employer conduct requirements.",,,,"This is a broad small business tax compliance bill whose primary purpose is simplifying tax treatment for small businesses (accounting methods, depreciation, due dates, de minimis thresholds); the pension provisions create optional flexible retirement accounts and repeal certain plan types rather than imposing new mandatory employer obligations, and the health insurance deduction extension is a tax benefit for self-employed individuals, not a regulation of private employer conduct."
s868-115,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,"The bill amends ERISA to mandate lifetime income disclosures for pension benefit statements, directly regulating employer-sponsored retirement benefit plan obligations under the Wage Hour & Benefits category.",1,enforcement,pension,"The bill mandates lifetime income disclosures for pension benefit statements under ERISA, directly imposing new obligations on private employers as plan sponsors.",1,enforcement,pension,"The bill amends ERISA to impose new mandatory disclosure obligations on private employers as pension plan sponsors, requiring them to provide lifetime income stream equivalents on benefit statements, thereby directly strengthening employer retirement plan compliance requirements.",1,enforcement,pension,"The bill amends ERISA to impose a new mandatory disclosure obligation on private employer-sponsored pension/retirement plans, requiring plan administrators to include lifetime income stream equivalents in benefit statements, which constitutes a direct new obligation on plan sponsors/fiduciaries."
hr2109-112,"To provide for each American the opportunity to provide for his or her retirement through a S.A.F.E. account, and for other purposes.",Savings Account for Every American Act of 2011,Labor and Employment,"Employee benefits and pensions|Government employee pay, benefits, personnel management|Government information and archives|Government studies and investigations|Health care costs and insurance|Income tax deductions|Income tax exclusion|Life, casualty, property insurance|Long-term, rehabilitative, and terminal care|Self-employed|Social security and elderly assistance|Veterans' pensions and compensation",1.0,"The bill mandates private employers to establish payroll deduction programs and make matching contributions to employee retirement accounts, imposing penalties for non-compliance, which directly regulates employer obligations regarding employee pension and retirement benefits.",1,enforcement,pension,"The bill mandates private employers to establish payroll deduction programs and make matching contributions to employee retirement accounts, directly regulating employer obligations regarding employee pension and retirement benefits.",1,enforcement,pension,"The bill imposes mandatory obligations on private employers to establish payroll deduction programs for employee retirement contributions and to make matching contributions after 15 years, with penalties for non-compliance, directly regulating private employer pension and retirement benefit obligations.",1,enforcement,pension,"The bill requires private employers to establish payroll deduction programs for S.A.F.E. retirement accounts, mandates employer matching contributions after 15 years, and imposes penalties for non-compliance, directly creating new mandatory obligations on private employers regarding employee retirement benefits."
hr5325-113,"To amend the Internal Revenue Code of 1986 to provide tax incentives to meet the needs of the American manufacturing workforce, and for other purposes.",American Manufacturing Workforce Act of 2014,Taxation,Adult education and literacy|Employee benefits and pensions|Employment and training programs|Income tax credits|Industrial policy and productivity|Manufacturing|Student aid and college costs|Vocational and technical education,1.0,"The bill provides tax incentives for private employers to fund employee training and education expenses, which aligns with the category's scope of bills introducing tax incentives that encourage or discourage employer benefit-related conduct.",1,tax_credit_introduction,wage_hour,"The bill introduces tax credits for employer-provided job training programs, directly incentivizing private employer conduct related to employee skill development.",1,tax_credit_introduction,wage_hour,"The bill introduces new tax credits specifically for employer-provided job training programs in manufacturing, which qualifies as a tax incentive encouraging better employer conduct regarding employee development and skills training.",1,tax_credit_introduction,wage_hour,"The bill introduces new tax credits for private employers who pay for employee training and education expenses in manufacturing, which qualifies as a tax credit incentivizing employer-provided job training."
hr6422-114,To amend the Internal Revenue Code of 1986 to treat qualified alternative commuter programs as an excludable qualified transportation fringe benefit.,Commuter Access Reform Act,Taxation,,1.0,"The bill modifies tax exclusions for employer-provided transportation fringe benefits, directly regulating the financial obligations and benefit structures of private employers under the Internal Revenue Code.",,,,"The bill modifies tax exclusions for employer-provided transportation fringe benefits, which is a tax policy change rather than a direct regulation of private employer wage, hour, or benefit obligations.",,,,"This bill offers employers a tax benefit (exclusion from employee gross income) for providing ride-share transportation fringe benefits, which is a general tax incentive unrelated to wage/hour compliance obligations; it does not impose mandatory wage, hour, or benefit requirements on private employers.",,,,"This bill expands the tax exclusion for employer-provided transportation fringe benefits to cover ride-share programs; it modifies optional tax treatment of a voluntary employer benefit rather than imposing new mandatory wage, hour, or benefit obligations on private employers, and falls under general tax policy rather than employer wage/benefit regulation."
